COMMENT: reward function gives -1 when staying at same distance or leaving goal, else it gives -0.5. This was wrongly implemented by me but see the result at bottom. average reward -100 -> agent is doing nothing all the time. Interesting!
HYPERPARAMS
n_neurons_hl1 = 32
n_neurons_hl2 = 32
discount = 0.99
learning_rate = 0.01
##################################################
EP	reward	steps	info
376	-315.0	148	ACTUATOR: l3 = 0.0740 @step 148
377	-145.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0649.
378	-147.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0367.
379	-146.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1063.
380	-297.0	133	ACTUATOR: l3 = 0.0740 @step 133
381	-270.0	97	ACTUATOR: l3 = 0.0740 @step 97
382	-254.0	77	ACTUATOR: l3 = 0.0740 @step 77
383	-148.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0577.
384	-249.5	72	ACTUATOR: l2 = 0.0740 @step 72
385	-314.0	152	ACTUATOR: l3 = 0.0740 @step 152
386	-151.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1159.
387	-272.5	104	ACTUATOR: l3 = 0.0740 @step 104
388	-142.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0515.
389	-329.0	182	ACTUATOR: l3 = 0.0740 @step 182
390	-149.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0458.
391	-146.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0270.
392	-152.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1011.
393	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0321.
394	-268.0	97	ACTUATOR: l3 = 0.0740 @step 97
395	-140.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0147.
396	-155.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1373.
397	-240.5	58	ACTUATOR: l3 = 0.0740 @step 58
398	-242.0	63	ACTUATOR: l3 = 0.0740 @step 63
399	-256.0	73	ACTUATOR: l3 = 0.0740 @step 73
400	-260.0	79	ACTUATOR: l3 = 0.0740 @step 79
401	-241.0	58	ACTUATOR: l3 = 0.0740 @step 58
402	-305.0	137	ACTUATOR: l3 = 0.0740 @step 137
403	-321.5	158	ACTUATOR: l2 = 0.1260 @step 158
404	-275.0	101	ACTUATOR: l3 = 0.0740 @step 101
405	-150.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0774.
406	-298.5	138	ACTUATOR: l3 = 0.0740 @step 138
407	-234.5	51	ACTUATOR: l3 = 0.0740 @step 51
408	-264.5	92	ACTUATOR: l1 = 0.1260 @step 92
409	-254.0	77	ACTUATOR: l3 = 0.0740 @step 77
410	-311.0	147	ACTUATOR: l3 = 0.0740 @step 147
411	-219.5	32	ACTUATOR: l3 = 0.0740 @step 32
412	-290.5	126	ACTUATOR: l3 = 0.0740 @step 126
413	-299.5	135	ACTUATOR: l2 = 0.0740 @step 135
414	-256.5	85	ACTUATOR: l3 = 0.0740 @step 85
415	-223.0	39	ACTUATOR: l3 = 0.0740 @step 39
416	-288.0	121	ACTUATOR: l3 = 0.0740 @step 121
417	-147.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0987.
418	-150.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0577.
419	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0486.
420	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1233.
421	-312.5	151	ACTUATOR: l2 = 0.0740 @step 151
422	-149.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0523.
423	-317.5	156	ACTUATOR: l2 = 0.0740 @step 156
424	-311.0	147	ACTUATOR: l1 = 0.0740 @step 147
425	-308.0	145	ACTUATOR: l1 = 0.0740 @step 145
426	-281.0	109	ACTUATOR: l2 = 0.0740 @step 109
427	118.0	114	GOAL!!! DISPLACEMENT 0.0047m @step 114
428	-293.0	122	ACTUATOR: l2 = 0.0740 @step 122
429	-145.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0699.
430	-264.5	93	ACTUATOR: l1 = 0.0740 @step 93
431	-290.0	125	ACTUATOR: l1 = 0.0740 @step 125
432	-144.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0547.
433	-150.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0876.
434	-148.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0677.
435	-151.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0995.
436	-149.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0455.
437	-152.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0762.
438	-144.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0890.
439	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1151.
440	-149.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0705.
441	-351.0	196	ACTUATOR: l3 = 0.1260 @step 196
442	-298.5	133	ACTUATOR: l3 = 0.1260 @step 133
443	-301.5	136	ACTUATOR: l1 = 0.0740 @step 136
444	-154.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0630.
445	-145.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0604.
446	-295.0	116	ACTUATOR: l3 = 0.1260 @step 116
447	-301.0	138	ACTUATOR: l1 = 0.0740 @step 138
448	-146.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0305.
449	-288.0	127	ACTUATOR: l1 = 0.0740 @step 127
450	-147.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0427.
451	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0230.
452	-147.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1003.
453	-146.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0569.
454	-147.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0615.
455	-333.5	187	ACTUATOR: l1 = 0.0740 @step 187
456	-147.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0605.
457	-148.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0321.
458	-153.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0813.
459	-147.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0606.
460	-150.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0748.
461	-147.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0241.
462	-152.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0870.
463	-154.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0500.
464	-336.0	191	ACTUATOR: l3 = 0.1260 @step 191
465	-155.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1097.
466	-146.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0368.
467	-150.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0403.
468	-284.5	107	ACTUATOR: l3 = 0.1260 @step 107
469	-343.5	190	ACTUATOR: l2 = 0.0740 @step 190
470	-146.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0801.
471	-151.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1173.
472	-151.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1042.
473	-146.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0482.
474	-146.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0775.
475	-155.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1432.
476	-154.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1281.
477	-147.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0553.
478	-150.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0812.
479	-258.5	79	ACTUATOR: l1 = 0.1260 @step 79
480	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0873.
481	-155.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1401.
482	-308.0	145	ACTUATOR: l1 = 0.1260 @step 145
483	-151.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0658.
484	-306.5	146	ACTUATOR: l1 = 0.1260 @step 146
485	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0523.
486	-241.5	58	ACTUATOR: l1 = 0.1260 @step 58
487	-154.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1194.
488	-256.0	84	ACTUATOR: l1 = 0.1260 @step 84
489	-151.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0922.
490	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1047.
491	-309.5	147	ACTUATOR: l3 = 0.0740 @step 147
492	-148.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1280.
493	-151.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0343.
494	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0302.
495	-149.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0629.
496	-146.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0516.
497	-151.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0503.
498	-144.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0156.
499	-147.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0497.
500	133.5	94	GOAL!!! DISPLACEMENT 0.0036m @step 94
501	-279.0	103	ACTUATOR: l3 = 0.0740 @step 103
502	-148.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0535.
503	-145.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0812.
504	-324.5	162	ACTUATOR: l3 = 0.0740 @step 162
505	-154.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0803.
506	-147.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1145.
507	-149.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0702.
508	-144.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0248.
509	-256.0	74	ACTUATOR: l3 = 0.0740 @step 74
510	-152.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1143.
511	167.5	47	GOAL!!! DISPLACEMENT 0.0041m @step 47
512	-151.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1377.
513	-149.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0646.
514	-139.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0167.
515	-145.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0630.
516	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0486.
517	-149.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0268.
518	-147.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0417.
519	-152.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0525.
520	-143.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0217.
521	-147.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0687.
522	-149.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0347.
523	-144.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0616.
524	-147.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0458.
525	-144.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0939.
526	-314.5	161	ACTUATOR: l1 = 0.0740 @step 161
527	-143.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0642.
528	-142.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0619.
529	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0259.
530	-151.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1134.
531	-345.0	199	ACTUATOR: l3 = 0.0740 @step 199
532	-143.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0546.
533	-149.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0891.
534	-149.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0159.
535	-151.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1342.
536	-315.0	157	ACTUATOR: l3 = 0.0740 @step 157
537	-149.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0473.
538	-284.5	119	ACTUATOR: l2 = 0.1260 @step 119
539	-350.0	199	ACTUATOR: l2 = 0.0740 @step 199
540	-148.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0582.
541	-148.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1073.
542	-149.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0566.
543	-145.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0409.
544	-341.5	193	ACTUATOR: l2 = 0.1260 @step 193
545	-145.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0927.
546	-151.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0437.
547	-144.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0695.
548	-154.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0388.
549	-287.5	111	ACTUATOR: l2 = 0.0740 @step 111
550	-319.5	170	ACTUATOR: l3 = 0.0740 @step 170
551	-144.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0445.
552	-149.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0943.
553	-281.5	109	ACTUATOR: l1 = 0.0740 @step 109
554	-327.5	177	ACTUATOR: l2 = 0.0740 @step 177
555	-147.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0419.
556	-289.5	125	ACTUATOR: l2 = 0.0740 @step 125
557	-152.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0743.
558	-151.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0728.
559	-148.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0320.
560	-324.0	156	ACTUATOR: l2 = 0.0740 @step 156
561	-147.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0757.
562	-151.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1385.
563	-343.0	191	ACTUATOR: l3 = 0.1260 @step 191
564	-153.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1033.
565	-145.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0370.
566	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0974.
567	-151.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0432.
568	-276.0	104	ACTUATOR: l3 = 0.1260 @step 104
569	-334.0	178	ACTUATOR: l3 = 0.1260 @step 178
570	-337.0	183	ACTUATOR: l1 = 0.1260 @step 183
571	-298.5	135	ACTUATOR: l3 = 0.1260 @step 135
572	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0516.
573	-325.5	168	ACTUATOR: l3 = 0.1260 @step 168
574	-267.0	94	ACTUATOR: l3 = 0.1260 @step 94
575	-149.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1128.
576	-332.5	171	ACTUATOR: l3 = 0.1260 @step 171
577	-272.5	105	ACTUATOR: l2 = 0.1260 @step 105
578	-286.5	124	ACTUATOR: l2 = 0.1260 @step 124
579	-331.5	173	ACTUATOR: l3 = 0.1260 @step 173
580	-282.5	111	ACTUATOR: l3 = 0.1260 @step 111
581	-281.5	107	ACTUATOR: l3 = 0.1260 @step 107
582	-307.5	140	ACTUATOR: l3 = 0.1260 @step 140
583	-248.0	69	ACTUATOR: l2 = 0.1260 @step 69
584	-252.5	75	ACTUATOR: l3 = 0.1260 @step 75
585	-334.5	186	ACTUATOR: l2 = 0.1260 @step 186
586	-291.5	119	ACTUATOR: l2 = 0.1260 @step 119
587	-272.5	99	ACTUATOR: l2 = 0.1260 @step 99
588	-295.0	125	ACTUATOR: l3 = 0.1260 @step 125
589	-287.5	126	ACTUATOR: l2 = 0.1260 @step 126
590	-322.0	158	ACTUATOR: l2 = 0.1260 @step 158
591	-250.5	71	ACTUATOR: l3 = 0.1260 @step 71
592	-325.0	171	ACTUATOR: l3 = 0.1260 @step 171
593	-327.5	166	ACTUATOR: l2 = 0.1260 @step 166
594	-151.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0999.
595	-148.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0933.
596	-144.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0624.
597	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0931.
598	-142.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0663.
599	-147.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1046.
600	-149.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0583.
601	-150.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0989.
602	-153.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1248.
603	-149.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0879.
604	-147.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0854.
605	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1013.
606	-147.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1077.
607	-150.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1155.
608	-152.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0298.
609	-147.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0295.
610	-314.0	156	ACTUATOR: l2 = 0.0740 @step 156
611	-146.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0663.
612	-150.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0881.
613	-150.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0347.
614	-151.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1329.
615	-147.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0300.
616	-150.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0551.
617	-149.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1356.
618	-275.0	100	ACTUATOR: l3 = 0.0740 @step 100
619	-157.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1407.
620	-318.0	167	ACTUATOR: l3 = 0.0740 @step 167
621	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0821.
622	-145.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0807.
623	-150.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1058.
624	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0706.
625	-151.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0602.
626	-149.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1167.
627	-145.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0358.
628	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0446.
629	-282.5	113	ACTUATOR: l3 = 0.0740 @step 113
630	-149.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0740.
631	-154.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1143.
632	-151.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0970.
633	-304.0	146	ACTUATOR: l3 = 0.0740 @step 146
634	-150.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0466.
635	-301.5	143	ACTUATOR: l3 = 0.0740 @step 143
636	-139.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0627.
637	187.5	20	GOAL!!! DISPLACEMENT 0.0048m @step 20
638	-146.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0662.
639	-148.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1013.
640	-147.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0661.
641	-146.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0717.
642	-299.0	138	ACTUATOR: l3 = 0.0740 @step 138
643	-286.5	114	ACTUATOR: l3 = 0.0740 @step 114
644	-150.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0714.
645	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0848.
646	-239.0	64	ACTUATOR: l1 = 0.1260 @step 64
647	-339.0	193	ACTUATOR: l2 = 0.0740 @step 193
648	-350.0	191	ACTUATOR: l2 = 0.0740 @step 191
649	-258.5	82	ACTUATOR: l3 = 0.0740 @step 82
650	-335.5	181	ACTUATOR: l2 = 0.0740 @step 181
651	-140.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0454.
652	-304.0	137	ACTUATOR: l3 = 0.0740 @step 137
653	-144.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0375.
654	-143.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1008.
655	-224.0	42	ACTUATOR: l3 = 0.0740 @step 42
656	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0688.
657	-149.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0500.
658	-150.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0962.
659	-146.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0116.
660	-342.5	197	ACTUATOR: l2 = 0.0740 @step 197
661	-151.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1079.
662	-151.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0622.
663	-145.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0470.
664	-261.5	87	ACTUATOR: l3 = 0.0740 @step 87
665	-149.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0499.
666	-321.0	159	ACTUATOR: l2 = 0.1260 @step 159
667	-146.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0399.
668	-153.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1330.
669	-290.5	118	ACTUATOR: l3 = 0.0740 @step 118
670	-335.0	188	ACTUATOR: l2 = 0.0740 @step 188
671	-147.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0728.
672	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0785.
673	-341.5	193	ACTUATOR: l3 = 0.0740 @step 193
674	-146.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0642.
675	-147.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1158.
676	-150.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0791.
677	-275.5	106	ACTUATOR: l2 = 0.1260 @step 106
678	-149.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0390.
679	178.0	36	GOAL!!! DISPLACEMENT 0.0037m @step 36
680	-144.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0456.
681	-156.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0767.
682	-152.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0760.
683	-149.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1021.
684	-146.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0585.
685	-146.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1002.
686	-152.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0937.
687	-225.5	38	ACTUATOR: l3 = 0.0740 @step 38
688	-151.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0902.
689	-317.0	152	ACTUATOR: l2 = 0.0740 @step 152
690	-145.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0711.
691	-221.5	32	ACTUATOR: l3 = 0.0740 @step 32
692	-236.5	56	ACTUATOR: l3 = 0.0740 @step 56
693	-288.5	128	ACTUATOR: l3 = 0.0740 @step 128
694	-147.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0779.
695	-310.0	156	ACTUATOR: l3 = 0.0740 @step 156
696	-234.0	54	ACTUATOR: l3 = 0.0740 @step 54
697	-147.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0387.
698	-151.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1116.
699	-142.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0449.
700	-147.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0298.
701	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0365.
702	-147.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0524.
703	-151.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0929.
704	-140.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0276.
705	-146.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0591.
706	-149.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0782.
707	-149.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0807.
708	-146.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0840.
709	-147.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0422.
710	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0675.
711	-145.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0560.
712	-149.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0637.
713	-343.5	185	ACTUATOR: l2 = 0.1260 @step 185
714	-153.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0816.
715	-150.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1251.
716	-145.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1197.
717	-146.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0892.
718	-150.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0690.
719	-147.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0903.
720	151.0	71	GOAL!!! DISPLACEMENT 0.0049m @step 71
721	-149.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0898.
722	-141.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1015.
723	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0654.
724	-145.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0786.
725	-146.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0378.
726	-149.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0949.
727	-302.5	145	ACTUATOR: l3 = 0.1260 @step 145
728	-144.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0698.
729	-267.0	82	ACTUATOR: l2 = 0.1260 @step 82
730	-152.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0801.
731	-144.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0693.
732	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1346.
733	180.0	31	GOAL!!! DISPLACEMENT 0.0050m @step 31
734	-338.5	200	ACTUATOR: l2 = 0.1260 @step 200
735	-318.0	167	ACTUATOR: l3 = 0.1260 @step 167
736	-150.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1013.
737	-153.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0521.
738	-146.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0575.
739	-350.5	198	ACTUATOR: l2 = 0.1260 @step 198
740	-271.0	99	ACTUATOR: l3 = 0.1260 @step 99
741	-310.0	159	ACTUATOR: l1 = 0.0740 @step 159
742	-147.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0989.
743	-146.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0479.
744	-319.5	162	ACTUATOR: l3 = 0.1260 @step 162
745	-345.0	192	ACTUATOR: l2 = 0.1260 @step 192
746	-146.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0871.
747	-345.0	197	ACTUATOR: l2 = 0.1260 @step 197
748	-146.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0460.
749	-148.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1317.
750	-153.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1316.
751	-146.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0805.
752	-147.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0675.
753	-153.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0869.
754	-152.0	200	MAX STEPS 200 REACHED, DISTANCE 0.1102.
755	-307.5	157	ACTUATOR: l1 = 0.0740 @step 157
756	-149.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0722.
757	184.5	26	GOAL!!! DISPLACEMENT 0.0046m @step 26
758	-152.5	200	MAX STEPS 200 REACHED, DISTANCE 0.1262.
759	-141.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0753.
760	-148.0	200	MAX STEPS 200 REACHED, DISTANCE 0.0905.
761	-333.0	175	ACTUATOR: l3 = 0.1260 @step 175
762	-277.5	115	ACTUATOR: l1 = 0.0740 @step 115
763	-287.0	117	ACTUATOR: l1 = 0.0740 @step 117
764	-151.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0872.
765	-148.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0596.
766	-145.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0563.
767	-289.0	128	ACTUATOR: l1 = 0.0740 @step 128
768	-145.5	200	MAX STEPS 200 REACHED, DISTANCE 0.0594.
