HYPERPARAMS
version: 6	h1_size: 100	h2_size: 100	npop: 50	sigma: 0.1	 alpha: 0.03
ENVIRONMENT
delta_l: 0.0001	max_steps: 500	goal_eps: 0.003


ep	reward	steps	start_d	end_d	covered	info
59	-233.4	500	0.0877	0.0343	0.0533	False
60	-316.3	500	0.0732	0.0365	0.0367	False
61	-436.7	500	0.0900	0.0774	0.0127	False
62	-457.5	500	0.0785	0.0700	0.0085	False
63	-148.2	500	0.0770	0.0066	0.0704	False
64	-133.6	500	0.1013	0.0280	0.0733	False
65	-477.4	500	0.0392	0.0347	0.0045	False
66	-219.9	500	0.0914	0.0354	0.0560	False
67	-221.8	500	0.0821	0.0265	0.0556	False
68	-578.7	500	0.0232	0.0390	-0.0157	False
69	-384.9	500	0.0584	0.0354	0.0230	False
70	-493.6	500	0.0433	0.0420	0.0013	False
71	-383.5	500	0.0560	0.0327	0.0233	False
72	-354.2	500	0.0681	0.0390	0.0292	False
73	-182.6	500	0.0994	0.0359	0.0635	False
74	-397.7	500	0.0962	0.0758	0.0205	False
75	-446.0	500	0.0337	0.0229	0.0108	False
76	-598.9	500	0.0095	0.0293	-0.0198	False
77	-356.6	500	0.0667	0.0380	0.0287	False
78	-522.9	500	0.0463	0.0509	-0.0046	False
79	-340.7	500	0.0962	0.0643	0.0319	False
80	-214.3	500	0.0745	0.0174	0.0571	False
81	-413.3	500	0.0762	0.0588	0.0173	False
82	326.9	443	0.1069	0.0030	0.1039	True
83	-378.4	500	0.0632	0.0389	0.0243	False
84	-370.6	500	0.0810	0.0551	0.0259	False
85	-334.4	500	0.1095	0.0764	0.0331	False
86	-492.5	500	0.0346	0.0331	0.0015	False
87	-392.4	500	0.0620	0.0405	0.0215	False
88	-283.7	500	0.0581	0.0149	0.0433	False
89	-487.0	500	0.0367	0.0341	0.0026	False
90	-386.6	500	0.0434	0.0207	0.0227	False
91	-301.3	500	0.1028	0.0631	0.0397	False
92	-333.0	500	0.1019	0.0685	0.0334	False
93	-517.9	500	0.0539	0.0575	-0.0036	False
94	-123.5	500	0.1115	0.0362	0.0753	False
95	-363.9	500	0.0672	0.0400	0.0272	False
96	-519.8	500	0.0547	0.0586	-0.0040	False
97	-260.1	500	0.0997	0.0517	0.0480	False
98	-99.8	500	0.1035	0.0234	0.0800	False
99	-140.0	500	0.0993	0.0273	0.0720	False
100	-557.9	500	0.0204	0.0320	-0.0116	False
101	-423.0	500	0.0692	0.0538	0.0154	False
102	-538.9	500	0.0371	0.0449	-0.0078	False
103	-328.9	500	0.0950	0.0608	0.0342	False
104	-481.3	500	0.0473	0.0435	0.0037	False
105	-502.2	500	0.0494	0.0498	-0.0004	False
106	-238.2	500	0.0910	0.0386	0.0524	False
107	-406.1	500	0.0615	0.0427	0.0188	False
108	-340.0	500	0.0457	0.0137	0.0320	False
109	-407.9	500	0.0519	0.0335	0.0184	False
110	-71.8	500	0.1138	0.0282	0.0856	False
111	-465.2	500	0.0502	0.0433	0.0070	False
112	-392.8	500	0.0609	0.0394	0.0214	False
113	-183.6	500	0.0932	0.0299	0.0633	False
114	-59.3	500	0.1010	0.0128	0.0881	False
115	-121.5	500	0.0839	0.0082	0.0757	False
116	-225.3	500	0.0927	0.0377	0.0549	False
117	-215.1	500	0.0933	0.0364	0.0570	False
118	-526.9	500	0.0466	0.0519	-0.0054	False
119	-314.0	500	0.0691	0.0319	0.0372	False
120	-184.7	500	0.0902	0.0272	0.0631	False
121	-535.0	500	0.0463	0.0533	-0.0070	False
122	-157.6	500	0.1099	0.0415	0.0685	False
123	-390.5	500	0.0576	0.0357	0.0219	False
124	-66.3	500	0.1046	0.0179	0.0867	False
125	-581.3	500	0.0324	0.0487	-0.0163	False
126	-41.0	500	0.1011	0.0093	0.0918	False
127	-372.4	500	0.0646	0.0391	0.0255	False
128	-153.0	500	0.0866	0.0172	0.0694	False
129	-89.9	500	0.1034	0.0214	0.0820	False
130	-492.1	500	0.0591	0.0575	0.0016	False
131	-419.4	500	0.0361	0.0200	0.0161	False
132	-178.9	500	0.0925	0.0283	0.0642	False
133	-563.1	500	0.0249	0.0375	-0.0126	False
134	-224.3	500	0.0747	0.0196	0.0551	False
135	-257.6	500	0.0940	0.0455	0.0485	False
136	-457.8	500	0.0747	0.0663	0.0084	False
137	-43.1	500	0.1009	0.0095	0.0914	False
138	-71.4	500	0.1020	0.0163	0.0857	False
139	-439.3	500	0.0447	0.0325	0.0121	False
140	-100.4	500	0.0936	0.0137	0.0799	False
141	-372.5	500	0.0667	0.0412	0.0255	False
142	-363.4	500	0.0384	0.0111	0.0273	False
143	-203.6	500	0.0762	0.0169	0.0593	False
144	-246.1	500	0.0907	0.0399	0.0508	False
145	-428.2	500	0.0715	0.0572	0.0144	False
146	-207.8	500	0.0825	0.0240	0.0584	False
147	-94.9	500	0.0895	0.0085	0.0810	False
148	-429.8	500	0.0361	0.0220	0.0140	False
149	-733.4	500	0.0462	0.0928	-0.0467	False
150	-290.2	500	0.0670	0.0250	0.0420	False
151	-170.0	500	0.0866	0.0206	0.0660	False
152	-465.7	500	0.0253	0.0184	0.0069	False
153	-575.0	500	0.0548	0.0698	-0.0150	False
154	-195.0	500	0.0935	0.0325	0.0610	False
155	-515.2	500	0.0331	0.0361	-0.0030	False
156	-340.3	500	0.0775	0.0456	0.0319	False
157	-500.1	500	0.0374	0.0374	-0.0000	False
158	-134.6	500	0.1076	0.0345	0.0731	False
159	-567.3	500	0.0527	0.0662	-0.0135	False
160	-441.7	500	0.0578	0.0461	0.0117	False
161	-396.6	500	0.0611	0.0404	0.0207	False
162	-351.7	500	0.0698	0.0401	0.0297	False
163	-224.0	500	0.0801	0.0249	0.0552	False
164	-278.3	500	0.0656	0.0213	0.0443	False
165	-471.4	500	0.0370	0.0313	0.0057	False
166	-345.7	500	0.0835	0.0526	0.0309	False
167	-437.0	500	0.0514	0.0388	0.0126	False
168	482.0	306	0.1107	0.0030	0.1077	True
169	-517.3	500	0.0145	0.0179	-0.0035	False
170	-466.7	500	0.0417	0.0351	0.0067	False
171	-362.9	500	0.0669	0.0395	0.0274	False
172	-205.6	500	0.0975	0.0386	0.0589	False
173	-139.4	500	0.1009	0.0288	0.0721	False
174	-298.9	500	0.0921	0.0519	0.0402	False
175	-386.5	500	0.0757	0.0530	0.0227	False
176	-436.4	500	0.0329	0.0202	0.0127	False
177	-382.1	500	0.0387	0.0151	0.0236	False
178	-517.5	500	0.0471	0.0506	-0.0035	False
179	-431.2	500	0.0552	0.0414	0.0138	False
180	-420.0	500	0.0876	0.0716	0.0160	False
181	-403.6	500	0.0987	0.0794	0.0193	False
182	-254.5	500	0.0884	0.0393	0.0491	False
183	-286.5	500	0.0647	0.0220	0.0427	False
184	-290.3	500	0.1010	0.0591	0.0419	False
185	-260.4	500	0.1105	0.0625	0.0479	False
186	-514.7	500	0.0225	0.0255	-0.0029	False
187	-289.9	500	0.0579	0.0158	0.0420	False
188	-465.2	500	0.0693	0.0624	0.0070	False
189	-546.6	500	0.0341	0.0434	-0.0093	False
190	-450.5	500	0.0878	0.0779	0.0099	False
191	-470.8	500	0.0243	0.0185	0.0058	False
192	-218.5	500	0.0829	0.0266	0.0563	False
193	-477.7	500	0.0373	0.0329	0.0045	False
194	-99.6	500	0.1055	0.0254	0.0801	False
195	-98.0	500	0.1135	0.0331	0.0804	False
196	-517.5	500	0.0512	0.0547	-0.0035	False
197	-266.1	500	0.0842	0.0374	0.0468	False
198	-149.4	500	0.0897	0.0196	0.0701	False
199	-28.2	500	0.1178	0.0234	0.0944	False
200	-283.0	500	0.0977	0.0543	0.0434	False
201	-521.2	500	0.0393	0.0435	-0.0042	False
202	-345.8	500	0.1052	0.0743	0.0308	False
203	-215.6	500	0.0872	0.0303	0.0569	False
204	-151.4	500	0.0900	0.0202	0.0697	False
205	-471.2	500	0.0336	0.0278	0.0058	False
206	-111.1	500	0.1144	0.0366	0.0778	False
207	-205.6	500	0.0951	0.0362	0.0589	False
208	-111.2	500	0.1117	0.0339	0.0778	False
209	-392.7	500	0.0716	0.0501	0.0215	False
210	-348.8	500	0.0730	0.0427	0.0302	False
211	-236.4	500	0.1032	0.0505	0.0527	False
212	-22.5	500	0.1094	0.0139	0.0955	False
213	-446.9	500	0.0401	0.0295	0.0106	False
214	-175.4	500	0.0945	0.0295	0.0649	False
215	-123.8	500	0.1112	0.0360	0.0752	False
216	-380.2	500	0.0786	0.0547	0.0240	False
217	-610.7	500	0.0173	0.0395	-0.0221	False
218	-167.0	500	0.1005	0.0339	0.0666	False
219	-147.5	500	0.0898	0.0193	0.0705	False
220	-129.1	500	0.1064	0.0322	0.0742	False
221	-125.3	500	0.0988	0.0238	0.0749	False
222	-481.0	500	0.0288	0.0250	0.0038	False
223	-458.0	500	0.0567	0.0483	0.0084	False
224	-117.9	500	0.1061	0.0297	0.0764	False
225	-222.0	500	0.0683	0.0127	0.0556	False
226	-367.0	500	0.0854	0.0588	0.0266	False
227	-562.2	500	0.0278	0.0402	-0.0124	False
228	-122.1	500	0.1042	0.0287	0.0756	False
229	-357.7	500	0.0648	0.0363	0.0285	False
230	-308.1	500	0.0733	0.0349	0.0384	False
231	-362.3	500	0.0659	0.0383	0.0275	False
232	-455.0	500	0.0804	0.0714	0.0090	False
233	-427.2	500	0.0701	0.0555	0.0146	False
234	-473.4	500	0.0256	0.0203	0.0053	False
235	-306.0	500	0.0506	0.0118	0.0388	False
236	-239.6	500	0.0812	0.0291	0.0521	False
237	-310.3	500	0.0585	0.0206	0.0379	False
238	-485.3	500	0.0420	0.0391	0.0029	False
239	-313.7	500	0.0668	0.0295	0.0373	False
240	-316.8	500	0.1002	0.0636	0.0366	False
241	11.7	500	0.1187	0.0164	0.1023	False
242	-467.3	500	0.0330	0.0264	0.0065	False
243	-301.2	500	0.0813	0.0415	0.0398	False
244	-566.3	500	0.0238	0.0371	-0.0133	False
245	-337.6	500	0.0628	0.0303	0.0325	False
246	-396.6	500	0.0363	0.0157	0.0207	False
247	-232.0	500	0.1037	0.0501	0.0536	False
248	-189.0	500	0.0975	0.0353	0.0622	False
249	-431.1	500	0.0881	0.0743	0.0138	False
250	-260.5	500	0.1010	0.0531	0.0479	False
251	-438.4	500	0.0803	0.0679	0.0123	False
252	-394.4	500	0.1114	0.0902	0.0211	False
253	-239.1	500	0.1078	0.0556	0.0522	False
254	-493.7	500	0.0321	0.0308	0.0013	False
255	-219.4	500	0.0801	0.0239	0.0561	False
256	-449.7	500	0.0723	0.0622	0.0101	False
257	-411.2	500	0.0510	0.0333	0.0178	False
258	-359.6	500	0.0861	0.0580	0.0281	False
259	-469.0	500	0.0307	0.0245	0.0062	False
260	-481.6	500	0.0416	0.0379	0.0037	False
261	-266.5	500	0.0605	0.0138	0.0467	False
262	-339.4	500	0.0914	0.0592	0.0321	False
263	-448.2	500	0.0857	0.0754	0.0104	False
264	-475.6	500	0.0491	0.0442	0.0049	False
265	-489.3	500	0.0855	0.0833	0.0021	False
266	-427.7	500	0.0901	0.0756	0.0145	False
267	-425.4	500	0.0417	0.0267	0.0149	False
268	-429.4	500	0.1018	0.0876	0.0141	False
269	-371.7	500	0.0859	0.0603	0.0257	False
270	-527.9	500	0.0626	0.0682	-0.0056	False
271	-475.6	500	0.0364	0.0315	0.0049	False
272	-488.0	500	0.0499	0.0475	0.0024	False
273	-514.6	500	0.0451	0.0480	-0.0029	False
274	-449.5	500	0.0838	0.0737	0.0101	False
275	-265.3	500	0.1122	0.0652	0.0469	False
276	-543.8	500	0.0274	0.0362	-0.0088	False
277	-432.9	500	0.0941	0.0807	0.0134	False
278	-302.6	500	0.1078	0.0683	0.0395	False
279	-455.3	500	0.0730	0.0640	0.0089	False
280	-326.9	500	0.0790	0.0444	0.0346	False
281	-457.7	500	0.0770	0.0685	0.0085	False
282	-163.8	500	0.0849	0.0177	0.0672	False
283	-485.8	500	0.0344	0.0316	0.0028	False
284	-503.7	500	0.0557	0.0564	-0.0007	False
285	-58.0	500	0.1148	0.0264	0.0884	False
286	-352.0	500	0.0895	0.0599	0.0296	False
287	-343.5	500	0.0470	0.0157	0.0313	False
288	-434.6	500	0.0730	0.0599	0.0131	False
289	-331.1	500	0.0871	0.0533	0.0338	False
290	-348.8	500	0.0470	0.0167	0.0302	False
291	-139.3	500	0.0914	0.0192	0.0721	False
292	-331.8	500	0.0926	0.0590	0.0336	False
293	-409.4	500	0.0668	0.0487	0.0181	False
294	-268.4	500	0.0912	0.0449	0.0463	False
295	-622.8	500	0.0203	0.0449	-0.0246	False
296	-165.8	500	0.1025	0.0356	0.0668	False
297	-202.8	500	0.0807	0.0213	0.0594	False
298	-376.4	500	0.0571	0.0324	0.0247	False
299	-361.8	500	0.0774	0.0497	0.0276	False
300	-300.2	500	0.0932	0.0532	0.0400	False
301	-404.4	500	0.0642	0.0451	0.0191	False
302	-118.3	500	0.1120	0.0356	0.0763	False
303	-479.3	500	0.0507	0.0465	0.0041	False
304	-469.4	500	0.0530	0.0468	0.0061	False
305	-464.4	500	0.0231	0.0160	0.0071	False
306	489.8	158	0.0826	0.0029	0.0797	True
307	-173.8	500	0.1010	0.0357	0.0652	False
308	-402.2	500	0.0877	0.0682	0.0196	False
309	-108.3	500	0.0971	0.0188	0.0783	False
310	-452.9	500	0.0561	0.0467	0.0094	False
311	-481.7	500	0.0565	0.0528	0.0037	False
312	-204.0	500	0.0788	0.0196	0.0592	False
313	-442.2	500	0.0337	0.0222	0.0116	False
314	-462.7	500	0.0462	0.0387	0.0075	False
315	-538.0	500	0.0741	0.0817	-0.0076	False
316	-464.5	500	0.0572	0.0501	0.0071	False
317	-394.9	500	0.0872	0.0661	0.0210	False
318	-435.8	500	0.0838	0.0710	0.0128	False
319	-578.0	500	0.0285	0.0441	-0.0156	False
320	-538.0	500	0.0643	0.0719	-0.0076	False
321	-129.9	500	0.1048	0.0308	0.0740	False
322	-148.2	500	0.1060	0.0356	0.0704	False
323	-395.7	500	0.0697	0.0488	0.0209	False
324	-334.1	500	0.1063	0.0732	0.0332	False
325	-418.5	500	0.0474	0.0311	0.0163	False
326	-323.9	500	0.0877	0.0524	0.0352	False
327	-222.4	500	0.0909	0.0354	0.0555	False
328	-285.9	500	0.0939	0.0511	0.0428	False
329	-211.9	500	0.0787	0.0211	0.0576	False
330	-451.3	500	0.0504	0.0406	0.0097	False
331	-441.0	500	0.0425	0.0307	0.0118	False
332	-337.5	500	0.0860	0.0535	0.0325	False
333	-174.7	500	0.0811	0.0160	0.0651	False
334	-391.7	500	0.0535	0.0319	0.0217	False
335	-392.8	500	0.0561	0.0347	0.0214	False
336	-336.0	500	0.0578	0.0250	0.0328	False
337	-467.7	500	0.0322	0.0258	0.0065	False
338	-405.4	500	0.0646	0.0456	0.0189	False
339	-418.9	500	0.0773	0.0611	0.0162	False
340	-258.1	500	0.1037	0.0553	0.0484	False
341	-173.5	500	0.1028	0.0375	0.0653	False
342	-597.9	500	0.0229	0.0424	-0.0196	False
343	-436.9	500	0.0768	0.0642	0.0126	False
344	287.8	27	0.0161	0.0029	0.0131	True
345	-325.7	500	0.0937	0.0589	0.0349	False
346	-343.1	500	0.0572	0.0258	0.0314	False
347	-407.6	500	0.1065	0.0880	0.0185	False
348	-497.1	500	0.0648	0.0642	0.0006	False
349	-235.1	500	0.0922	0.0392	0.0530	False
350	-411.2	500	0.0505	0.0328	0.0178	False
351	-199.0	500	0.0799	0.0197	0.0602	False
352	-469.2	500	0.0634	0.0572	0.0062	False
353	-94.2	500	0.1047	0.0235	0.0812	False
354	-433.8	500	0.0979	0.0846	0.0132	False
355	-270.3	500	0.0870	0.0411	0.0459	False
356	-87.7	500	0.1140	0.0315	0.0825	False
357	-408.7	500	0.0580	0.0398	0.0183	False
358	-226.7	500	0.0811	0.0264	0.0547	False
359	-161.7	500	0.0867	0.0190	0.0677	False
360	-458.1	500	0.0793	0.0710	0.0084	False
361	-233.0	500	0.0914	0.0380	0.0534	False
362	-339.8	500	0.0780	0.0460	0.0320	False
363	-465.9	500	0.0281	0.0212	0.0068	False
364	-558.6	500	0.0380	0.0498	-0.0117	False
365	-487.7	500	0.0177	0.0152	0.0025	False
366	-218.5	500	0.0728	0.0165	0.0563	False
367	-457.6	500	0.0235	0.0150	0.0085	False
368	-396.3	500	0.0813	0.0605	0.0207	False
369	-382.6	500	0.0455	0.0220	0.0235	False
370	-403.4	500	0.0811	0.0618	0.0193	False
371	-537.7	500	0.0167	0.0242	-0.0075	False
372	-403.8	500	0.0436	0.0244	0.0192	False
373	-445.8	500	0.0405	0.0296	0.0108	False
374	-528.5	500	0.0328	0.0385	-0.0057	False
375	-443.4	500	0.0764	0.0651	0.0113	False
376	-425.4	500	0.0256	0.0107	0.0149	False
377	-469.4	500	0.0768	0.0707	0.0061	False
378	-84.6	500	0.1122	0.0291	0.0831	False
379	-366.1	500	0.0661	0.0393	0.0268	False
380	-488.8	500	0.0654	0.0631	0.0022	False
381	-228.4	500	0.0963	0.0420	0.0543	False
382	-264.9	500	0.1003	0.0533	0.0470	False
383	-415.5	500	0.0690	0.0521	0.0169	False
384	-618.9	500	0.0240	0.0478	-0.0238	False
385	-329.0	500	0.0705	0.0363	0.0342	False
386	-216.9	500	0.0997	0.0431	0.0566	False
387	-268.4	500	0.0814	0.0350	0.0463	False
388	-397.9	500	0.0461	0.0257	0.0204	False
389	-468.3	500	0.0387	0.0323	0.0063	False
390	-185.8	500	0.1054	0.0426	0.0628	False
391	-453.3	500	0.0812	0.0719	0.0093	False
392	-453.4	500	0.0890	0.0797	0.0093	False
393	-141.2	500	0.1008	0.0290	0.0718	False
394	-289.0	500	0.1022	0.0600	0.0422	False
395	-406.2	500	0.0650	0.0462	0.0188	False
396	-344.0	500	0.0639	0.0327	0.0312	False
397	-352.5	500	0.0865	0.0570	0.0295	False
398	-464.8	500	0.0659	0.0589	0.0070	False
399	-322.1	500	0.0821	0.0465	0.0356	False
400	-518.2	500	0.0437	0.0473	-0.0036	False
401	-451.1	500	0.0271	0.0173	0.0098	False
402	-356.4	500	0.0874	0.0587	0.0287	False
403	-480.5	500	0.0596	0.0557	0.0039	False
404	-546.6	500	0.0413	0.0506	-0.0093	False
405	-257.8	500	0.0703	0.0219	0.0484	False
406	-470.0	500	0.0320	0.0260	0.0060	False
407	-483.9	500	0.0531	0.0499	0.0032	False
408	-189.0	500	0.0812	0.0190	0.0622	False
409	-394.0	500	0.0852	0.0640	0.0212	False
410	-468.4	500	0.0492	0.0429	0.0063	False
411	-38.1	500	0.1095	0.0171	0.0924	False
412	-141.9	500	0.0916	0.0200	0.0716	False
413	-277.5	500	0.1043	0.0598	0.0445	False
414	536.3	216	0.1033	0.0027	0.1006	True
415	-426.9	500	0.0815	0.0668	0.0146	False
416	-245.4	500	0.1053	0.0544	0.0509	False
417	-447.4	500	0.0588	0.0482	0.0105	False
418	-442.1	500	0.0737	0.0621	0.0116	False
419	-323.8	500	0.0911	0.0559	0.0352	False
420	-451.7	500	0.0675	0.0578	0.0097	False
421	-162.5	500	0.0888	0.0213	0.0675	False
422	-342.0	500	0.0646	0.0330	0.0316	False
423	-175.1	500	0.1026	0.0377	0.0650	False
424	-294.2	500	0.0736	0.0324	0.0412	False
425	541.3	222	0.1055	0.0029	0.1027	True
426	-474.7	500	0.0516	0.0466	0.0051	False
427	-467.4	500	0.0716	0.0651	0.0065	False
428	-328.9	500	0.0522	0.0180	0.0342	False
429	-457.4	500	0.0756	0.0671	0.0085	False
430	-348.0	500	0.0591	0.0287	0.0304	False
431	-427.6	500	0.0656	0.0511	0.0145	False
432	-581.1	500	0.0301	0.0464	-0.0162	False
433	-180.8	500	0.0966	0.0328	0.0638	False
434	-402.1	500	0.0511	0.0315	0.0196	False
435	-384.8	500	0.0737	0.0506	0.0230	False
436	-496.1	500	0.0560	0.0552	0.0008	False
437	-409.0	500	0.0647	0.0465	0.0182	False
438	-459.0	500	0.0538	0.0456	0.0082	False
439	-354.2	500	0.0532	0.0240	0.0292	False
440	-115.3	500	0.1055	0.0286	0.0769	False
441	498.6	130	0.0786	0.0030	0.0756	True
442	-422.1	500	0.0522	0.0366	0.0156	False
443	-366.0	500	0.0748	0.0480	0.0268	False
444	-459.6	500	0.0493	0.0412	0.0081	False
445	-399.6	500	0.0534	0.0333	0.0201	False
446	-272.1	500	0.0564	0.0108	0.0456	False
447	-235.1	500	0.1090	0.0560	0.0530	False
448	-191.3	500	0.0808	0.0191	0.0617	False
449	-324.7	500	0.0749	0.0399	0.0351	False
450	-498.8	500	0.0627	0.0624	0.0002	False
451	-341.4	500	0.0811	0.0494	0.0317	False
452	-363.8	500	0.0864	0.0591	0.0272	False
453	-138.5	500	0.0972	0.0249	0.0723	False
454	-193.6	500	0.0880	0.0267	0.0613	False
455	-127.0	500	0.1064	0.0318	0.0746	False
456	-234.7	500	0.0645	0.0115	0.0531	False
457	-493.9	500	0.0535	0.0522	0.0012	False
458	-475.9	500	0.0510	0.0462	0.0048	False
459	-312.0	500	0.0831	0.0455	0.0376	False
460	-524.9	500	0.0285	0.0335	-0.0050	False
461	-404.2	500	0.0558	0.0366	0.0192	False
462	-464.8	500	0.0384	0.0313	0.0070	False
463	-376.4	500	0.0747	0.0499	0.0247	False
464	-320.7	500	0.0861	0.0502	0.0359	False
465	-287.2	500	0.0585	0.0159	0.0426	False
466	-374.8	500	0.0894	0.0644	0.0250	False
467	-221.0	500	0.0981	0.0423	0.0558	False
468	-141.9	500	0.0830	0.0114	0.0716	False
469	-472.3	500	0.0403	0.0348	0.0055	False
470	-473.6	500	0.0714	0.0661	0.0053	False
471	-496.5	500	0.0506	0.0499	0.0007	False
472	-442.8	500	0.0427	0.0313	0.0114	False
473	-559.0	500	0.0193	0.0311	-0.0118	False
474	-262.4	500	0.0889	0.0414	0.0475	False
475	-165.5	500	0.0837	0.0168	0.0669	False
476	-579.9	500	0.0133	0.0293	-0.0160	False
477	-189.4	500	0.0980	0.0359	0.0621	False
478	-481.9	500	0.0566	0.0530	0.0036	False
479	-392.2	500	0.0340	0.0124	0.0216	False
480	-567.6	500	0.0333	0.0468	-0.0135	False
481	-603.1	500	0.0272	0.0478	-0.0206	False
482	-563.7	500	0.0265	0.0393	-0.0127	False
483	-290.4	500	0.0600	0.0181	0.0419	False
484	-250.3	500	0.0837	0.0337	0.0499	False
485	-454.3	500	0.0835	0.0743	0.0091	False
486	-275.1	500	0.0746	0.0296	0.0450	False
487	-492.1	500	0.0439	0.0424	0.0016	False
488	-521.4	500	0.0401	0.0443	-0.0043	False
489	-206.7	500	0.0839	0.0253	0.0587	False
490	-469.6	500	0.0554	0.0493	0.0061	False
491	-416.0	500	0.0497	0.0329	0.0168	False
492	-177.6	500	0.0903	0.0258	0.0645	False
493	-319.1	500	0.1122	0.0760	0.0362	False
494	-267.6	500	0.0955	0.0490	0.0465	False
495	-217.4	500	0.0911	0.0346	0.0565	False
496	-517.8	500	0.0527	0.0563	-0.0036	False
497	-396.2	500	0.0561	0.0353	0.0208	False
498	-132.2	500	0.1100	0.0364	0.0736	False
499	-394.9	500	0.0827	0.0617	0.0210	False
500	-137.1	500	0.1161	0.0435	0.0726	False
501	-456.2	500	0.0290	0.0203	0.0088	False
502	-444.6	500	0.0352	0.0242	0.0111	False
503	-338.2	500	0.0464	0.0140	0.0324	False
504	-432.0	500	0.0201	0.0065	0.0136	False
505	-433.6	500	0.0785	0.0652	0.0133	False
506	-419.4	500	0.0659	0.0498	0.0161	False
507	-441.9	500	0.0737	0.0620	0.0116	False
508	-160.8	500	0.1011	0.0333	0.0678	False
509	-189.6	500	0.0951	0.0330	0.0621	False
510	-259.2	500	0.0968	0.0487	0.0482	False
511	-209.1	500	0.1003	0.0422	0.0582	False
512	-565.2	500	0.0311	0.0442	-0.0130	False
513	-252.7	500	0.0953	0.0459	0.0495	False
514	-339.7	500	0.0587	0.0267	0.0321	False
515	-550.0	500	0.0415	0.0515	-0.0100	False
516	-414.6	500	0.0668	0.0498	0.0171	False
517	-298.5	500	0.0732	0.0329	0.0403	False
518	-399.3	500	0.0818	0.0617	0.0201	False
519	-396.9	500	0.1081	0.0875	0.0206	False
520	-198.3	500	0.1008	0.0404	0.0603	False
521	-425.4	500	0.0418	0.0268	0.0149	False
522	537.2	211	0.1025	0.0026	0.0999	True
523	-269.8	500	0.0906	0.0446	0.0460	False
524	-299.1	500	0.0928	0.0526	0.0402	False
525	-453.5	500	0.0193	0.0100	0.0093	False
526	-431.0	500	0.0332	0.0194	0.0138	False
