HYPERPARAMS
version: 11	h1_size: 512	h2_size: None	npop: 50	sigma: 0.05	 alpha: 0.03
ENVIRONMENT
delta_l: 0.0001	max_steps: 500	goal_eps: 0.003


ep	reward	E[r]	steps	start_d	end_d	covered	info
35	-470.2	-485.7	500	0.0553	0.0493	0.0060	0
36	-431.9	-485.2	500	0.0838	0.0701	0.0136	0
37	-423.4	-483.8	500	0.0536	0.0382	0.0153	0
38	-168.4	-482.2	500	0.0889	0.0226	0.0663	0
39	-602.6	-474.1	500	0.0331	0.0536	-0.0205	0
40	-172.4	-477.4	500	0.1017	0.0362	0.0655	0
41	-363.8	-469.9	500	0.0671	0.0398	0.0272	0
42	-238.4	-467.4	500	0.0668	0.0145	0.0523	0
43	-513.9	-462.1	500	0.0566	0.0594	-0.0028	0
44	-621.6	-463.2	500	0.0404	0.0648	-0.0243	0
45	-436.7	-466.8	500	0.1036	0.0909	0.0127	0
46	-660.4	-466.1	500	0.0385	0.0705	-0.0321	0
47	-274.5	-470.2	500	0.0728	0.0276	0.0451	0
48	-439.0	-466.2	500	0.0618	0.0496	0.0122	0
49	-453.0	-465.6	500	0.0724	0.0630	0.0094	0
50	-424.4	-465.4	500	0.0874	0.0723	0.0151	0
51	-471.2	-464.6	500	0.0734	0.0676	0.0058	0
52	-586.5	-464.7	500	0.0233	0.0406	-0.0173	0
53	-172.7	-467.0	500	0.0815	0.0161	0.0655	0
54	-541.5	-461.5	500	0.0254	0.0337	-0.0083	0
55	-130.4	-463.0	500	0.1008	0.0269	0.0739	0
56	-630.0	-457.0	500	0.0374	0.0634	-0.0260	0
57	-108.5	-460.1	500	0.1020	0.0237	0.0783	0
58	-305.8	-454.0	500	0.0807	0.0419	0.0388	0
59	-625.4	-451.5	500	0.0138	0.0389	-0.0251	0
60	-450.7	-454.4	500	0.0688	0.0590	0.0099	0
61	-566.4	-454.3	500	0.1185	0.1318	-0.0133	0
62	-323.2	-456.2	500	0.0920	0.0566	0.0354	0
63	-451.3	-454.0	500	0.0748	0.0651	0.0097	0
64	-536.8	-454.0	500	0.0591	0.0665	-0.0074	0
65	-301.6	-455.3	500	0.0659	0.0262	0.0397	0
66	-277.2	-452.9	500	0.1022	0.0576	0.0446	0
67	-553.6	-450.3	500	0.0672	0.0780	-0.0107	0
68	-475.2	-451.8	500	0.0551	0.0501	0.0050	0
69	-41.3	-452.2	500	0.1113	0.0195	0.0917	0
70	-338.8	-446.3	500	0.1096	0.0774	0.0322	0
71	-307.3	-444.8	500	0.1123	0.0737	0.0385	0
72	-477.8	-442.9	500	0.0689	0.0644	0.0044	0
73	-567.0	-443.4	500	0.0720	0.0854	-0.0134	0
74	-364.1	-445.0	500	0.0720	0.0449	0.0272	0
75	-404.1	-444.0	500	0.0875	0.0683	0.0192	0
76	-317.4	-443.4	500	0.1023	0.0658	0.0365	0
77	-732.8	-441.8	500	0.0148	0.0614	-0.0466	0
78	-242.3	-445.5	500	0.0694	0.0179	0.0515	0
79	-152.5	-443.0	500	0.0812	0.0117	0.0695	0
80	-425.4	-439.3	500	0.0941	0.0792	0.0149	0
81	-322.1	-439.2	500	0.0939	0.0583	0.0356	0
82	-52.2	-437.7	500	0.1075	0.0179	0.0896	0
83	-529.3	-433.1	500	0.0691	0.0750	-0.0059	0
84	-348.5	-434.2	500	0.0913	0.0610	0.0303	0
85	-596.0	-433.2	500	0.0736	0.0928	-0.0192	0
86	-178.4	-435.1	500	0.1183	0.0540	0.0643	0
87	-539.6	-432.2	500	0.0936	0.1015	-0.0079	0
88	-353.8	-433.4	500	0.0923	0.0630	0.0292	0
89	-674.2	-432.5	500	0.0215	0.0564	-0.0348	0
90	-256.1	-435.2	500	0.0913	0.0426	0.0488	0
91	-422.1	-433.2	500	0.0784	0.0628	0.0156	0
92	-432.2	-433.1	500	0.0890	0.0755	0.0136	0
93	-240.1	-433.1	500	0.0590	0.0070	0.0520	0
94	-469.0	-431.0	500	0.0720	0.0658	0.0062	0
95	-423.9	-431.4	500	0.0976	0.0824	0.0152	0
96	-436.6	-431.3	500	0.0444	0.0317	0.0127	0
97	-476.3	-431.4	500	0.0656	0.0608	0.0047	0
98	-434.8	-431.9	500	0.0879	0.0749	0.0130	0
99	-442.8	-431.9	500	0.0819	0.0705	0.0114	0
100	-409.8	-432.0	500	0.1130	0.0950	0.0180	0
101	-370.2	-431.8	500	0.0555	0.0295	0.0260	0
102	-155.9	-431.2	500	0.1102	0.0414	0.0688	0
103	-429.8	-428.5	500	0.0937	0.0797	0.0140	0
104	-253.7	-428.5	500	0.0829	0.0336	0.0493	0
105	-442.6	-426.8	500	0.0848	0.0733	0.0115	0
106	-372.5	-427.0	500	0.0457	0.0202	0.0255	0
107	-475.8	-426.5	500	0.0664	0.0616	0.0048	0
108	-563.9	-426.9	500	0.0383	0.0510	-0.0128	0
109	-444.3	-428.2	500	0.0739	0.0628	0.0111	0
110	-437.6	-428.3	500	0.0671	0.0546	0.0125	0
111	-471.6	-428.4	500	0.0290	0.0233	0.0057	0
112	-429.0	-428.8	500	0.0846	0.0704	0.0142	0
113	-408.7	-428.8	500	0.1105	0.0922	0.0183	0
114	-461.6	-428.6	500	0.0889	0.0812	0.0077	0
115	-213.5	-428.9	500	0.1045	0.0472	0.0573	0
116	-432.2	-427.1	500	0.1045	0.0909	0.0136	0
117	-459.2	-427.1	500	0.0790	0.0708	0.0082	0
118	-476.1	-427.4	500	0.0624	0.0577	0.0048	0
119	-469.6	-427.8	500	0.0387	0.0326	0.0061	0
120	-433.2	-428.1	500	0.0925	0.0792	0.0134	0
121	-455.5	-428.2	500	0.0800	0.0711	0.0089	0
122	-504.4	-428.4	500	0.0305	0.0313	-0.0009	0
123	-430.1	-429.0	500	0.1058	0.0918	0.0140	0
124	-408.2	-429.0	500	0.1093	0.0910	0.0184	0
125	-437.2	-428.9	500	0.0938	0.0812	0.0126	0
126	-413.6	-428.9	500	0.1099	0.0926	0.0173	0
127	-484.1	-428.8	500	0.0618	0.0586	0.0032	0
128	-433.7	-429.2	500	0.0873	0.0740	0.0133	0
129	-451.0	-429.3	500	0.0557	0.0459	0.0098	0
130	-562.5	-429.4	500	0.0166	0.0291	-0.0125	0
131	-437.3	-430.5	500	0.0841	0.0716	0.0125	0
132	-446.4	-430.5	500	0.0857	0.0750	0.0107	0
133	-451.7	-430.6	500	0.0689	0.0593	0.0097	0
134	-516.9	-430.8	500	0.0507	0.0541	-0.0034	0
135	-477.6	-431.4	500	0.0474	0.0429	0.0045	0
136	-423.3	-431.8	500	0.1053	0.0900	0.0153	0
137	-460.0	-431.7	500	0.0783	0.0703	0.0080	0
138	-266.2	-431.9	500	0.0982	0.0514	0.0468	0
139	-471.9	-430.7	500	0.0647	0.0591	0.0056	0
140	-413.4	-431.0	500	0.1117	0.0944	0.0173	0
141	-510.2	-430.9	500	0.0404	0.0424	-0.0020	0
142	-396.7	-431.4	500	0.0487	0.0280	0.0207	0
143	-561.0	-431.2	500	0.0312	0.0434	-0.0122	0
144	-476.9	-432.1	500	0.0589	0.0543	0.0046	0
145	-422.6	-432.4	500	0.0902	0.0747	0.0155	0
146	-234.7	-432.3	500	0.1070	0.0539	0.0531	0
147	-442.2	-431.0	500	0.0736	0.0620	0.0116	0
148	-453.6	-431.1	500	0.0718	0.0625	0.0093	0
149	-487.6	-431.2	500	0.0565	0.0540	0.0025	0
150	-525.3	-431.6	500	0.0355	0.0406	-0.0051	0
151	-438.7	-432.2	500	0.0852	0.0729	0.0123	0
152	-605.5	-432.3	500	0.0294	0.0505	-0.0211	0
153	-420.8	-433.4	500	0.0928	0.0770	0.0158	0
154	-395.2	-433.3	500	0.1071	0.0862	0.0210	0
155	-501.2	-433.1	500	0.0523	0.0526	-0.0002	0
156	-491.1	-433.5	500	0.0691	0.0673	0.0018	0
157	-355.7	-433.9	500	0.0821	0.0532	0.0289	0
158	-410.8	-433.4	500	0.1138	0.0960	0.0178	0
159	-425.8	-433.2	500	0.1000	0.0851	0.0148	0
160	-252.0	-433.2	500	0.0616	0.0120	0.0496	0
161	-458.8	-432.1	500	0.0310	0.0228	0.0082	0
162	-429.4	-432.2	500	0.0994	0.0853	0.0141	0
163	-425.2	-432.2	500	0.0348	0.0199	0.0150	0
164	-400.7	-432.2	500	0.1141	0.0943	0.0199	0
165	-485.0	-432.0	500	0.0539	0.0509	0.0030	0
166	-555.1	-432.3	500	0.0296	0.0406	-0.0110	0
167	-443.1	-433.0	500	0.0779	0.0665	0.0114	0
168	-546.4	-433.1	500	0.0284	0.0377	-0.0093	0
169	-448.4	-433.8	500	0.0845	0.0741	0.0103	0
170	-529.3	-433.9	500	0.0443	0.0502	-0.0059	0
171	-505.1	-434.4	500	0.0490	0.0500	-0.0010	0
172	-503.4	-434.8	500	0.0388	0.0395	-0.0007	0
173	-466.3	-435.2	500	0.0687	0.0620	0.0067	0
174	-537.1	-435.4	500	0.0467	0.0541	-0.0074	0
175	-354.0	-436.0	500	0.1088	0.0796	0.0292	0
176	-861.2	-435.5	500	0.0413	0.1136	-0.0722	0
177	-540.1	-437.9	500	0.0450	0.0530	-0.0080	0
178	-381.9	-438.5	500	0.0644	0.0408	0.0236	0
179	-262.7	-438.2	500	0.0878	0.0404	0.0475	0
180	-312.8	-437.2	500	0.0858	0.0484	0.0374	0
181	-420.5	-436.5	500	0.1037	0.0878	0.0159	0
182	-464.8	-436.4	500	0.0394	0.0323	0.0070	0
183	-398.1	-436.6	500	0.1134	0.0930	0.0204	0
184	-526.5	-436.4	500	0.0529	0.0582	-0.0053	0
185	-490.1	-436.9	500	0.0603	0.0583	0.0020	0
186	-451.4	-437.1	500	0.0854	0.0756	0.0097	0
187	-419.4	-437.2	500	0.1123	0.0962	0.0161	0
188	-467.0	-437.1	500	0.0643	0.0577	0.0066	0
189	-461.4	-437.3	500	0.0632	0.0554	0.0077	0
190	-474.7	-437.4	500	0.0655	0.0605	0.0051	0
191	-417.5	-437.6	500	0.0863	0.0698	0.0165	0
192	-472.8	-437.5	500	0.0697	0.0643	0.0054	0
193	-442.3	-437.7	500	0.0875	0.0759	0.0115	0
194	-536.3	-437.7	500	0.0360	0.0433	-0.0073	0
195	-388.2	-438.2	500	0.0967	0.0743	0.0224	0
196	-493.9	-438.0	500	0.0316	0.0303	0.0012	0
197	-309.1	-438.2	500	0.0886	0.0504	0.0382	0
198	-491.9	-437.6	500	0.0372	0.0356	0.0016	0
199	-460.5	-437.9	500	0.0434	0.0355	0.0079	0
200	-537.6	-438.0	500	0.0806	0.0881	-0.0075	0
201	-308.5	-438.5	500	0.0979	0.0596	0.0383	0
202	-166.6	-437.8	500	0.0956	0.0290	0.0667	0
203	-572.2	-436.5	500	0.0352	0.0497	-0.0144	0
204	-373.3	-437.2	500	0.0920	0.0666	0.0253	0
205	-506.0	-436.8	500	0.0983	0.0995	-0.0012	0
206	-526.4	-437.2	500	0.0878	0.0930	-0.0053	0
207	-545.2	-437.6	500	0.0648	0.0739	-0.0090	0
208	-597.3	-438.1	500	0.0448	0.0643	-0.0195	0
209	-563.2	-438.9	500	0.0755	0.0881	-0.0126	0
210	-455.5	-439.5	500	0.0279	0.0190	0.0089	0
211	-211.5	-439.6	500	0.0829	0.0252	0.0577	0
212	-526.1	-438.5	500	0.0297	0.0350	-0.0052	0
213	-468.2	-438.9	500	0.0781	0.0717	0.0064	0
214	-507.3	-439.0	500	0.0521	0.0536	-0.0015	0
215	-515.5	-439.3	500	0.0459	0.0490	-0.0031	0
216	-479.9	-439.7	500	0.0523	0.0483	0.0040	0
217	-498.9	-439.9	500	0.0626	0.0624	0.0002	0
218	-463.1	-440.2	500	0.0741	0.0667	0.0074	0
219	-455.5	-440.3	500	0.0744	0.0655	0.0089	0
220	-489.1	-440.3	500	0.0673	0.0651	0.0022	0
221	-252.1	-440.6	500	0.1011	0.0515	0.0496	0
222	-436.7	-439.7	500	0.0768	0.0642	0.0127	0
223	-450.2	-439.7	500	0.0631	0.0532	0.0100	0
224	-444.6	-439.7	500	0.0752	0.0642	0.0111	0
225	-440.3	-439.8	500	0.0922	0.0803	0.0119	0
226	-439.0	-439.8	500	0.0789	0.0667	0.0122	0
227	-385.0	-439.8	500	0.0764	0.0534	0.0230	0
228	-421.4	-439.5	500	0.0399	0.0241	0.0157	0
229	-479.1	-439.4	500	0.0790	0.0749	0.0042	0
230	-450.8	-439.6	500	0.0552	0.0453	0.0098	0
231	-526.6	-439.7	500	0.0355	0.0409	-0.0053	0
232	-362.2	-440.0	500	0.0855	0.0579	0.0276	0
233	-496.1	-439.7	500	0.0526	0.0518	0.0008	0
234	-422.1	-439.9	500	0.0953	0.0797	0.0156	0
235	-484.7	-439.9	500	0.0538	0.0508	0.0031	0
236	-360.7	-440.1	500	0.0971	0.0693	0.0279	0
237	-455.4	-439.7	500	0.0470	0.0380	0.0089	0
238	-435.6	-439.8	500	0.0994	0.0866	0.0129	0
239	-465.3	-439.8	500	0.0775	0.0706	0.0069	0
240	-500.9	-439.9	500	0.0455	0.0457	-0.0002	0
241	-440.0	-440.1	500	0.0887	0.0767	0.0120	0
242	-301.3	-440.1	500	0.0528	0.0131	0.0397	0
243	-458.3	-439.6	500	0.0845	0.0762	0.0083	0
244	-531.3	-439.6	500	0.0273	0.0336	-0.0063	0
245	-434.4	-440.0	500	0.0959	0.0828	0.0131	0
246	-382.1	-440.0	500	0.0835	0.0599	0.0236	0
247	-429.2	-439.8	500	0.0396	0.0254	0.0142	0
248	-475.9	-439.7	500	0.0480	0.0432	0.0048	0
249	-504.2	-439.9	500	0.0600	0.0608	-0.0008	0
250	-509.9	-440.1	500	0.0575	0.0595	-0.0020	0
251	-397.2	-440.4	500	0.1155	0.0950	0.0206	0
252	-495.4	-440.2	500	0.0579	0.0570	0.0009	0
253	-417.4	-440.4	500	0.1105	0.0940	0.0165	0
254	-505.0	-440.3	500	0.0366	0.0376	-0.0010	0
255	-449.9	-440.6	500	0.0560	0.0459	0.0100	0
256	-422.6	-440.6	500	0.0604	0.0449	0.0155	0
257	-273.0	-440.6	500	0.0884	0.0430	0.0454	0
258	-480.4	-439.9	500	0.0385	0.0345	0.0039	0
259	-112.6	-440.1	500	0.0919	0.0144	0.0775	0
260	-451.5	-438.8	500	0.0757	0.0660	0.0097	0
261	-438.8	-438.9	500	0.0888	0.0766	0.0122	0
262	-561.6	-438.9	500	0.0329	0.0452	-0.0123	0
263	-454.8	-439.3	500	0.0592	0.0502	0.0090	0
264	-400.5	-439.4	500	0.1138	0.0939	0.0199	0
265	-453.3	-439.2	500	0.0668	0.0575	0.0093	0
266	-621.4	-439.3	500	0.0195	0.0438	-0.0243	0
267	-398.4	-440.0	500	0.1135	0.0931	0.0203	0
268	-416.0	-439.8	500	0.1097	0.0929	0.0168	0
269	-419.1	-439.7	500	0.1104	0.0943	0.0162	0
270	-411.2	-439.7	500	0.1058	0.0880	0.0178	0
271	-514.4	-439.5	500	0.0477	0.0506	-0.0029	0
272	-232.3	-439.8	500	0.0730	0.0195	0.0535	0
273	-476.3	-439.1	500	0.0565	0.0517	0.0047	0
274	-105.2	-439.2	500	0.1049	0.0259	0.0790	0
275	-456.5	-438.0	500	0.0591	0.0504	0.0087	0
276	-506.2	-438.1	500	0.0184	0.0196	-0.0012	0
277	-568.0	-438.3	500	0.0145	0.0281	-0.0136	0
278	-553.0	-438.8	500	0.0400	0.0506	-0.0106	0
279	-447.3	-439.2	500	0.0793	0.0687	0.0105	0
280	-463.0	-439.2	500	0.0757	0.0683	0.0074	0
281	-442.5	-439.3	500	0.0574	0.0459	0.0115	0
282	-396.8	-439.3	500	0.0813	0.0607	0.0206	0
283	-451.2	-439.1	500	0.1075	0.0977	0.0098	0
284	-528.5	-439.2	500	0.0137	0.0194	-0.0057	0
285	-448.4	-439.5	500	0.0710	0.0607	0.0103	0
286	-489.8	-439.5	500	0.0442	0.0422	0.0020	0
287	-611.8	-439.7	500	0.0355	0.0579	-0.0224	0
288	-374.5	-440.3	500	0.0642	0.0391	0.0251	0
289	-140.4	-440.1	500	0.1101	0.0381	0.0719	0
290	-419.1	-439.0	500	0.0684	0.0522	0.0162	0
291	-423.5	-439.0	500	0.1020	0.0867	0.0153	0
292	-481.1	-438.9	500	0.0586	0.0548	0.0038	0
293	-457.1	-439.1	500	0.0481	0.0396	0.0086	0
294	-233.5	-439.1	500	0.0896	0.0363	0.0533	0
295	-500.9	-438.4	500	0.0857	0.0859	-0.0002	0
296	-437.4	-438.6	500	0.0672	0.0547	0.0125	0
297	-492.5	-438.6	500	0.0858	0.0843	0.0015	0
298	-453.8	-438.8	500	0.0536	0.0443	0.0092	0
299	-562.7	-438.9	500	0.0490	0.0616	-0.0125	0
300	-480.1	-439.3	500	0.0585	0.0545	0.0040	0
301	-554.0	-439.4	500	0.0132	0.0240	-0.0108	0
302	-512.2	-439.8	500	0.0352	0.0377	-0.0024	0
303	-444.5	-440.0	500	0.0318	0.0207	0.0111	0
304	-148.1	-440.1	500	0.0939	0.0235	0.0704	0
305	-369.1	-439.1	500	0.0515	0.0254	0.0262	0
306	-448.4	-438.9	500	0.0870	0.0767	0.0103	0
307	-503.3	-438.9	500	0.0583	0.0590	-0.0007	0
308	-473.6	-439.1	500	0.0416	0.0363	0.0053	0
309	-463.0	-439.2	500	0.0881	0.0807	0.0074	0
310	-217.2	-439.3	500	0.1035	0.0470	0.0566	0
311	-458.7	-438.6	500	0.0436	0.0353	0.0083	0
312	-458.4	-438.6	500	0.0761	0.0677	0.0083	0
313	-459.6	-438.7	500	0.0667	0.0586	0.0081	0
314	-458.3	-438.8	500	0.0647	0.0564	0.0083	0
315	499.1	-438.8	187	0.0901	0.0029	0.0872	1
316	-400.6	-435.9	500	0.1136	0.0937	0.0199	0
317	-511.5	-435.8	500	0.0459	0.0482	-0.0023	0
318	-426.1	-436.0	500	0.0986	0.0838	0.0148	0
319	-440.5	-436.0	500	0.0853	0.0734	0.0119	0
320	-427.8	-436.0	500	0.1013	0.0869	0.0144	0
321	-434.1	-436.0	500	0.0928	0.0797	0.0132	0
322	-454.4	-435.9	500	0.0441	0.0350	0.0091	0
323	-497.3	-436.0	500	0.0449	0.0444	0.0005	0
324	-348.4	-436.2	500	0.0419	0.0116	0.0303	0
325	-499.5	-435.9	500	0.0515	0.0514	0.0001	0
326	-411.6	-436.1	500	0.1085	0.0908	0.0177	0
327	-471.0	-436.0	500	0.0503	0.0445	0.0058	0
328	-563.4	-436.2	500	0.0146	0.0273	-0.0127	0
329	-432.6	-436.5	500	0.0632	0.0497	0.0135	0
330	-467.5	-436.5	500	0.0754	0.0689	0.0065	0
331	-421.5	-436.6	500	0.1014	0.0857	0.0157	0
332	-448.7	-436.6	500	0.0881	0.0779	0.0103	0
333	-484.7	-436.6	500	0.0397	0.0366	0.0031	0
334	-422.0	-436.8	500	0.1016	0.0860	0.0156	0
335	-438.4	-436.7	500	0.0919	0.0796	0.0123	0
336	-436.6	-436.7	500	0.0787	0.0660	0.0127	0
337	-446.1	-436.7	500	0.0595	0.0488	0.0108	0
338	-437.5	-436.7	500	0.0727	0.0602	0.0125	0
339	-511.3	-436.7	500	0.0563	0.0586	-0.0023	0
340	-327.8	-437.0	500	0.1168	0.0824	0.0344	0
341	-441.3	-436.6	500	0.0915	0.0798	0.0117	0
342	-544.6	-436.7	500	0.0357	0.0446	-0.0089	0
343	-461.3	-437.0	500	0.0433	0.0356	0.0077	0
344	-450.0	-437.0	500	0.0925	0.0825	0.0100	0
345	-422.5	-437.1	500	0.1002	0.0847	0.0155	0
346	-500.0	-437.0	500	0.0363	0.0363	-0.0000	0
347	-527.3	-437.2	500	0.0118	0.0173	-0.0055	0
348	-431.9	-437.5	500	0.0726	0.0590	0.0136	0
349	-282.7	-437.5	500	0.1130	0.0696	0.0435	0
350	-504.4	-437.0	500	0.0499	0.0508	-0.0009	0
351	-555.4	-437.2	500	0.0225	0.0336	-0.0111	0
352	-580.1	-437.5	500	0.0216	0.0376	-0.0160	0
353	-183.1	-438.0	500	0.0974	0.0341	0.0634	0
354	-458.8	-437.2	500	0.0601	0.0519	0.0082	0
355	-505.6	-437.3	500	0.0428	0.0439	-0.0011	0
356	-450.4	-437.5	500	0.0826	0.0726	0.0099	0
357	-409.7	-437.5	500	0.1152	0.0971	0.0181	0
358	-157.9	-437.4	500	0.0976	0.0292	0.0684	0
359	-454.3	-436.7	500	0.0720	0.0628	0.0091	0
360	-438.0	-436.7	500	0.0868	0.0744	0.0124	0
361	-458.4	-436.7	500	0.0689	0.0606	0.0083	0
362	-448.6	-436.8	500	0.0756	0.0653	0.0103	0
363	-278.0	-436.8	500	0.1207	0.0763	0.0444	0
364	-473.4	-436.4	500	0.0642	0.0589	0.0053	0
365	-487.1	-436.5	500	0.0489	0.0463	0.0026	0
366	-407.1	-436.6	500	0.1003	0.0817	0.0186	0
367	13.9	-436.5	500	0.1157	0.0130	0.1028	0
368	-427.0	-435.3	500	0.0846	0.0700	0.0146	0
369	-591.8	-435.3	500	0.0224	0.0408	-0.0184	0
370	-448.3	-435.7	500	0.0647	0.0544	0.0103	0
371	-547.3	-435.7	500	0.0419	0.0514	-0.0095	0
372	-446.4	-436.0	500	0.0753	0.0646	0.0107	0
373	-502.8	-436.1	500	0.0517	0.0522	-0.0006	0
374	-422.1	-436.3	500	0.0999	0.0843	0.0156	0
375	-329.1	-436.2	500	0.0582	0.0240	0.0342	0
376	-330.8	-435.9	500	0.0833	0.0495	0.0338	0
377	-284.5	-435.6	500	0.0918	0.0487	0.0431	0
378	-470.1	-435.2	500	0.0479	0.0420	0.0060	0
379	-451.0	-435.3	500	0.0736	0.0638	0.0098	0
380	-480.9	-435.4	500	0.0392	0.0354	0.0038	0
381	-540.8	-435.5	500	0.0489	0.0571	-0.0082	0
382	-339.6	-435.8	500	0.0600	0.0280	0.0321	0
383	-282.6	-435.5	500	0.0823	0.0388	0.0435	0
384	-271.0	-435.1	500	0.0827	0.0369	0.0458	0
385	-447.4	-434.7	500	0.0859	0.0754	0.0105	0
386	-444.3	-434.7	500	0.0897	0.0786	0.0111	0
387	-427.1	-434.8	500	0.0957	0.0811	0.0146	0
388	-198.2	-434.7	500	0.0989	0.0385	0.0604	0
389	-435.2	-434.1	500	0.0471	0.0341	0.0130	0
390	-347.8	-434.1	500	0.1066	0.0762	0.0304	0
391	-415.2	-433.9	500	0.0829	0.0659	0.0170	0
392	-431.3	-433.9	500	0.0958	0.0821	0.0137	0
393	-347.7	-433.9	500	0.0523	0.0219	0.0305	0
394	-224.9	-433.6	500	0.0745	0.0195	0.0550	0
395	-260.4	-433.1	500	0.1068	0.0589	0.0479	0
396	-174.5	-432.7	500	0.0778	0.0127	0.0651	0
397	-162.5	-432.0	500	0.0881	0.0206	0.0675	0
398	-161.8	-431.3	500	0.0843	0.0166	0.0676	0
399	-470.0	-430.7	500	0.0804	0.0744	0.0060	0
400	-612.3	-430.8	500	0.0103	0.0328	-0.0225	0
401	-569.3	-431.2	500	0.0174	0.0312	-0.0139	0
402	-446.8	-431.6	500	0.1035	0.0928	0.0106	0
403	-440.6	-431.6	500	0.0607	0.0488	0.0119	0
404	-404.4	-431.6	500	0.0858	0.0667	0.0191	0
405	-476.5	-431.6	500	0.0564	0.0517	0.0047	0
406	-380.2	-431.7	500	0.0626	0.0387	0.0240	0
407	-554.2	-431.5	500	0.0523	0.0631	-0.0108	0
408	-280.7	-431.8	500	0.0727	0.0288	0.0439	0
409	-479.2	-431.5	500	0.0324	0.0282	0.0042	0
410	-458.6	-431.6	500	0.0654	0.0572	0.0083	0
411	-547.7	-431.7	500	0.0187	0.0282	-0.0095	0
412	-404.0	-431.9	500	0.0660	0.0468	0.0192	0
413	-345.2	-431.9	500	0.0684	0.0374	0.0310	0
414	-555.3	-431.7	500	0.0440	0.0550	-0.0111	0
415	-460.5	-432.0	500	0.0732	0.0653	0.0079	0
416	-456.5	-432.0	500	0.0806	0.0719	0.0087	0
417	-401.9	-432.1	500	0.1113	0.0917	0.0196	0
418	-468.0	-432.0	500	0.0667	0.0603	0.0064	0
419	-439.1	-432.1	500	0.0856	0.0734	0.0122	0
420	-440.4	-432.1	500	0.0901	0.0782	0.0119	0
421	-518.6	-432.1	500	0.0386	0.0423	-0.0037	0
422	-431.5	-432.3	500	0.0871	0.0734	0.0137	0
423	-576.8	-432.3	500	0.0217	0.0371	-0.0154	0
424	-465.2	-432.7	500	0.0674	0.0604	0.0070	0
425	-517.4	-432.8	500	0.0227	0.0262	-0.0035	0
426	-444.9	-433.0	500	0.0727	0.0616	0.0110	0
427	-389.4	-433.0	500	0.0502	0.0281	0.0221	0
428	-551.1	-432.9	500	0.0297	0.0400	-0.0102	0
429	-372.8	-433.2	500	0.0614	0.0360	0.0254	0
430	-236.6	-433.0	500	0.0805	0.0278	0.0527	0
431	-303.2	-432.6	500	0.0792	0.0398	0.0394	0
432	-176.8	-432.3	500	0.0882	0.0236	0.0646	0
433	-388.8	-431.7	500	0.1142	0.0919	0.0222	0
434	-559.2	-431.6	500	0.0396	0.0515	-0.0118	0
435	-449.2	-431.9	500	0.0809	0.0707	0.0102	0
436	-493.3	-431.9	500	0.0610	0.0596	0.0013	0
437	-491.3	-432.0	500	0.0584	0.0567	0.0017	0
438	-466.8	-432.2	500	0.0723	0.0657	0.0066	0
439	-409.0	-432.3	500	0.1099	0.0918	0.0182	0
