HYPERPARAMS
version: 4	h1_size: 100	h2_size: None	npop: 50	sigma: 0.1	 alpha: 0.03
ENVIRONMENT
delta_l: 0.0001	max_steps: 500	goal_eps: 0.003


ep	reward	steps	start_d	end_d	covered	info
289	-305.9	500	0.0588	0.0200	0.0388	False
290	-302.9	500	0.0791	0.0397	0.0394	False
291	-492.4	500	0.0317	0.0302	0.0015	False
292	-257.0	500	0.0931	0.0445	0.0486	False
293	-220.3	500	0.0960	0.0400	0.0559	False
294	-3.5	500	0.1105	0.0112	0.0993	False
295	-588.9	500	0.0207	0.0384	-0.0178	False
296	270.3	491	0.1052	0.0029	0.1022	True
297	-88.7	500	0.1086	0.0263	0.0823	False
298	-126.0	500	0.0955	0.0207	0.0748	False
299	-214.6	500	0.0799	0.0229	0.0571	False
300	-528.4	500	0.0223	0.0280	-0.0057	False
301	-461.1	500	0.0408	0.0330	0.0078	False
302	-265.5	500	0.1010	0.0541	0.0469	False
303	-209.1	500	0.0967	0.0385	0.0582	False
304	-393.4	500	0.0517	0.0304	0.0213	False
305	-377.5	500	0.0450	0.0205	0.0245	False
306	-327.5	500	0.0552	0.0207	0.0345	False
307	-392.1	500	0.0775	0.0559	0.0216	False
308	-456.1	500	0.0425	0.0338	0.0088	False
309	-318.5	500	0.0742	0.0378	0.0363	False
310	-365.1	500	0.0859	0.0589	0.0270	False
311	-564.4	500	0.0156	0.0285	-0.0129	False
312	-479.8	500	0.0371	0.0331	0.0040	False
313	-308.0	500	0.0567	0.0183	0.0384	False
314	-291.4	500	0.0789	0.0372	0.0417	False
315	-499.8	500	0.0297	0.0297	0.0000	False
316	-215.2	500	0.0864	0.0295	0.0570	False
317	-162.2	500	0.1099	0.0423	0.0676	False
318	-264.0	500	0.0923	0.0451	0.0472	False
319	-575.9	500	0.0267	0.0419	-0.0152	False
320	-358.9	500	0.0787	0.0505	0.0282	False
321	-619.4	500	0.0387	0.0626	-0.0239	False
322	508.5	303	0.1152	0.0030	0.1122	True
323	-532.0	500	0.0206	0.0270	-0.0064	False
324	-454.0	500	0.0444	0.0352	0.0092	False
325	-364.0	500	0.0626	0.0354	0.0272	False
326	-565.6	500	0.0199	0.0330	-0.0131	False
327	-320.4	500	0.0615	0.0255	0.0359	False
328	-364.1	500	0.0530	0.0259	0.0272	False
329	-356.5	500	0.0803	0.0516	0.0287	False
330	-200.7	500	0.0829	0.0230	0.0599	False
331	-253.7	500	0.0791	0.0298	0.0493	False
332	-468.9	500	0.0645	0.0582	0.0062	False
333	-409.8	500	0.0642	0.0461	0.0180	False
334	-320.4	500	0.0735	0.0375	0.0359	False
335	-421.3	500	0.0408	0.0251	0.0157	False
336	-223.8	500	0.0675	0.0122	0.0552	False
337	-276.2	500	0.0665	0.0218	0.0448	False
338	-335.5	500	0.0739	0.0410	0.0329	False
339	-246.8	500	0.1081	0.0574	0.0506	False
340	385.0	336	0.0970	0.0030	0.0941	True
341	-78.2	500	0.1046	0.0202	0.0844	False
342	-497.3	500	0.0316	0.0311	0.0005	False
343	-328.9	500	0.0580	0.0238	0.0342	False
344	-238.1	500	0.0880	0.0356	0.0524	False
345	-425.1	500	0.0459	0.0309	0.0150	False
346	-129.5	500	0.0912	0.0171	0.0741	False
347	-220.7	500	0.1079	0.0521	0.0559	False
348	-365.8	500	0.0555	0.0287	0.0268	False
349	-556.7	500	0.0255	0.0369	-0.0113	False
350	-210.1	500	0.0813	0.0234	0.0580	False
351	-340.7	500	0.0712	0.0394	0.0319	False
352	-495.6	500	0.0400	0.0391	0.0009	False
353	-252.1	500	0.0901	0.0406	0.0496	False
354	-239.4	500	0.0684	0.0162	0.0521	False
355	-180.9	500	0.1108	0.0470	0.0638	False
356	-144.5	500	0.0959	0.0248	0.0711	False
357	-104.8	500	0.1026	0.0236	0.0790	False
358	-36.2	500	0.1094	0.0166	0.0928	False
359	-384.9	500	0.0555	0.0325	0.0230	False
360	-364.4	500	0.0758	0.0487	0.0271	False
361	-339.9	500	0.0673	0.0353	0.0320	False
362	-151.5	500	0.1033	0.0337	0.0697	False
363	-579.1	500	0.0152	0.0310	-0.0158	False
364	-550.1	500	0.0281	0.0381	-0.0100	False
365	-126.5	500	0.1064	0.0317	0.0747	False
366	-401.8	500	0.0383	0.0186	0.0196	False
367	-170.2	500	0.0794	0.0134	0.0660	False
368	-236.8	500	0.0715	0.0189	0.0526	False
369	-166.9	500	0.0921	0.0255	0.0666	False
370	-283.4	500	0.0594	0.0161	0.0433	False
371	-237.2	500	0.0838	0.0312	0.0526	False
372	-472.6	500	0.1113	0.1058	0.0055	False
373	-64.6	500	0.0968	0.0098	0.0871	False
374	-182.9	500	0.0963	0.0328	0.0634	False
375	-396.3	500	0.0353	0.0145	0.0207	False
376	-84.6	500	0.1108	0.0278	0.0831	False
377	-397.7	500	0.0403	0.0198	0.0205	False
378	-84.9	500	0.1004	0.0174	0.0830	False
379	-308.6	500	0.0612	0.0229	0.0383	False
380	-150.1	500	0.0825	0.0125	0.0700	False
381	-378.9	500	0.0473	0.0231	0.0242	False
382	-60.9	500	0.1087	0.0209	0.0878	False
383	-291.4	500	0.0796	0.0379	0.0417	False
384	-190.2	500	0.1032	0.0413	0.0620	False
385	-408.3	500	0.0662	0.0478	0.0183	False
386	-563.8	500	0.0547	0.0674	-0.0128	False
387	-247.0	500	0.0907	0.0401	0.0506	False
388	-259.5	500	0.0746	0.0264	0.0481	False
389	-172.7	500	0.0742	0.0087	0.0655	False
390	-408.7	500	0.0456	0.0273	0.0183	False
391	-30.7	500	0.1005	0.0066	0.0939	False
392	-270.4	500	0.0893	0.0433	0.0459	False
393	-159.2	500	0.0769	0.0087	0.0682	False
394	-214.2	500	0.0767	0.0195	0.0572	False
395	-114.0	500	0.0841	0.0069	0.0772	False
396	-161.3	500	0.0987	0.0310	0.0677	False
397	-34.5	500	0.1106	0.0176	0.0931	False
398	-405.2	500	0.0443	0.0254	0.0190	False
399	-441.3	500	0.0315	0.0198	0.0117	False
400	-120.2	500	0.1094	0.0334	0.0760	False
401	-90.4	500	0.1079	0.0260	0.0819	False
402	-405.4	500	0.0544	0.0355	0.0189	False
403	-468.1	500	0.0438	0.0374	0.0064	False
404	-98.1	500	0.0919	0.0115	0.0804	False
405	-144.8	500	0.0811	0.0101	0.0710	False
406	-252.1	500	0.0776	0.0280	0.0496	False
407	-554.4	500	0.0337	0.0446	-0.0109	False
408	-238.1	500	0.0728	0.0204	0.0524	False
409	-16.2	500	0.1088	0.0120	0.0968	False
410	-293.2	500	0.0794	0.0380	0.0414	False
411	-271.7	500	0.0680	0.0223	0.0457	False
412	-573.4	500	0.0206	0.0353	-0.0147	False
413	-487.2	500	0.0341	0.0316	0.0026	False
414	-292.0	500	0.0796	0.0380	0.0416	False
415	-444.2	500	0.0346	0.0235	0.0112	False
416	-128.9	500	0.1033	0.0291	0.0742	False
417	372.9	235	0.0745	0.0028	0.0716	True
418	-477.2	500	0.0303	0.0257	0.0046	False
419	-351.2	500	0.0696	0.0398	0.0298	False
420	-125.8	500	0.1020	0.0272	0.0748	False
421	-137.5	500	0.0956	0.0232	0.0725	False
422	-178.8	500	0.0836	0.0193	0.0642	False
423	-337.4	500	0.0507	0.0181	0.0325	False
424	-198.7	500	0.0914	0.0312	0.0603	False
425	-487.6	500	0.0593	0.0568	0.0025	False
426	-297.2	500	0.0554	0.0148	0.0406	False
427	-107.8	500	0.1016	0.0232	0.0784	False
428	-95.9	500	0.0967	0.0159	0.0808	False
429	-230.3	500	0.0949	0.0410	0.0539	False
430	-429.1	500	0.0410	0.0268	0.0142	False
431	-146.7	500	0.0991	0.0284	0.0707	False
432	-203.4	500	0.0857	0.0264	0.0593	False
433	-226.0	500	0.0804	0.0256	0.0548	False
434	-546.9	500	0.0386	0.0479	-0.0094	False
435	279.9	130	0.0349	0.0030	0.0319	True
436	-264.3	500	0.0711	0.0240	0.0471	False
437	-391.7	500	0.0325	0.0109	0.0217	False
438	-391.9	500	0.0450	0.0233	0.0216	False
439	-461.7	500	0.0186	0.0109	0.0077	False
440	-498.3	500	0.0630	0.0627	0.0003	False
441	-364.0	500	0.0496	0.0224	0.0272	False
442	-349.2	500	0.0620	0.0319	0.0302	False
443	-106.1	500	0.0962	0.0174	0.0788	False
444	-359.2	500	0.0607	0.0325	0.0282	False
445	-246.1	500	0.1049	0.0541	0.0508	False
446	-500.9	500	0.0256	0.0258	-0.0002	False
447	278.2	329	0.0743	0.0030	0.0713	True
448	-184.2	500	0.0773	0.0141	0.0632	False
449	-94.2	500	0.0993	0.0181	0.0812	False
450	-288.9	500	0.0845	0.0422	0.0422	False
451	-154.4	500	0.0928	0.0236	0.0691	False
452	-446.0	500	0.0421	0.0313	0.0108	False
453	141.6	369	0.0550	0.0029	0.0521	True
454	-451.0	500	0.0438	0.0340	0.0098	False
455	-222.1	500	0.0761	0.0205	0.0556	False
456	-572.3	500	0.0579	0.0724	-0.0145	False
457	-270.6	500	0.0682	0.0223	0.0459	False
458	-233.6	500	0.0957	0.0424	0.0533	False
459	-468.9	500	0.0593	0.0531	0.0062	False
460	-203.3	500	0.0890	0.0297	0.0593	False
461	-451.6	500	0.0342	0.0245	0.0097	False
462	-265.1	500	0.0731	0.0261	0.0470	False
463	-165.1	500	0.0818	0.0148	0.0670	False
464	-570.3	500	0.0220	0.0360	-0.0141	False
465	-340.0	500	0.0594	0.0274	0.0320	False
466	-227.7	500	0.0968	0.0423	0.0545	False
467	-349.1	500	0.0679	0.0377	0.0302	False
468	-447.8	500	0.0518	0.0414	0.0104	False
469	-132.9	500	0.1042	0.0308	0.0734	False
470	-70.7	500	0.1111	0.0252	0.0859	False
471	-503.9	500	0.0496	0.0504	-0.0008	False
472	-209.2	500	0.0810	0.0228	0.0582	False
473	-411.0	500	0.0601	0.0423	0.0178	False
474	-397.2	500	0.0768	0.0562	0.0206	False
475	-404.0	500	0.0613	0.0421	0.0192	False
476	-110.3	500	0.1059	0.0280	0.0779	False
477	-352.5	500	0.0753	0.0458	0.0295	False
478	-519.6	500	0.0551	0.0590	-0.0039	False
479	-262.3	500	0.0708	0.0233	0.0475	False
480	-202.9	500	0.0806	0.0212	0.0594	False
481	-152.5	500	0.0934	0.0240	0.0695	False
482	-329.0	500	0.0700	0.0358	0.0342	False
483	-94.5	500	0.1036	0.0225	0.0811	False
484	-36.7	500	0.1067	0.0140	0.0927	False
485	-662.9	500	0.0168	0.0494	-0.0326	False
486	-472.4	500	0.0324	0.0269	0.0055	False
487	-351.2	500	0.0817	0.0519	0.0298	False
488	-272.0	500	0.0695	0.0239	0.0456	False
489	-247.2	500	0.0649	0.0144	0.0506	False
490	-456.5	500	0.0561	0.0474	0.0087	False
491	-393.4	500	0.0522	0.0309	0.0213	False
492	-536.3	500	0.0624	0.0697	-0.0073	False
493	-577.8	500	0.0395	0.0550	-0.0156	False
494	-472.5	500	0.0275	0.0220	0.0055	False
495	-219.6	500	0.0965	0.0404	0.0561	False
496	-478.7	500	0.0410	0.0367	0.0043	False
497	-190.5	500	0.0791	0.0172	0.0619	False
498	-464.8	500	0.0147	0.0076	0.0070	False
499	-179.5	500	0.0886	0.0245	0.0641	False
500	-291.9	500	0.0814	0.0398	0.0416	False
501	-115.0	500	0.0865	0.0095	0.0770	False
502	-497.3	500	0.0261	0.0256	0.0005	False
503	-335.7	500	0.0670	0.0341	0.0329	False
504	-462.1	500	0.0408	0.0332	0.0076	False
505	-538.6	500	0.0348	0.0425	-0.0077	False
506	-326.1	500	0.0593	0.0245	0.0348	False
507	-241.0	500	0.0809	0.0290	0.0518	False
508	-195.0	500	0.0964	0.0354	0.0610	False
509	-236.2	500	0.1159	0.0632	0.0528	False
510	-353.5	500	0.0499	0.0206	0.0293	False
511	-166.5	500	0.0825	0.0158	0.0667	False
512	-120.6	500	0.0932	0.0173	0.0759	False
513	-281.9	500	0.1003	0.0567	0.0436	False
514	-303.4	500	0.1114	0.0721	0.0393	False
515	-462.6	500	0.0349	0.0274	0.0075	False
516	-323.9	500	0.0682	0.0330	0.0352	False
517	-362.3	500	0.0499	0.0223	0.0275	False
518	-375.2	500	0.0603	0.0353	0.0250	False
519	-232.0	500	0.1055	0.0519	0.0536	False
520	-131.4	500	0.0891	0.0154	0.0737	False
521	-611.9	500	0.0421	0.0645	-0.0224	False
522	-350.4	500	0.0559	0.0260	0.0299	False
523	-180.1	500	0.0984	0.0344	0.0640	False
524	390.2	353	0.1014	0.0030	0.0985	True
525	-452.0	500	0.0314	0.0218	0.0096	False
526	-354.4	500	0.0527	0.0236	0.0291	False
