HYPERPARAMS
version: 12	h1_size: 1024	h2_size: None	npop: 50	sigma: 0.1	 alpha: 0.03
ENVIRONMENT
delta_l: 0.0001	max_steps: 500	goal_eps: 0.003


ep	reward	new_r	E[r]	steps	start_d	end_d	covered	goal
1136	-500.9	-500.9	-415.0	500	0.0485	0.0487	-0.0002	0
1137	-460.8	-460.8	-415.0	500	0.0694	0.0615	0.0078	0
1138	-571.6	-571.6	-415.1	500	0.0286	0.0429	-0.0143	0
1139	-595.1	-595.1	-415.2	500	0.0289	0.0479	-0.0190	0
1140	-426.8	-426.8	-415.4	500	0.0901	0.0755	0.0146	0
1141	-639.9	-639.9	-415.4	500	0.0929	0.1209	-0.0280	0
1142	-496.6	-469.5	-415.6	500	0.0583	0.0522	0.0061	0
1143	-430.7	-430.7	-415.6	500	0.0944	0.0806	0.0139	0
1144	-701.3	-434.7	-415.6	500	0.0799	0.0668	0.0131	0
1145	-441.9	-441.9	-415.6	500	0.0790	0.0673	0.0116	0
1146	-424.6	-317.4	-415.7	500	0.1052	0.0687	0.0365	0
1147	-473.6	-473.6	-415.6	500	0.0290	0.0238	0.0053	0
1148	-306.9	-307.5	-415.6	500	0.0730	0.0345	0.0385	0
1149	-431.4	-431.4	-415.5	500	0.0930	0.0793	0.0137	0
1150	-415.0	-408.2	-415.6	500	0.0698	0.0514	0.0184	0
1151	-464.4	-464.4	-415.5	500	0.0738	0.0666	0.0071	0
1152	-358.3	-358.6	-415.6	500	0.0820	0.0537	0.0283	0
1153	-574.1	-571.3	-415.5	500	0.0205	0.0348	-0.0143	0
1154	-494.6	-466.5	-415.7	500	0.0605	0.0538	0.0067	0
1155	-440.8	-440.8	-415.7	500	0.0865	0.0747	0.0118	0
1156	-470.0	-470.0	-415.7	500	0.0729	0.0669	0.0060	0
1157	-453.9	-453.5	-415.8	500	0.0377	0.0284	0.0093	0
1158	-443.7	-443.7	-415.8	500	0.1127	0.1014	0.0113	0
1159	-413.4	-408.3	-415.8	500	0.0592	0.0409	0.0183	0
1160	-252.3	-241.0	-415.8	500	0.1031	0.0513	0.0518	0
1161	-445.1	-445.1	-415.7	500	0.0705	0.0596	0.0110	0
1162	-366.6	-365.6	-415.7	500	0.0688	0.0420	0.0269	0
1163	-711.4	-439.2	-415.7	500	0.0788	0.0666	0.0122	0
1164	-450.2	-450.2	-415.7	500	0.0855	0.0756	0.0100	0
1165	-361.5	-362.5	-415.7	500	0.0720	0.0445	0.0275	0
1166	-451.1	-451.1	-415.7	500	0.0677	0.0579	0.0098	0
1167	-585.8	-576.5	-415.7	500	0.0220	0.0373	-0.0153	0
1168	-265.9	-266.4	-415.8	500	0.0833	0.0366	0.0467	0
1169	-421.8	-421.8	-415.7	500	0.1069	0.0913	0.0156	0
1170	-410.0	-410.9	-415.7	500	0.0654	0.0475	0.0178	0
1171	-430.2	-430.2	-415.7	500	0.0839	0.0699	0.0140	0
1172	-491.2	-491.2	-415.7	500	0.0239	0.0221	0.0018	0
1173	-575.3	-575.3	-415.8	500	0.0309	0.0459	-0.0151	0
1174	-424.9	-419.7	-415.9	500	0.0960	0.0799	0.0161	0
1175	-453.2	-453.2	-415.9	500	0.0721	0.0627	0.0094	0
1176	-530.5	-530.5	-416.0	500	0.0405	0.0466	-0.0061	0
1177	-403.2	-396.9	-416.1	500	0.0912	0.0705	0.0206	0
1178	-465.3	-465.3	-416.0	500	0.0738	0.0669	0.0069	0
1179	-550.2	-550.2	-416.1	500	0.0402	0.0503	-0.0100	0
1180	-549.7	-549.7	-416.2	500	0.0336	0.0435	-0.0099	0
1181	-476.8	-470.9	-416.3	500	0.0635	0.0577	0.0058	0
1182	-452.0	-454.4	-416.4	500	0.0377	0.0286	0.0091	0
1183	-458.1	-458.1	-416.4	500	0.0477	0.0393	0.0084	0
1184	-430.3	-430.3	-416.4	500	0.0927	0.0788	0.0139	0
1185	-563.6	-556.2	-416.4	500	0.0212	0.0324	-0.0112	0
1186	-459.9	-459.9	-416.6	500	0.0332	0.0252	0.0080	0
1187	-453.1	-450.1	-416.6	500	0.0496	0.0397	0.0100	0
1188	-461.6	-461.6	-416.6	500	0.0448	0.0371	0.0077	0
1189	-357.1	-353.1	-416.7	500	0.0931	0.0637	0.0294	0
1190	-422.7	-420.4	-416.6	500	0.0818	0.0659	0.0159	0
1191	-114.4	-116.4	-416.6	500	0.0889	0.0122	0.0767	0
1192	-169.5	-173.8	-416.4	500	0.0744	0.0092	0.0652	0
1193	-387.2	-384.8	-416.2	500	0.0882	0.0652	0.0230	0
1194	-463.0	-463.0	-416.1	500	0.1119	0.1045	0.0074	0
1195	-273.5	-270.0	-416.2	500	0.0993	0.0534	0.0460	0
1196	-448.4	-448.4	-416.0	500	0.0902	0.0799	0.0103	0
1197	-401.0	-394.5	-416.1	500	0.0806	0.0595	0.0211	0
1198	-429.1	-435.3	-416.1	500	0.0320	0.0191	0.0129	0
1199	-448.0	-448.0	-416.1	500	0.0906	0.0802	0.0104	0
1200	-583.3	-579.6	-416.1	500	0.0323	0.0483	-0.0159	0
1201	-438.6	-413.8	-416.2	500	0.1155	0.0982	0.0172	0
1202	-169.0	-169.0	-416.2	500	0.0959	0.0297	0.0662	0
1203	-574.9	-422.3	-416.0	500	0.1099	0.0944	0.0155	0
1204	-390.0	-390.1	-416.0	500	0.0524	0.0304	0.0220	0
1205	-287.2	-281.6	-416.0	500	0.0655	0.0218	0.0437	0
1206	-385.1	-386.9	-415.9	500	0.0595	0.0369	0.0226	0
1207	-456.3	-456.3	-415.9	500	0.0816	0.0729	0.0087	0
1208	-427.3	-423.0	-415.9	500	0.0861	0.0707	0.0154	0
1209	-484.4	-484.4	-415.9	500	0.0339	0.0308	0.0031	0
1210	-460.1	-460.1	-416.0	500	0.0756	0.0676	0.0080	0
1211	-436.4	-430.9	-416.0	500	0.0890	0.0752	0.0138	0
1212	-503.8	-503.8	-416.0	500	0.0403	0.0411	-0.0008	0
1213	-471.8	-471.8	-416.1	500	0.0497	0.0441	0.0056	0
1214	-463.4	-463.4	-416.1	500	0.0795	0.0722	0.0073	0
1215	-495.6	-495.6	-416.2	500	0.0343	0.0334	0.0009	0
1216	-548.8	-548.8	-416.2	500	0.0328	0.0426	-0.0098	0
1217	-422.8	-422.8	-416.3	500	0.0985	0.0831	0.0154	0
1218	-481.3	-481.3	-416.4	500	0.0439	0.0402	0.0037	0
1219	-533.3	-521.7	-416.4	500	0.0279	0.0322	-0.0043	0
1220	-460.9	-460.9	-416.5	500	0.0674	0.0595	0.0078	0
1221	-403.8	-403.8	-416.5	500	0.1131	0.0939	0.0192	0
1222	-448.1	-450.2	-416.5	500	0.0652	0.0553	0.0100	0
1223	-75.0	-73.2	-416.5	500	0.1015	0.0162	0.0854	0
1224	-328.7	-328.3	-416.3	500	0.0913	0.0569	0.0343	0
1225	-420.3	-420.3	-416.2	500	0.1027	0.0867	0.0159	0
1226	-398.1	-398.1	-416.2	500	0.1156	0.0952	0.0204	0
1227	-244.6	-246.0	-416.2	500	0.0694	0.0186	0.0508	0
1228	-213.0	-189.6	-416.0	500	0.1105	0.0485	0.0621	0
1229	-301.6	-306.1	-415.9	500	0.0583	0.0195	0.0388	0
1230	-424.4	-422.9	-415.8	500	0.0926	0.0771	0.0154	0
1231	-457.5	-457.5	-415.8	500	0.0500	0.0415	0.0085	0
1232	-552.6	-552.6	-415.8	500	0.0142	0.0247	-0.0105	0
1233	-410.1	-410.1	-415.9	500	0.1095	0.0915	0.0180	0
1234	-448.7	-448.7	-415.9	500	0.0283	0.0180	0.0103	0
1235	-448.0	-439.1	-415.9	500	0.0852	0.0731	0.0122	0
1236	-441.4	-441.5	-416.0	500	0.0855	0.0738	0.0117	0
1237	-557.0	-557.0	-416.0	500	0.0178	0.0292	-0.0114	0
1238	-478.4	-478.4	-416.1	500	0.0151	0.0108	0.0043	0
1239	-453.3	-453.3	-416.1	500	0.0765	0.0672	0.0093	0
1240	-406.8	-400.9	-416.2	500	0.0717	0.0519	0.0198	0
1241	-418.2	-418.9	-416.2	500	0.0558	0.0396	0.0162	0
1242	-400.6	-400.6	-416.2	500	0.1141	0.0942	0.0199	0
1243	-480.4	-471.3	-416.2	500	0.0418	0.0360	0.0057	0
1244	-368.0	-368.4	-416.2	500	0.0605	0.0341	0.0263	0
1245	-561.0	-561.0	-416.2	500	0.0292	0.0414	-0.0122	0
1246	-515.0	-515.0	-416.3	500	0.0547	0.0577	-0.0030	0
1247	-448.6	-448.6	-416.4	500	0.0838	0.0735	0.0103	0
1248	-250.2	-253.2	-416.4	500	0.0676	0.0183	0.0494	0
1249	-397.9	-393.2	-416.3	500	0.1009	0.0795	0.0214	0
1250	-467.0	-467.0	-416.2	500	0.0749	0.0683	0.0066	0
1251	-160.3	-163.3	-416.3	500	0.0938	0.0264	0.0673	0
1252	-207.8	-201.6	-416.1	500	0.0890	0.0294	0.0597	0
1253	-486.4	-486.4	-415.9	500	0.0649	0.0621	0.0027	0
1254	-450.6	-442.5	-416.0	500	0.0908	0.0793	0.0115	0
1255	-409.8	-410.7	-416.0	500	0.0441	0.0262	0.0179	0
1256	-232.4	-217.7	-416.0	500	0.0754	0.0189	0.0565	0
1257	-426.5	-426.5	-415.8	500	0.0959	0.0812	0.0147	0
1258	-456.7	-456.7	-415.8	500	0.0565	0.0478	0.0087	0
1259	-451.6	-451.6	-415.9	500	0.0799	0.0703	0.0097	0
1260	-519.1	-519.1	-415.9	500	0.0455	0.0493	-0.0038	0
1261	-439.3	-435.5	-416.0	500	0.0620	0.0491	0.0129	0
1262	-228.0	-230.5	-416.0	500	0.0957	0.0418	0.0539	0
1263	-447.8	-440.2	-415.8	500	0.0782	0.0662	0.0120	0
1264	-498.9	-497.1	-415.9	500	0.0547	0.0542	0.0006	0
1265	-423.3	-408.4	-415.9	500	0.0396	0.0213	0.0183	0
1266	-442.1	-442.1	-415.9	500	0.0844	0.0728	0.0116	0
1267	-467.7	-467.7	-415.9	500	0.0518	0.0453	0.0065	0
1268	-495.4	-483.0	-416.0	500	0.0461	0.0427	0.0034	0
1269	-518.5	-518.5	-416.0	500	0.0407	0.0444	-0.0037	0
1270	-264.6	-263.8	-416.1	500	0.0763	0.0290	0.0472	0
1271	-453.7	-453.0	-416.0	500	0.0564	0.0470	0.0094	0
1272	-459.4	-451.3	-416.0	500	0.0795	0.0697	0.0097	0
1273	-267.4	-267.5	-416.0	500	0.0911	0.0447	0.0465	0
1274	-426.6	-423.1	-415.9	500	0.1063	0.0909	0.0154	0
1275	-261.1	-243.0	-415.9	500	0.1124	0.0610	0.0514	0
1276	-471.9	-490.8	-415.8	500	0.0174	0.0156	0.0018	0
1277	-463.9	-464.8	-415.9	500	0.0773	0.0702	0.0070	0
1278	-457.8	-457.8	-415.9	500	0.0530	0.0446	0.0084	0
1279	-281.5	-269.8	-415.9	500	0.1040	0.0580	0.0460	0
1280	-447.9	-449.9	-415.8	500	0.0529	0.0429	0.0100	0
1281	-216.2	-209.1	-415.8	500	0.0742	0.0160	0.0582	0
1282	-413.4	-413.4	-415.7	500	0.0984	0.0811	0.0173	0
1283	-496.0	-496.0	-415.7	500	0.0254	0.0246	0.0008	0
1284	-408.9	-408.9	-415.7	500	0.1089	0.0907	0.0182	0
1285	-564.8	-535.0	-415.7	500	0.0349	0.0419	-0.0070	0
1286	-468.3	-468.4	-415.8	500	0.0766	0.0703	0.0063	0
1287	-47.3	-14.4	-415.9	500	0.1063	0.0092	0.0971	0
1288	-201.5	-203.6	-415.6	500	0.0893	0.0300	0.0593	0
1289	-450.0	-450.0	-415.4	500	0.0917	0.0818	0.0100	0
1290	-452.9	-452.9	-415.4	500	0.0764	0.0670	0.0094	0
1291	-341.6	-333.6	-415.4	500	0.1066	0.0733	0.0333	0
1292	-557.6	-557.6	-415.4	500	0.0334	0.0449	-0.0115	0
1293	-416.8	-416.7	-415.5	500	0.1007	0.0841	0.0167	0
1294	-502.6	-502.6	-415.5	500	0.0508	0.0513	-0.0005	0
1295	-421.6	-418.9	-415.6	500	0.1083	0.0920	0.0162	0
1296	-264.7	-269.7	-415.6	500	0.0672	0.0212	0.0461	0
1297	-588.1	-588.1	-415.5	500	0.0327	0.0503	-0.0176	0
1298	-452.6	-452.6	-415.6	500	0.0823	0.0728	0.0095	0
1299	-485.3	-485.3	-415.6	500	0.0588	0.0559	0.0029	0
1300	-397.8	-397.5	-415.7	500	0.0509	0.0304	0.0205	0
1301	-511.6	-511.6	-415.7	500	0.0519	0.0543	-0.0023	0
1302	-495.8	-495.8	-415.7	500	0.0261	0.0253	0.0008	0
1303	-525.3	-525.3	-415.8	500	0.0377	0.0428	-0.0051	0
1304	233.6	288.4	-415.9	221	0.0547	0.0030	0.0518	1
1305	-117.1	-109.3	-415.3	500	0.0923	0.0141	0.0781	0
1306	-150.3	-149.8	-415.1	500	0.0852	0.0152	0.0700	0
1307	-473.3	-473.3	-414.9	500	0.0767	0.0714	0.0053	0
1308	-481.7	-481.7	-414.9	500	0.0523	0.0487	0.0037	0
1309	-492.2	-492.2	-415.0	500	0.0265	0.0250	0.0016	0
1310	-445.2	-445.2	-415.1	500	0.0720	0.0610	0.0110	0
1311	-530.6	-530.6	-415.1	500	0.0445	0.0507	-0.0061	0
1312	-383.0	-383.0	-415.2	500	0.0673	0.0439	0.0234	0
1313	-484.2	-430.1	-415.1	500	0.0260	0.0121	0.0140	0
1314	-531.1	-527.7	-415.1	500	0.0210	0.0265	-0.0055	0
1315	-440.1	-440.1	-415.2	500	0.0835	0.0715	0.0120	0
1316	-495.1	-495.1	-415.3	500	0.0446	0.0436	0.0010	0
1317	-397.6	-398.0	-415.3	500	0.0930	0.0726	0.0204	0
1318	-466.3	-466.3	-415.3	500	0.0608	0.0540	0.0067	0
1319	-413.1	-407.4	-415.3	500	0.0803	0.0618	0.0185	0
1320	-259.1	-248.9	-415.3	500	0.0662	0.0159	0.0502	0
1321	-509.2	-509.2	-415.2	500	0.0408	0.0426	-0.0018	0
1322	-493.7	-493.7	-415.3	500	0.0294	0.0282	0.0013	0
1323	-100.0	-52.1	-415.3	500	0.0966	0.0071	0.0896	0
1324	-302.7	-301.8	-415.1	500	0.0851	0.0454	0.0396	0
1325	-471.7	-471.7	-415.0	500	0.0435	0.0379	0.0057	0
1326	-478.1	-455.0	-415.0	500	0.0510	0.0420	0.0090	0
1327	-459.2	-458.5	-415.1	500	0.0760	0.0677	0.0083	0
1328	-365.9	-358.8	-415.1	500	0.0871	0.0589	0.0282	0
1329	-533.4	-533.4	-415.0	500	0.0364	0.0431	-0.0067	0
1330	-184.0	-185.8	-415.1	500	0.0824	0.0196	0.0628	0
1331	-510.8	-510.8	-415.0	500	0.0426	0.0448	-0.0022	0
1332	-479.4	-479.4	-415.0	500	0.0268	0.0227	0.0041	0
1333	-384.3	-377.7	-415.1	500	0.1035	0.0790	0.0245	0
1334	-387.2	-387.2	-415.1	500	0.0887	0.0661	0.0226	0
1335	-456.6	-456.6	-415.0	500	0.0777	0.0690	0.0087	0
1336	-445.2	-445.2	-415.1	500	0.0807	0.0697	0.0110	0
1337	-480.3	-483.8	-415.1	500	0.0690	0.0658	0.0032	0
1338	-448.5	-448.5	-415.1	500	0.0842	0.0739	0.0103	0
1339	-475.9	-475.9	-415.2	500	0.0504	0.0456	0.0048	0
1340	-466.5	-463.9	-415.2	500	0.0412	0.0340	0.0072	0
1341	-588.2	-589.2	-415.2	500	0.0239	0.0418	-0.0178	0
1342	-212.7	-212.8	-415.4	500	0.0986	0.0412	0.0574	0
1343	-405.8	-405.8	-415.2	500	0.1105	0.0917	0.0188	0
1344	-388.0	-378.7	-415.2	500	0.0559	0.0316	0.0243	0
1345	-435.5	-434.3	-415.2	500	0.0953	0.0822	0.0131	0
1346	-372.2	-368.6	-415.2	500	0.1158	0.0895	0.0263	0
1347	-469.0	-469.0	-415.2	500	0.0356	0.0294	0.0062	0
1348	-586.3	-586.3	-415.2	500	0.0326	0.0499	-0.0173	0
1349	-318.3	-301.8	-415.3	500	0.1169	0.0772	0.0396	0
1350	-365.5	-383.3	-415.2	500	0.0381	0.0147	0.0233	0
1351	-564.2	-564.2	-415.2	500	0.0210	0.0339	-0.0128	0
1352	-401.9	-403.6	-415.3	500	0.0846	0.0654	0.0193	0
1353	-470.6	-469.8	-415.3	500	0.0684	0.0623	0.0060	0
1354	-404.3	-402.2	-415.4	500	0.0351	0.0156	0.0196	0
1355	-72.9	-38.4	-415.4	500	0.1120	0.0197	0.0923	0
1356	-171.0	-158.7	-415.1	500	0.0817	0.0134	0.0683	0
1357	-518.4	-518.4	-414.9	500	0.0515	0.0551	-0.0037	0
1358	-493.2	-493.2	-415.0	500	0.0626	0.0613	0.0014	0
1359	-459.7	-459.7	-415.0	500	0.0307	0.0226	0.0081	0
1360	-404.8	-408.1	-415.1	500	0.0500	0.0316	0.0184	0
1361	-465.8	-465.8	-415.1	500	0.0495	0.0426	0.0068	0
1362	-299.7	-288.4	-415.1	500	0.0903	0.0480	0.0423	0
1363	-442.7	-442.7	-415.0	500	0.0758	0.0644	0.0115	0
1364	-557.1	-557.1	-415.0	500	0.0124	0.0238	-0.0114	0
1365	-190.9	-192.0	-415.1	500	0.0955	0.0339	0.0616	0
1366	-460.2	-449.8	-415.0	500	0.0454	0.0353	0.0100	0
1367	-428.1	-427.6	-415.0	500	0.0826	0.0681	0.0145	0
1368	-389.1	-386.2	-415.0	500	0.0968	0.0741	0.0228	0
1369	390.8	390.9	-415.0	68	0.0448	0.0029	0.0418	1
1370	-537.1	-541.0	-414.4	500	0.0355	0.0437	-0.0082	0
1371	-508.9	-508.9	-414.5	500	0.0388	0.0406	-0.0018	0
1372	-438.2	-438.2	-414.5	500	0.0952	0.0828	0.0124	0
1373	-404.7	-404.4	-414.6	500	0.0672	0.0481	0.0191	0
1374	-522.0	-522.0	-414.6	500	0.0317	0.0361	-0.0044	0
1375	-423.2	-423.2	-414.6	500	0.1032	0.0879	0.0154	0
1376	-457.9	-458.4	-414.6	500	0.0842	0.0758	0.0083	0
1377	-467.4	-467.4	-414.7	500	0.0623	0.0557	0.0065	0
1378	-560.6	-546.1	-414.7	500	0.0324	0.0416	-0.0092	0
1379	-314.9	312.7	-414.8	174	0.0501	0.0030	0.0471	1
1380	-445.9	-445.9	-414.3	500	0.0667	0.0559	0.0108	0
1381	-442.2	-442.4	-414.3	500	0.0755	0.0640	0.0115	0
1382	-401.8	-396.9	-414.3	500	0.0994	0.0788	0.0206	0
1383	-359.0	-359.5	-414.3	500	0.1015	0.0734	0.0281	0
1384	-482.4	-482.4	-414.3	500	0.0517	0.0482	0.0035	0
1385	-462.8	-452.8	-414.3	500	0.0665	0.0571	0.0094	0
1386	-16.4	26.8	-414.3	500	0.1106	0.0053	0.1054	0
1387	-516.2	-516.2	-414.0	500	0.0407	0.0439	-0.0032	0
1388	-480.3	-480.3	-414.1	500	0.0692	0.0652	0.0039	0
1389	-465.6	-465.6	-414.1	500	0.0774	0.0705	0.0069	0
1390	-475.2	-475.2	-414.2	500	0.0611	0.0562	0.0050	0
1391	-446.7	-432.7	-414.2	500	0.1048	0.0913	0.0135	0
1392	-481.4	-481.5	-414.2	500	0.0447	0.0410	0.0037	0
1393	-500.3	-500.3	-414.3	500	0.0559	0.0559	-0.0001	0
1394	-338.2	-334.9	-414.4	500	0.0647	0.0317	0.0330	0
1395	-428.3	-423.8	-414.3	500	0.0968	0.0816	0.0152	0
1396	-592.3	-592.3	-414.3	500	0.0176	0.0360	-0.0185	0
1397	-495.5	-495.5	-414.4	500	0.0641	0.0632	0.0009	0
1398	-435.7	-435.7	-414.5	500	0.0934	0.0805	0.0129	0
1399	-153.2	-125.4	-414.5	500	0.0942	0.0193	0.0749	0
1400	-121.5	-121.9	-414.3	500	0.0903	0.0147	0.0756	0
1401	-431.2	-431.2	-414.1	500	0.0876	0.0739	0.0138	0
1402	-525.6	-497.9	-414.1	500	0.0383	0.0379	0.0004	0
1403	-450.6	-450.6	-414.2	500	0.0723	0.0624	0.0099	0
1404	-508.0	-508.0	-414.2	500	0.0501	0.0517	-0.0016	0
1405	-459.0	-455.2	-414.3	500	0.0733	0.0643	0.0090	0
1406	-456.5	-456.5	-414.3	500	0.0876	0.0789	0.0087	0
1407	-557.4	-557.4	-414.3	500	0.0368	0.0483	-0.0115	0
1408	-405.1	-405.1	-414.4	500	0.1193	0.1004	0.0190	0
1409	-447.3	-447.3	-414.4	500	0.0512	0.0406	0.0105	0
1410	-482.3	-484.2	-414.4	500	0.0624	0.0592	0.0032	0
1411	-443.8	-439.4	-414.5	500	0.0928	0.0807	0.0121	0
1412	-447.9	-447.9	-414.5	500	0.0717	0.0613	0.0104	0
1413	-334.7	-320.7	-414.5	500	0.0715	0.0356	0.0359	0
1414	-383.4	-380.7	-414.5	500	0.0621	0.0383	0.0239	0
1415	-516.8	-516.8	-414.4	500	0.0139	0.0173	-0.0034	0
1416	-180.7	-171.6	-414.5	500	0.0845	0.0188	0.0657	0
1417	-422.2	-422.2	-414.3	500	0.1036	0.0881	0.0156	0
1418	-337.6	-322.4	-414.3	500	0.1123	0.0767	0.0355	0
1419	-452.0	-452.0	-414.3	500	0.0819	0.0723	0.0096	0
1420	-422.4	-422.4	-414.3	500	0.0941	0.0786	0.0155	0
1421	-495.8	-495.8	-414.3	500	0.0634	0.0626	0.0008	0
1422	-420.1	-418.2	-414.4	500	0.0915	0.0751	0.0164	0
1423	-294.0	-294.0	-414.4	500	0.0864	0.0452	0.0412	0
1424	-244.4	-242.8	-414.3	500	0.1067	0.0553	0.0514	0
1425	-279.5	-220.5	-414.2	500	0.0921	0.0362	0.0559	0
1426	-501.0	-501.0	-414.0	500	0.0475	0.0477	-0.0002	0
1427	-198.1	-179.4	-414.1	500	0.0888	0.0247	0.0641	0
1428	-445.8	-439.8	-413.9	500	0.0866	0.0745	0.0120	0
1429	-322.9	-321.6	-413.9	500	0.0878	0.0521	0.0357	0
1430	-446.9	-446.9	-413.9	500	0.0746	0.0639	0.0106	0
1431	-405.7	-390.8	-413.9	500	0.0551	0.0332	0.0218	0
1432	-377.8	-370.5	-413.9	500	0.1073	0.0814	0.0259	0
1433	-421.3	-421.3	-413.8	500	0.1009	0.0851	0.0157	0
1434	-174.5	-156.1	-413.9	500	0.0911	0.0223	0.0688	0
1435	-324.5	-325.0	-413.7	500	0.0840	0.0490	0.0350	0
1436	-570.1	-552.8	-413.6	500	0.0307	0.0413	-0.0106	0
1437	-452.0	-452.0	-413.7	500	0.0745	0.0649	0.0096	0
1438	-482.0	-482.0	-413.7	500	0.0498	0.0462	0.0036	0
1439	-591.5	-591.5	-413.8	500	0.0185	0.0368	-0.0183	0
1440	-482.9	-482.9	-413.9	500	0.0310	0.0276	0.0034	0
1441	-587.0	-587.0	-414.0	500	0.0259	0.0433	-0.0174	0
1442	-530.5	-530.5	-414.1	500	0.0211	0.0272	-0.0061	0
1443	-425.6	-407.9	-414.2	500	0.1058	0.0874	0.0184	0
1444	-456.5	-456.5	-414.2	500	0.0846	0.0759	0.0087	0
1445	-453.2	-453.2	-414.2	500	0.0673	0.0579	0.0094	0
1446	-441.2	-441.2	-414.2	500	0.0906	0.0788	0.0118	0
1447	-155.9	-114.4	-414.2	500	0.0984	0.0213	0.0771	0
1448	-443.8	-443.8	-414.0	500	0.0749	0.0637	0.0112	0
1449	-457.2	-457.2	-414.0	500	0.0700	0.0615	0.0086	0
1450	-462.2	-462.2	-414.1	500	0.0327	0.0251	0.0076	0
1451	-499.0	-499.0	-414.1	500	0.0432	0.0430	0.0002	0
1452	-356.7	-351.4	-414.2	500	0.0651	0.0354	0.0297	0
1453	-624.8	-624.8	-414.1	500	0.0182	0.0431	-0.0250	0
1454	-441.3	-442.3	-414.3	500	0.0785	0.0670	0.0115	0
1455	-443.5	-436.2	-414.3	500	0.0964	0.0836	0.0128	0
1456	-335.1	-337.1	-414.3	500	0.0640	0.0314	0.0326	0
1457	-419.3	-419.3	-414.2	500	0.1094	0.0933	0.0161	0
1458	-470.3	-470.3	-414.2	500	0.0520	0.0460	0.0059	0
1459	-558.3	-542.6	-414.3	500	0.0341	0.0426	-0.0085	0
1460	-478.3	-478.3	-414.4	500	0.0533	0.0489	0.0043	0
1461	-284.1	-285.1	-414.4	500	0.0955	0.0525	0.0430	0
1462	-452.9	-441.8	-414.3	500	0.0880	0.0763	0.0116	0
1463	-517.3	-519.2	-414.3	500	0.0315	0.0354	-0.0038	0
1464	-386.2	-388.7	-414.4	500	0.0656	0.0433	0.0223	0
1465	-501.6	-501.6	-414.4	500	0.0501	0.0505	-0.0003	0
1466	-430.7	-428.1	-414.5	500	0.0874	0.0730	0.0144	0
1467	-552.5	-552.5	-414.5	500	0.0187	0.0292	-0.0105	0
1468	-83.8	-84.3	-414.6	500	0.0949	0.0118	0.0831	0
1469	-296.2	-285.7	-414.3	500	0.1121	0.0693	0.0429	0
1470	-501.1	-501.1	-414.3	500	0.0344	0.0346	-0.0002	0
1471	-220.2	-207.0	-414.3	500	0.1007	0.0421	0.0586	0
1472	-425.8	-420.0	-414.2	500	0.1097	0.0937	0.0160	0
1473	-485.7	-485.7	-414.2	500	0.0621	0.0593	0.0029	0
1474	-396.5	-394.3	-414.2	500	0.0688	0.0476	0.0211	0
1475	-123.6	-123.3	-414.2	500	0.0931	0.0178	0.0753	0
1476	-380.1	-373.7	-414.0	500	0.1094	0.0842	0.0253	0
1477	-481.1	-466.3	-414.0	500	0.0463	0.0395	0.0067	0
1478	-307.3	296.9	-414.0	169	0.0460	0.0030	0.0430	1
1479	-453.8	-454.7	-413.5	500	0.0678	0.0587	0.0091	0
1480	-457.0	-454.9	-413.6	500	0.0798	0.0708	0.0090	0
1481	-273.0	-273.5	-413.6	500	0.0927	0.0474	0.0453	0
1482	-431.8	-432.0	-413.5	500	0.0677	0.0541	0.0136	0
1483	-523.8	-502.2	-413.5	500	0.0435	0.0439	-0.0004	0
1484	-450.7	-450.7	-413.6	500	0.0818	0.0720	0.0099	0
1485	-517.2	-514.8	-413.6	500	0.0550	0.0580	-0.0030	0
1486	-467.4	-474.5	-413.7	500	0.0334	0.0283	0.0051	0
1487	-396.2	-396.1	-413.7	500	0.0969	0.0761	0.0208	0
1488	-371.4	-370.5	-413.7	500	0.0695	0.0436	0.0259	0
1489	-281.7	-274.8	-413.7	500	0.1031	0.0581	0.0450	0
1490	-443.2	-420.3	-413.6	500	0.1040	0.0881	0.0159	0
1491	-432.9	-432.9	-413.6	500	0.0863	0.0728	0.0134	0
1492	-77.0	-81.2	-413.6	500	0.0952	0.0115	0.0838	0
1493	-415.6	-415.6	-413.4	500	0.1046	0.0877	0.0169	0
1494	-520.0	-507.3	-413.4	500	0.0337	0.0352	-0.0015	0
1495	-444.3	-444.3	-413.4	500	0.0752	0.0640	0.0111	0
1496	-490.9	-490.9	-413.5	500	0.0423	0.0404	0.0018	0
1497	-450.1	-450.1	-413.5	500	0.0864	0.0765	0.0100	0
1498	-408.8	-407.3	-413.5	500	0.0868	0.0683	0.0185	0
1499	-447.7	-450.3	-413.5	500	0.0795	0.0695	0.0099	0
1500	-524.7	-524.7	-413.5	500	0.0483	0.0532	-0.0049	0
1501	-433.7	-433.7	-413.6	500	0.0944	0.0811	0.0133	0
1502	-456.8	-456.8	-413.6	500	0.0712	0.0625	0.0086	0
1503	-456.4	-456.4	-413.7	500	0.0501	0.0414	0.0087	0
1504	-435.8	-435.8	-413.7	500	0.0810	0.0682	0.0128	0
1505	-503.7	-500.4	-413.7	500	0.0450	0.0451	-0.0001	0
1506	-475.3	-475.3	-413.8	500	0.0561	0.0512	0.0049	0
1507	-343.1	-343.2	-413.8	500	0.0805	0.0492	0.0314	0
1508	-486.7	-486.1	-413.8	500	0.0431	0.0403	0.0028	0
