HYPERPARAMS
version: 12	h1_size: 1024	h2_size: None	npop: 50	sigma: 0.1	 alpha: 0.03
ENVIRONMENT
delta_l: 0.0001	max_steps: 500	goal_eps: 0.003


ep	reward	new_r	E[r]	steps	start_d	end_d	covered	goal
373	-437.2	-439.7	-418.3	500	0.0893	0.0772	0.0121	0
374	-432.2	-432.2	-418.4	500	0.0777	0.0641	0.0136	0
375	-488.8	-484.4	-418.4	500	0.0511	0.0480	0.0031	0
376	-502.0	-502.0	-418.6	500	0.0519	0.0523	-0.0004	0
377	-415.7	-415.7	-418.8	500	0.1037	0.0868	0.0169	0
378	-440.3	-440.3	-418.8	500	0.0916	0.0797	0.0119	0
379	-268.4	-243.4	-418.9	500	0.1123	0.0610	0.0513	0
380	-427.7	-427.7	-418.4	500	0.0913	0.0768	0.0145	0
381	-515.0	-515.0	-418.4	500	0.0477	0.0507	-0.0030	0
382	-465.3	-465.3	-418.7	500	0.0611	0.0542	0.0069	0
383	-404.8	-364.7	-418.8	500	0.0713	0.0442	0.0271	0
384	-553.1	-553.1	-418.7	500	0.0238	0.0344	-0.0106	0
385	-418.1	-418.1	-419.0	500	0.0992	0.0828	0.0164	0
386	-414.8	-414.8	-419.0	500	0.1008	0.0837	0.0170	0
387	-404.8	-404.8	-419.0	500	0.1183	0.0992	0.0190	0
388	-445.5	-439.9	-419.0	500	0.0762	0.0642	0.0120	0
389	-344.2	-245.0	-419.0	500	0.0839	0.0329	0.0510	0
390	-438.6	-438.6	-418.6	500	0.0819	0.0696	0.0123	0
391	-452.5	-420.3	-418.6	500	0.0850	0.0690	0.0159	0
392	-531.5	-491.1	-418.6	500	0.0596	0.0578	0.0018	0
393	-435.0	-409.2	-418.8	500	0.0861	0.0679	0.0182	0
394	-458.2	-458.9	-418.8	500	0.0745	0.0663	0.0082	0
395	-535.0	-535.0	-418.9	500	0.0463	0.0533	-0.0070	0
396	-463.6	-421.3	-419.2	500	0.1037	0.0880	0.0157	0
397	-489.4	-489.4	-419.2	500	0.0581	0.0559	0.0021	0
398	-457.2	-424.7	-419.4	500	0.0510	0.0359	0.0151	0
399	-406.9	-406.9	-419.4	500	0.1109	0.0923	0.0186	0
400	-435.1	-435.1	-419.4	500	0.0849	0.0719	0.0130	0
401	-486.1	-486.1	-419.4	500	0.0534	0.0506	0.0028	0
402	-297.1	-289.1	-419.6	500	0.0756	0.0335	0.0422	0
403	-475.7	-475.7	-419.2	500	0.0463	0.0414	0.0049	0
404	-428.0	-428.0	-419.4	500	0.0969	0.0825	0.0144	0
405	-414.8	-414.8	-419.4	500	0.1074	0.0904	0.0170	0
406	-464.9	-464.9	-419.4	500	0.0720	0.0650	0.0070	0
407	-462.1	-462.1	-419.5	500	0.0727	0.0651	0.0076	0
408	-438.8	-438.8	-419.6	500	0.0781	0.0658	0.0122	0
409	-500.3	-500.3	-419.6	500	0.0477	0.0477	-0.0001	0
410	-432.3	-432.3	-419.8	500	0.0881	0.0746	0.0135	0
411	-436.3	-436.3	-419.9	500	0.0803	0.0676	0.0127	0
412	-432.2	-432.2	-419.9	500	0.1004	0.0869	0.0136	0
413	-474.4	-474.4	-419.9	500	0.0338	0.0287	0.0051	0
414	-237.5	-228.5	-420.1	500	0.0936	0.0393	0.0543	0
415	-476.0	-520.0	-419.6	500	0.0227	0.0267	-0.0040	0
416	-179.3	-190.3	-419.9	500	0.0951	0.0331	0.0619	0
417	-444.5	-444.5	-419.3	500	0.0797	0.0686	0.0111	0
418	-37.5	-41.7	-419.4	500	0.1065	0.0148	0.0917	0
419	-448.1	-448.1	-418.5	500	0.0739	0.0636	0.0104	0
420	-414.6	-423.9	-418.5	500	0.0783	0.0630	0.0152	0
421	-428.4	-428.4	-418.5	500	0.1019	0.0876	0.0143	0
422	-553.9	-553.9	-418.6	500	0.0224	0.0332	-0.0108	0
423	-442.7	-442.7	-418.9	500	0.0838	0.0723	0.0115	0
424	-418.1	-418.1	-418.9	500	0.1017	0.0854	0.0164	0
425	-477.6	-477.6	-418.9	500	0.0467	0.0423	0.0045	0
426	-423.5	-423.5	-419.1	500	0.1021	0.0868	0.0153	0
427	-535.0	-535.0	-419.1	500	0.0481	0.0551	-0.0070	0
428	-390.1	-300.6	-419.4	500	0.0817	0.0418	0.0399	0
429	-454.0	-454.0	-419.1	500	0.0460	0.0368	0.0092	0
430	-428.4	-428.4	-419.2	500	0.0914	0.0771	0.0143	0
431	-483.6	-483.6	-419.2	500	0.0263	0.0230	0.0033	0
432	-530.5	-530.5	-419.3	500	0.0452	0.0513	-0.0061	0
433	-228.8	-188.9	-419.6	500	0.0991	0.0369	0.0622	0
434	-406.5	-406.5	-419.1	500	0.1102	0.0915	0.0187	0
435	-355.9	-365.8	-419.0	500	0.0709	0.0441	0.0268	0
436	-492.9	-492.9	-418.9	500	0.0452	0.0438	0.0014	0
437	-595.2	-595.2	-419.1	500	0.0073	0.0264	-0.0190	0
438	-464.7	-465.4	-419.5	500	0.0658	0.0589	0.0069	0
439	-470.9	-479.0	-419.6	500	0.0690	0.0648	0.0042	0
440	-414.6	-409.0	-419.7	500	0.1076	0.0894	0.0182	0
441	-571.3	-571.3	-419.7	500	0.0287	0.0429	-0.0143	0
442	-494.2	-494.2	-420.0	500	0.0501	0.0489	0.0012	0
443	-443.1	-443.1	-420.2	500	0.0782	0.0668	0.0114	0
444	-429.1	-429.1	-420.3	500	0.0936	0.0795	0.0142	0
445	-414.5	-414.5	-420.3	500	0.1026	0.0855	0.0171	0
446	-286.1	-288.8	-420.3	500	0.0577	0.0155	0.0422	0
447	-465.4	-465.4	-420.0	500	0.0719	0.0650	0.0069	0
448	-609.1	-609.1	-420.1	500	0.0186	0.0404	-0.0218	0
449	-454.2	-455.6	-420.5	500	0.0617	0.0528	0.0089	0
450	-415.4	-415.4	-420.6	500	0.1051	0.0882	0.0169	0
451	-438.8	-438.8	-420.6	500	0.0826	0.0703	0.0122	0
452	-464.4	-464.4	-420.6	500	0.0698	0.0627	0.0071	0
453	-440.6	-440.6	-420.7	500	0.0894	0.0775	0.0119	0
454	-481.5	-460.4	-420.7	500	0.0356	0.0277	0.0079	0
455	-410.6	-412.4	-420.8	500	0.0566	0.0391	0.0175	0
456	-467.7	-467.7	-420.8	500	0.0698	0.0633	0.0065	0
457	-587.4	-587.4	-420.9	500	0.0326	0.0501	-0.0175	0
458	-415.3	-415.3	-421.3	500	0.1020	0.0851	0.0169	0
459	-441.7	-441.7	-421.3	500	0.0741	0.0624	0.0117	0
460	-299.2	-246.7	-421.3	500	0.1122	0.0615	0.0507	0
461	-291.7	-285.3	-420.9	500	0.1136	0.0707	0.0429	0
462	-464.1	-464.1	-420.6	500	0.0594	0.0522	0.0072	0
463	-482.3	-482.3	-420.7	500	0.0489	0.0453	0.0035	0
464	-601.4	-523.6	-420.9	500	0.0521	0.0568	-0.0047	0
465	-460.9	-392.4	-421.1	500	0.0453	0.0238	0.0215	0
466	-466.6	-466.6	-421.0	500	0.0239	0.0172	0.0067	0
467	-259.3	-289.1	-421.1	500	0.0620	0.0198	0.0422	0
468	-375.9	-363.7	-420.8	500	0.0644	0.0371	0.0273	0
469	-429.0	-429.0	-420.7	500	0.0826	0.0684	0.0142	0
470	-414.0	-414.0	-420.7	500	0.1050	0.0878	0.0172	0
471	-423.6	-423.6	-420.7	500	0.0963	0.0810	0.0153	0
472	-434.7	-434.7	-420.7	500	0.0928	0.0797	0.0131	0
473	-360.4	-371.3	-420.8	500	0.0442	0.0184	0.0257	0
474	-501.8	-501.8	-420.7	500	0.0505	0.0508	-0.0004	0
475	-398.3	-398.3	-420.8	500	0.1160	0.0956	0.0203	0
476	-611.2	-611.2	-420.8	500	0.0090	0.0313	-0.0222	0
477	-403.5	-403.5	-421.2	500	0.1132	0.0939	0.0193	0
478	-411.0	-401.8	-421.1	500	0.0995	0.0799	0.0196	0
479	-424.6	-424.6	-421.1	500	0.0966	0.0815	0.0151	0
480	-493.5	-393.0	-421.1	500	0.0553	0.0339	0.0214	0
481	-137.5	-134.5	-421.0	500	0.1069	0.0338	0.0731	0
482	-314.1	-268.4	-420.5	500	0.1178	0.0715	0.0463	0
483	-315.0	-255.1	-420.1	500	0.0864	0.0375	0.0490	0
484	-527.6	-527.6	-419.8	500	0.0332	0.0387	-0.0055	0
485	-547.4	-547.4	-420.0	500	0.0266	0.0361	-0.0095	0
486	-467.8	-467.8	-420.3	500	0.0673	0.0608	0.0064	0
487	-396.0	-344.3	-420.4	500	0.1022	0.0710	0.0311	0
488	-441.2	-421.7	-420.2	500	0.1019	0.0862	0.0157	0
489	-448.0	-448.0	-420.2	500	0.0851	0.0747	0.0104	0
490	-472.2	-472.2	-420.3	500	0.0641	0.0585	0.0056	0
491	-339.7	-351.5	-420.4	500	0.0622	0.0325	0.0297	0
492	-337.5	-316.9	-420.2	500	0.1105	0.0739	0.0366	0
493	-348.7	-349.9	-420.0	500	0.1071	0.0771	0.0300	0
494	-431.8	-431.8	-419.9	500	0.0755	0.0618	0.0136	0
495	-447.4	-447.4	-419.9	500	0.0832	0.0727	0.0105	0
496	-408.8	-408.8	-420.0	500	0.1170	0.0988	0.0182	0
497	-378.2	-309.0	-420.0	500	0.0510	0.0128	0.0382	0
498	-437.7	-437.7	-419.7	500	0.0842	0.0718	0.0125	0
499	-451.8	-451.8	-419.8	500	0.0613	0.0517	0.0096	0
500	-516.7	-516.7	-419.8	500	0.0229	0.0262	-0.0033	0
501	-350.1	-350.5	-420.0	500	0.0404	0.0105	0.0299	0
502	-348.1	-348.3	-419.9	500	0.0677	0.0374	0.0303	0
503	-511.8	-511.8	-419.7	500	0.0532	0.0556	-0.0024	0
504	-453.7	-453.7	-419.9	500	0.0655	0.0562	0.0093	0
505	-340.7	-297.1	-420.0	500	0.1107	0.0701	0.0406	0
506	-291.3	-295.5	-419.7	500	0.0720	0.0311	0.0409	0
507	-441.8	45.8	-419.5	353	0.0326	0.0030	0.0296	1
508	-386.4	-416.9	-418.6	500	0.0510	0.0344	0.0166	0
509	-434.0	-434.0	-418.6	500	0.0814	0.0682	0.0132	0
510	-428.9	-402.7	-418.6	500	0.0769	0.0575	0.0195	0
511	-478.9	-478.9	-418.6	500	0.0644	0.0602	0.0042	0
512	-424.7	-424.7	-418.7	500	0.0934	0.0783	0.0151	0
513	-493.5	-493.5	-418.7	500	0.0161	0.0148	0.0013	0
514	-313.9	-318.9	-418.9	500	0.0595	0.0233	0.0362	0
515	-398.6	-393.5	-418.7	500	0.1042	0.0829	0.0213	0
516	-524.2	-524.2	-418.6	500	0.0332	0.0380	-0.0048	0
517	-412.3	-453.5	-418.8	500	0.0315	0.0222	0.0093	0
518	-437.2	-437.2	-418.9	500	0.0849	0.0724	0.0126	0
519	-563.9	-563.9	-418.9	500	0.0324	0.0452	-0.0128	0
520	-426.1	-429.2	-419.2	500	0.0561	0.0420	0.0142	0
521	-530.6	-530.6	-419.2	500	0.0241	0.0302	-0.0061	0
522	-374.6	-387.5	-419.4	500	0.0581	0.0356	0.0225	0
523	-463.7	-455.2	-419.4	500	0.0525	0.0435	0.0090	0
524	-503.4	-503.4	-419.4	500	0.0228	0.0235	-0.0007	0
525	-438.7	-438.7	-419.6	500	0.0841	0.0718	0.0123	0
526	-417.2	-417.2	-419.6	500	0.0983	0.0817	0.0166	0
527	-365.2	-354.2	-419.6	500	0.0994	0.0703	0.0292	0
528	-119.8	-24.4	-419.5	500	0.1052	0.0101	0.0951	0
529	-437.1	-437.0	-418.8	500	0.0726	0.0600	0.0126	0
530	-467.6	-486.9	-418.8	500	0.0246	0.0220	0.0026	0
531	-226.2	-235.7	-418.9	500	0.1063	0.0534	0.0529	0
532	-433.2	-433.2	-418.6	500	0.0854	0.0721	0.0134	0
533	-429.8	-423.0	-418.6	500	0.0988	0.0834	0.0154	0
534	-379.9	387.2	-418.6	103	0.0509	0.0030	0.0479	1
535	-467.8	-462.7	-417.1	500	0.0522	0.0447	0.0075	0
536	-414.3	-414.3	-417.2	500	0.1129	0.0958	0.0171	0
537	-416.2	-416.2	-417.2	500	0.1081	0.0914	0.0168	0
538	-564.7	-564.7	-417.2	500	0.0159	0.0288	-0.0129	0
539	-356.2	-372.5	-417.5	500	0.0350	0.0095	0.0255	0
540	-416.2	-405.8	-417.4	500	0.0812	0.0623	0.0188	0
541	-533.6	-533.6	-417.4	500	0.0482	0.0549	-0.0067	0
542	-568.0	-568.0	-417.6	500	0.0367	0.0503	-0.0136	0
543	-530.6	-530.6	-417.8	500	0.0343	0.0405	-0.0061	0
544	-400.9	-415.1	-418.1	500	0.0466	0.0296	0.0170	0
545	-540.3	-540.3	-418.1	500	0.0246	0.0327	-0.0081	0
546	-469.4	-469.4	-418.3	500	0.0601	0.0540	0.0061	0
547	-586.9	-586.9	-418.4	500	0.0198	0.0372	-0.0174	0
548	-556.6	-556.6	-418.7	500	0.0113	0.0226	-0.0113	0
549	-406.0	-406.0	-418.9	500	0.1116	0.0928	0.0188	0
550	-442.2	-442.2	-418.9	500	0.0883	0.0767	0.0116	0
551	-480.7	-480.7	-418.9	500	0.0646	0.0607	0.0039	0
552	-545.1	-545.1	-419.1	500	0.0396	0.0486	-0.0090	0
553	-136.2	-94.2	-419.3	500	0.0988	0.0176	0.0812	0
554	-560.8	-560.8	-418.7	500	0.0342	0.0464	-0.0122	0
555	-452.8	-452.8	-419.0	500	0.0594	0.0499	0.0094	0
556	-431.9	-433.6	-419.0	500	0.0796	0.0663	0.0133	0
557	-548.0	-499.6	-419.0	500	0.0245	0.0244	0.0001	0
558	-280.9	-277.8	-419.2	500	0.1229	0.0785	0.0444	0
559	-363.0	-350.2	-418.9	500	0.1086	0.0786	0.0300	0
560	-276.0	-259.8	-418.8	500	0.0772	0.0291	0.0480	0
561	-445.2	-445.2	-418.5	500	0.0941	0.0831	0.0110	0
562	-161.1	-198.8	-418.6	500	0.0725	0.0123	0.0602	0
563	-472.3	-472.3	-418.2	500	0.0705	0.0650	0.0055	0
564	-430.7	-430.7	-418.3	500	0.1013	0.0874	0.0139	0
565	-424.1	-424.1	-418.3	500	0.1015	0.0863	0.0152	0
566	-414.5	-414.5	-418.3	500	0.1091	0.0920	0.0171	0
567	-414.1	-414.1	-418.3	500	0.1041	0.0869	0.0172	0
568	-490.5	-490.5	-418.3	500	0.0457	0.0438	0.0019	0
569	-428.3	-428.3	-418.4	500	0.0970	0.0826	0.0143	0
570	-431.0	-431.0	-418.4	500	0.0886	0.0748	0.0138	0
571	-479.4	-479.4	-418.5	500	0.0487	0.0446	0.0041	0
572	-426.0	-426.0	-418.6	500	0.1027	0.0879	0.0148	0
573	-609.1	-609.1	-418.6	500	0.0147	0.0365	-0.0218	0
574	-479.6	-479.6	-418.9	500	0.0411	0.0370	0.0041	0
575	-593.0	-593.0	-419.0	500	0.0280	0.0466	-0.0186	0
576	-467.4	-467.4	-419.3	500	0.0483	0.0417	0.0065	0
577	-441.3	-439.3	-419.4	500	0.0689	0.0568	0.0121	0
578	-317.9	-294.8	-419.4	500	0.0627	0.0216	0.0410	0
579	-415.5	-415.5	-419.2	500	0.1047	0.0878	0.0169	0
580	-393.2	-408.5	-419.2	500	0.0505	0.0322	0.0183	0
581	-418.0	-418.0	-419.2	500	0.0996	0.0832	0.0164	0
582	-435.6	-435.6	-419.2	500	0.0746	0.0617	0.0129	0
583	-445.6	-407.1	-419.2	500	0.0950	0.0764	0.0186	0
584	-448.0	-448.0	-419.2	500	0.0622	0.0518	0.0104	0
585	-421.4	-421.0	-419.3	500	0.0957	0.0799	0.0158	0
586	-459.7	-454.2	-419.3	500	0.0494	0.0402	0.0092	0
587	-499.2	-492.2	-419.3	500	0.0444	0.0429	0.0016	0
588	-525.7	-531.0	-419.4	500	0.0352	0.0414	-0.0062	0
589	-469.9	-464.0	-419.6	500	0.0744	0.0672	0.0072	0
590	-201.5	-147.5	-419.7	500	0.1047	0.0342	0.0705	0
591	-420.8	-419.5	-419.2	500	0.0966	0.0805	0.0161	0
592	-409.8	-409.8	-419.2	500	0.1111	0.0930	0.0180	0
593	-520.3	-520.3	-419.2	500	0.0534	0.0574	-0.0041	0
594	-418.9	-418.9	-419.4	500	0.0984	0.0822	0.0162	0
595	-216.8	-225.3	-419.4	500	0.0710	0.0160	0.0549	0
596	-515.3	-501.9	-419.1	500	0.0370	0.0374	-0.0004	0
597	-626.1	-626.1	-419.2	500	0.1042	0.1295	-0.0252	0
598	-154.0	-154.1	-419.6	500	0.1019	0.0327	0.0692	0
599	-222.2	-180.1	-419.1	500	0.0847	0.0207	0.0640	0
600	-424.7	-425.2	-418.7	500	0.0959	0.0810	0.0150	0
601	-469.4	-470.8	-418.7	500	0.0547	0.0488	0.0058	0
602	-389.8	-380.9	-418.8	500	0.0740	0.0502	0.0238	0
603	-459.0	-459.0	-418.8	500	0.0608	0.0526	0.0082	0
604	-529.9	-529.9	-418.8	500	0.0444	0.0503	-0.0060	0
605	-480.5	-480.5	-419.0	500	0.0537	0.0498	0.0039	0
606	-483.7	-483.7	-419.1	500	0.0682	0.0650	0.0033	0
607	-296.8	-290.7	-419.2	500	0.0914	0.0495	0.0419	0
608	-406.2	-406.2	-419.0	500	0.1071	0.0884	0.0188	0
609	-412.8	-394.2	-419.0	500	0.0485	0.0273	0.0212	0
610	-194.0	-165.8	-418.9	500	0.1002	0.0333	0.0668	0
611	-457.9	-449.7	-418.5	500	0.0670	0.0570	0.0101	0
612	-454.2	-454.2	-418.6	500	0.0575	0.0483	0.0092	0
613	-457.4	-457.4	-418.6	500	0.0698	0.0613	0.0085	0
614	-402.1	-406.6	-418.7	500	0.0743	0.0556	0.0187	0
615	-227.5	-238.6	-418.7	500	0.0744	0.0221	0.0523	0
616	-261.5	-260.4	-418.4	500	0.0721	0.0242	0.0479	0
617	-466.5	-466.5	-418.1	500	0.0678	0.0611	0.0067	0
618	-496.4	-494.5	-418.2	500	0.0361	0.0350	0.0011	0
619	-277.0	-274.1	-418.3	500	0.0991	0.0539	0.0452	0
620	-429.5	-429.5	-418.1	500	0.0796	0.0655	0.0141	0
621	-558.3	-415.8	-418.1	500	0.1077	0.0908	0.0168	0
622	-474.3	-474.3	-418.1	500	0.0496	0.0445	0.0051	0
623	-433.0	-433.0	-418.2	500	0.0953	0.0819	0.0134	0
624	-420.0	-420.0	-418.2	500	0.1052	0.0892	0.0160	0
625	32.1	-2.9	-418.2	500	0.1140	0.0146	0.0994	0
626	-440.6	-440.6	-417.6	500	0.0862	0.0743	0.0119	0
627	-444.6	-444.6	-417.6	500	0.0596	0.0485	0.0111	0
628	-567.2	-418.0	-417.6	500	0.1041	0.0877	0.0164	0
629	-434.8	-435.5	-417.6	500	0.0387	0.0258	0.0129	0
630	-167.7	-164.0	-417.7	500	0.0988	0.0316	0.0672	0
631	-522.6	-525.2	-417.3	500	0.0491	0.0541	-0.0050	0
632	-458.2	-463.7	-417.4	500	0.0575	0.0503	0.0073	0
633	-374.5	-372.5	-417.5	500	0.0697	0.0442	0.0255	0
634	-401.6	-401.6	-417.4	500	0.1121	0.0925	0.0197	0
635	-390.6	-391.6	-417.4	500	0.0897	0.0681	0.0217	0
636	-482.5	-482.5	-417.4	500	0.0214	0.0179	0.0035	0
637	-462.1	-466.7	-417.5	500	0.0330	0.0263	0.0067	0
638	-481.3	-481.3	-417.6	500	0.0477	0.0439	0.0037	0
639	-442.8	-442.8	-417.7	500	0.0827	0.0712	0.0114	0
640	-408.6	-408.6	-417.7	500	0.1093	0.0910	0.0183	0
641	-428.8	-428.8	-417.7	500	0.0858	0.0716	0.0142	0
642	-519.6	-468.7	-417.7	500	0.0312	0.0249	0.0063	0
643	-582.3	-582.3	-417.8	500	0.0233	0.0398	-0.0165	0
644	-499.8	-499.8	-418.0	500	0.0619	0.0618	0.0000	0
645	-94.8	-114.2	-418.2	500	0.0897	0.0125	0.0772	0
646	-289.5	-265.8	-417.7	500	0.0966	0.0498	0.0468	0
647	-491.6	-491.6	-417.5	500	0.0600	0.0583	0.0017	0
648	-466.0	-466.0	-417.6	500	0.0718	0.0650	0.0068	0
649	-336.7	-350.0	-417.6	500	0.0459	0.0159	0.0300	0
650	-137.3	-92.9	-417.5	500	0.1049	0.0234	0.0814	0
651	-469.9	-469.9	-417.0	500	0.0506	0.0446	0.0060	0
652	-311.7	-307.1	-417.1	500	0.0703	0.0317	0.0386	0
653	-459.2	-459.2	-417.0	500	0.0430	0.0348	0.0082	0
654	-422.8	-422.8	-417.0	500	0.0908	0.0753	0.0154	0
655	-428.0	-427.7	-417.0	500	0.0523	0.0379	0.0145	0
656	-295.5	-271.9	-417.0	500	0.1116	0.0660	0.0456	0
657	-464.8	-464.8	-416.8	500	0.0392	0.0322	0.0070	0
658	-438.9	-429.0	-416.9	500	0.0870	0.0728	0.0142	0
659	-456.9	-456.5	-416.9	500	0.0500	0.0412	0.0087	0
660	-458.9	-459.1	-417.0	500	0.0184	0.0102	0.0082	0
661	-430.3	-430.3	-417.0	500	0.0967	0.0828	0.0139	0
662	-569.6	-569.6	-417.1	500	0.0354	0.0493	-0.0139	0
663	-211.6	-223.5	-417.3	500	0.0735	0.0182	0.0553	0
664	-359.4	-347.4	-417.0	500	0.0613	0.0308	0.0305	0
665	-498.7	-498.7	-416.9	500	0.0568	0.0565	0.0003	0
666	-442.9	-442.5	-417.0	500	0.0878	0.0763	0.0115	0
667	-456.1	-456.1	-417.1	500	0.0761	0.0673	0.0088	0
668	-516.8	-516.8	-417.1	500	0.0472	0.0505	-0.0034	0
669	-351.0	-345.0	-417.3	500	0.1010	0.0700	0.0310	0
670	-454.8	-454.8	-417.2	500	0.0385	0.0295	0.0090	0
671	-512.2	-499.1	-417.2	500	0.0493	0.0491	0.0002	0
672	-462.3	-462.3	-417.3	500	0.0783	0.0707	0.0075	0
673	-420.7	-407.2	-417.4	500	0.0669	0.0483	0.0186	0
674	-340.4	-344.8	-417.4	500	0.0603	0.0293	0.0310	0
675	-400.7	-400.7	-417.3	500	0.1118	0.0920	0.0199	0
676	-346.3	-347.6	-417.3	500	0.0462	0.0157	0.0305	0
677	-436.7	-436.7	-417.1	500	0.0825	0.0698	0.0127	0
678	-607.5	-607.5	-417.2	500	0.0100	0.0315	-0.0215	0
679	-440.2	-440.2	-417.5	500	0.0810	0.0691	0.0120	0
680	-421.7	-421.7	-417.5	500	0.1069	0.0912	0.0157	0
681	-392.0	-391.3	-417.5	500	0.0784	0.0566	0.0217	0
682	-442.0	-442.0	-417.5	500	0.0893	0.0777	0.0116	0
683	-461.8	-461.8	-417.5	500	0.0424	0.0348	0.0076	0
684	-436.8	-434.3	-417.6	500	0.0769	0.0638	0.0131	0
685	-501.5	-501.5	-417.6	500	0.0365	0.0368	-0.0003	0
686	-423.9	-425.1	-417.7	500	0.0586	0.0437	0.0150	0
687	-489.3	-489.3	-417.7	500	0.0665	0.0644	0.0021	0
688	-466.1	-466.1	-417.8	500	0.0602	0.0534	0.0068	0
689	-435.9	-435.9	-417.9	500	0.0785	0.0656	0.0128	0
690	-471.8	-471.8	-417.9	500	0.0594	0.0537	0.0056	0
691	-276.8	-244.9	-418.0	500	0.1048	0.0538	0.0510	0
692	-443.8	-443.8	-417.7	500	0.0888	0.0776	0.0112	0
693	-449.6	-449.6	-417.8	500	0.0845	0.0745	0.0101	0
694	-448.7	-439.6	-417.8	500	0.0928	0.0807	0.0121	0
695	-120.5	-79.8	-417.9	500	0.0999	0.0158	0.0840	0
696	-384.3	-373.1	-417.4	500	0.1083	0.0829	0.0254	0
697	-457.3	-449.0	-417.3	500	0.0725	0.0623	0.0102	0
698	-389.8	-391.6	-417.4	500	0.0686	0.0469	0.0217	0
699	-488.8	-488.8	-417.3	500	0.0312	0.0290	0.0022	0
700	-433.8	-436.4	-417.4	500	0.0866	0.0739	0.0127	0
701	-481.7	-481.7	-417.4	500	0.0755	0.0719	0.0037	0
702	-456.0	-448.8	-417.5	500	0.0583	0.0481	0.0102	0
703	-418.4	-418.4	-417.6	500	0.1068	0.0905	0.0163	0
704	-476.2	-476.2	-417.6	500	0.0609	0.0561	0.0048	0
705	-446.6	-446.6	-417.7	500	0.0319	0.0212	0.0107	0
706	-393.5	-390.9	-417.7	500	0.0935	0.0717	0.0218	0
707	-480.0	-478.4	-417.7	500	0.0569	0.0526	0.0043	0
708	-294.6	-297.1	-417.8	500	0.0804	0.0398	0.0406	0
709	-427.0	-427.0	-417.6	500	0.0963	0.0817	0.0146	0
710	-422.9	-407.8	-417.6	500	0.1099	0.0914	0.0184	0
711	-464.5	-464.5	-417.6	500	0.0774	0.0703	0.0071	0
712	-444.5	-444.5	-417.7	500	0.0221	0.0110	0.0111	0
713	-460.2	-460.2	-417.7	500	0.0646	0.0566	0.0080	0
714	-418.6	-421.8	-417.7	500	0.0715	0.0559	0.0156	0
715	-416.2	-413.7	-417.8	500	0.0902	0.0730	0.0173	0
716	-430.1	-430.1	-417.7	500	0.0910	0.0770	0.0140	0
717	-105.2	-107.9	-417.8	500	0.0937	0.0153	0.0784	0
718	-435.6	-439.3	-417.3	500	0.0711	0.0589	0.0121	0
719	-390.2	-389.8	-417.4	500	0.0630	0.0409	0.0220	0
720	-414.0	-414.0	-417.3	500	0.1042	0.0870	0.0172	0
721	-218.6	-218.6	-417.3	500	0.0970	0.0407	0.0563	0
722	-510.3	-510.3	-417.0	500	0.0451	0.0472	-0.0021	0
723	-424.9	-415.9	-417.2	500	0.1045	0.0877	0.0168	0
724	-491.4	-491.4	-417.2	500	0.0297	0.0280	0.0017	0
725	-425.6	-425.6	-417.3	500	0.0991	0.0842	0.0149	0
726	-289.6	-290.4	-417.3	500	0.0734	0.0315	0.0419	0
727	-113.2	-111.5	-417.1	500	0.0906	0.0128	0.0777	0
728	-427.4	-428.7	-416.7	500	0.0864	0.0722	0.0143	0
729	-422.8	-419.9	-416.7	500	0.0681	0.0521	0.0160	0
730	-378.6	-381.0	-416.7	500	0.0876	0.0638	0.0238	0
731	-458.2	-458.2	-416.7	500	0.0477	0.0393	0.0084	0
732	-512.1	-509.0	-416.7	500	0.0541	0.0559	-0.0018	0
733	-519.6	-523.2	-416.8	500	0.0213	0.0259	-0.0046	0
734	-550.4	-550.4	-417.0	500	0.0390	0.0490	-0.0101	0
735	-427.7	-427.7	-417.2	500	0.0948	0.0804	0.0145	0
736	-470.7	-470.7	-417.2	500	0.0608	0.0549	0.0059	0
737	-509.6	-509.6	-417.3	500	0.0503	0.0522	-0.0019	0
738	-417.5	-417.5	-417.4	500	0.1061	0.0896	0.0165	0
739	-477.0	-477.0	-417.4	500	0.0687	0.0641	0.0046	0
740	-454.4	-454.4	-417.5	500	0.0722	0.0630	0.0091	0
741	-280.5	-247.3	-417.5	500	0.1091	0.0586	0.0505	0
742	-485.8	-497.7	-417.3	500	0.0501	0.0496	0.0005	0
743	-513.4	-513.4	-417.4	500	0.0524	0.0551	-0.0027	0
744	-514.1	-471.5	-417.5	500	0.0304	0.0247	0.0057	0
745	-463.8	-470.6	-417.6	500	0.0281	0.0222	0.0059	0
746	-362.9	-361.7	-417.7	500	0.0751	0.0474	0.0277	0
747	-432.8	-432.8	-417.6	500	0.0862	0.0728	0.0134	0
748	-521.0	-521.0	-417.6	500	0.0447	0.0489	-0.0042	0
749	-295.5	-259.6	-417.8	500	0.1188	0.0707	0.0481	0
750	-465.9	-465.9	-417.5	500	0.0735	0.0667	0.0068	0
751	-563.2	-563.2	-417.6	500	0.0081	0.0208	-0.0126	0
752	-460.3	-460.3	-417.8	500	0.0808	0.0728	0.0079	0
753	-460.7	-460.7	-417.9	500	0.0746	0.0668	0.0079	0
754	-474.2	-474.2	-417.9	500	0.0228	0.0177	0.0052	0
755	-485.3	-485.3	-418.0	500	0.0389	0.0360	0.0029	0
