HYPERPARAMS
version: 10	h1_size: 512	h2_size: None	npop: 50	sigma: 0.25	 alpha: 0.03
ENVIRONMENT
delta_l: 0.0001	max_steps: 500	goal_eps: 0.003


ep	reward	E[r]	steps	start_d	end_d	covered	info
187	-112.8	-442.3	500	0.0936	0.0161	0.0774	0
188	-476.8	-440.5	500	0.0699	0.0652	0.0046	0
189	-448.1	-440.7	500	0.0342	0.0238	0.0104	0
190	-400.1	-440.8	500	0.0915	0.0716	0.0200	0
191	-127.4	-440.6	500	0.0963	0.0217	0.0745	0
192	-403.1	-438.9	500	0.1207	0.1013	0.0194	0
193	-220.0	-438.7	500	0.0958	0.0398	0.0560	0
194	-518.5	-437.6	500	0.0347	0.0384	-0.0037	0
195	-401.7	-438.0	500	0.0840	0.0643	0.0197	0
196	-225.5	-437.8	500	0.0827	0.0278	0.0549	0
197	-554.4	-436.8	500	0.0184	0.0293	-0.0109	0
198	-422.7	-437.4	500	0.0971	0.0816	0.0155	0
199	-500.6	-437.3	500	0.0542	0.0544	-0.0001	0
200	-394.6	-437.6	500	0.0920	0.0709	0.0211	0
201	-459.9	-437.4	500	0.0415	0.0334	0.0080	0
202	-493.4	-437.5	500	0.0556	0.0543	0.0013	0
203	-271.4	-437.8	500	0.1116	0.0659	0.0457	0
204	-548.5	-437.0	500	0.0304	0.0401	-0.0097	0
205	-463.2	-437.5	500	0.0171	0.0098	0.0074	0
206	-323.9	-437.6	500	0.0881	0.0529	0.0352	0
207	-599.0	-437.1	500	0.0246	0.0444	-0.0198	0
208	-491.6	-437.9	500	0.0602	0.0585	0.0017	0
209	-358.3	-438.1	500	0.0522	0.0238	0.0283	0
210	-352.4	-437.7	500	0.0922	0.0627	0.0295	0
211	-446.1	-437.3	500	0.0843	0.0736	0.0108	0
212	-461.1	-437.4	500	0.0851	0.0773	0.0078	0
213	-466.9	-437.5	500	0.0642	0.0576	0.0066	0
214	-180.7	-437.6	500	0.1068	0.0429	0.0639	0
215	-427.8	-436.4	500	0.0879	0.0734	0.0144	0
216	-459.5	-436.4	500	0.0414	0.0333	0.0081	0
217	-396.0	-436.5	500	0.1067	0.0859	0.0208	0
218	-487.1	-436.3	500	0.0611	0.0585	0.0026	0
219	-377.2	-436.5	500	0.0812	0.0567	0.0246	0
220	-302.2	-436.3	500	0.1105	0.0710	0.0396	0
221	-432.2	-435.7	500	0.0819	0.0683	0.0136	0
222	-519.1	-435.6	500	0.0434	0.0472	-0.0038	0
223	-143.4	-436.0	500	0.0977	0.0264	0.0713	0
224	-456.7	-434.7	500	0.0539	0.0452	0.0087	0
225	-429.2	-434.8	500	0.0952	0.0811	0.0142	0
226	-503.2	-434.8	500	0.0352	0.0359	-0.0006	0
227	-295.8	-435.1	500	0.0617	0.0209	0.0408	0
228	-535.1	-434.5	500	0.0275	0.0345	-0.0070	0
229	-146.4	-434.9	500	0.0888	0.0181	0.0707	0
230	-432.9	-433.7	500	0.0884	0.0750	0.0134	0
231	-3.9	-433.7	500	0.1119	0.0127	0.0992	0
232	-354.9	-431.8	500	0.0779	0.0488	0.0290	0
233	-560.0	-431.5	500	0.0257	0.0377	-0.0120	0
234	-543.5	-432.0	500	0.0387	0.0474	-0.0087	0
235	-458.2	-432.5	500	0.0625	0.0541	0.0084	0
236	-562.5	-432.6	500	0.0235	0.0360	-0.0125	0
237	-522.0	-433.2	500	0.0471	0.0515	-0.0044	0
238	-421.8	-433.5	500	0.1040	0.0883	0.0156	0
239	-119.9	-433.5	500	0.0982	0.0222	0.0760	0
240	-427.1	-432.2	500	0.1027	0.0881	0.0146	0
241	-304.0	-432.2	500	0.0644	0.0252	0.0392	0
242	-459.2	-431.6	500	0.0615	0.0534	0.0082	0
243	-499.7	-431.7	500	0.0388	0.0387	0.0001	0
244	-495.4	-432.0	500	0.0513	0.0504	0.0009	0
245	-617.8	-432.3	500	0.0154	0.0390	-0.0236	0
246	-435.0	-433.0	500	0.0779	0.0649	0.0130	0
247	-466.4	-433.0	500	0.0623	0.0556	0.0067	0
248	-433.4	-433.2	500	0.0914	0.0781	0.0133	0
249	-446.9	-433.2	500	0.0887	0.0781	0.0106	0
250	-290.9	-433.2	500	0.0680	0.0262	0.0418	0
251	-511.4	-432.7	500	0.0326	0.0349	-0.0023	0
252	-366.1	-433.0	500	0.0573	0.0305	0.0268	0
253	-404.4	-432.7	500	0.0540	0.0348	0.0191	0
254	-433.7	-432.6	500	0.0704	0.0572	0.0133	0
255	-419.6	-432.6	500	0.0801	0.0640	0.0161	0
256	-459.9	-432.6	500	0.0515	0.0435	0.0080	0
257	-476.9	-432.7	500	0.0703	0.0657	0.0046	0
258	-433.6	-432.8	500	0.0953	0.0820	0.0133	0
259	-327.4	-432.8	500	0.1033	0.0688	0.0345	0
260	-398.4	-432.4	500	0.0384	0.0181	0.0203	0
261	-403.2	-432.3	500	0.0567	0.0373	0.0194	0
262	-458.2	-432.2	500	0.0715	0.0631	0.0084	0
263	-469.3	-432.3	500	0.0757	0.0695	0.0061	0
264	-452.6	-432.4	500	0.0404	0.0309	0.0095	0
265	-427.8	-432.5	500	0.0990	0.0845	0.0144	0
266	-462.5	-432.5	500	0.0633	0.0558	0.0075	0
267	-431.4	-432.6	500	0.0901	0.0764	0.0137	0
268	-277.5	-432.6	500	0.0627	0.0182	0.0445	0
269	-202.9	-432.0	500	0.1065	0.0470	0.0594	0
270	-467.1	-431.2	500	0.0434	0.0369	0.0066	0
271	-148.6	-431.3	500	0.0921	0.0218	0.0703	0
272	-308.4	-430.3	500	0.0932	0.0548	0.0383	0
273	-370.4	-429.8	500	0.0977	0.0718	0.0259	0
274	-475.4	-429.6	500	0.0652	0.0603	0.0049	0
275	-358.8	-429.8	500	0.0734	0.0452	0.0282	0
276	-411.0	-429.5	500	0.0725	0.0547	0.0178	0
277	-253.7	-429.4	500	0.0916	0.0424	0.0493	0
278	-291.6	-428.8	500	0.0824	0.0407	0.0417	0
279	-355.7	-428.3	500	0.0826	0.0538	0.0289	0
280	-545.4	-428.1	500	0.0389	0.0479	-0.0091	0
281	-453.5	-428.5	500	0.0366	0.0273	0.0093	0
282	-366.0	-428.6	500	0.0578	0.0310	0.0268	0
283	-535.7	-428.3	500	0.0497	0.0569	-0.0071	0
284	-500.2	-428.7	500	0.0264	0.0264	-0.0000	0
285	-366.2	-429.0	500	0.0525	0.0258	0.0268	0
286	-235.2	-428.7	500	0.0844	0.0315	0.0530	0
287	-229.6	-428.1	500	0.0671	0.0131	0.0541	0
288	-469.8	-427.4	500	0.0319	0.0259	0.0060	0
289	-389.3	-427.5	500	0.0721	0.0500	0.0221	0
290	-319.4	-427.4	500	0.0992	0.0631	0.0361	0
291	-402.1	-427.0	500	0.1006	0.0810	0.0196	0
292	-178.0	-426.9	500	0.0948	0.0304	0.0644	0
293	-541.3	-426.1	500	0.0190	0.0273	-0.0083	0
294	-154.2	-426.5	500	0.1097	0.0405	0.0692	0
295	-521.8	-425.6	500	0.0455	0.0498	-0.0044	0
296	-253.5	-425.9	500	0.0659	0.0166	0.0493	0
297	-491.5	-425.3	500	0.0616	0.0599	0.0017	0
298	-264.2	-425.5	500	0.0875	0.0404	0.0472	0
299	-125.1	-425.0	500	0.0937	0.0187	0.0750	0
300	-441.3	-424.0	500	0.0378	0.0261	0.0117	0
301	-351.4	-424.0	500	0.0644	0.0347	0.0297	0
302	-565.4	-423.8	500	0.0329	0.0460	-0.0131	0
303	-314.6	-424.3	500	0.0470	0.0099	0.0371	0
304	-513.9	-423.9	500	0.0186	0.0213	-0.0028	0
305	-5.0	-424.2	500	0.1080	0.0090	0.0990	0
306	-156.5	-422.8	500	0.0760	0.0073	0.0687	0
307	-340.4	-422.0	500	0.0887	0.0568	0.0319	0
308	-319.0	-421.7	500	0.0740	0.0377	0.0362	0
309	-458.1	-421.4	500	0.0436	0.0352	0.0084	0
310	-337.9	-421.5	500	0.1083	0.0758	0.0324	0
311	-462.2	-421.2	500	0.0712	0.0637	0.0076	0
312	-380.5	-421.4	500	0.0622	0.0383	0.0239	0
313	-97.8	-421.2	500	0.1139	0.0334	0.0804	0
314	-622.5	-420.2	500	0.0072	0.0317	-0.0245	0
315	-445.7	-420.8	500	0.0702	0.0594	0.0109	0
316	-238.6	-420.9	500	0.1101	0.0578	0.0523	0
317	-508.0	-420.3	500	0.0511	0.0527	-0.0016	0
318	-353.1	-420.6	500	0.0840	0.0546	0.0294	0
319	-489.1	-420.4	500	0.0578	0.0556	0.0022	0
320	-142.0	-420.6	500	0.0803	0.0087	0.0716	0
321	-88.1	-419.8	500	0.1085	0.0261	0.0824	0
322	-518.5	-418.7	500	0.0471	0.0508	-0.0037	0
323	-399.7	-419.0	500	0.0889	0.0689	0.0201	0
324	-522.2	-419.0	500	0.0457	0.0501	-0.0044	0
325	-450.0	-419.3	500	0.0700	0.0600	0.0100	0
326	-488.9	-419.4	500	0.0468	0.0446	0.0022	0
327	-528.4	-419.6	500	0.0358	0.0415	-0.0057	0
328	-277.2	-419.9	500	0.0776	0.0331	0.0446	0
329	-559.9	-419.5	500	0.0273	0.0393	-0.0120	0
330	-406.6	-419.9	500	0.0923	0.0737	0.0187	0
331	-239.0	-419.9	500	0.0696	0.0174	0.0522	0
332	-486.2	-419.3	500	0.0623	0.0595	0.0028	0
333	-417.4	-419.5	500	0.0510	0.0345	0.0165	0
334	-599.8	-419.5	500	0.0118	0.0318	-0.0200	0
335	-302.2	-420.1	500	0.0704	0.0308	0.0396	0
336	-504.7	-419.7	500	0.0281	0.0290	-0.0009	0
337	-404.6	-420.0	500	0.0595	0.0404	0.0191	0
338	-468.8	-419.9	500	0.0658	0.0595	0.0062	0
339	-490.2	-420.1	500	0.0585	0.0565	0.0020	0
340	-325.0	-420.3	500	0.0919	0.0569	0.0350	0
341	-384.4	-420.0	500	0.0567	0.0336	0.0231	0
342	-490.6	-419.9	500	0.0316	0.0297	0.0019	0
343	-324.2	-420.1	500	0.1120	0.0768	0.0352	0
344	253.8	-419.8	185	0.0407	0.0030	0.0377	1
345	-346.5	-417.9	500	0.0896	0.0589	0.0307	0
346	-354.4	-417.7	500	0.0871	0.0580	0.0291	0
347	-417.2	-417.5	500	0.0452	0.0286	0.0166	0
348	-226.6	-417.5	500	0.0741	0.0194	0.0547	0
349	-349.2	-416.9	500	0.0885	0.0584	0.0302	0
350	-569.8	-416.7	500	0.0280	0.0420	-0.0140	0
351	-247.3	-417.2	500	0.0825	0.0319	0.0505	0
352	-312.8	-416.7	500	0.0797	0.0423	0.0374	0
353	-398.2	-416.4	500	0.1067	0.0864	0.0204	0
354	-307.8	-416.3	500	0.0728	0.0343	0.0384	0
355	-164.3	-416.0	500	0.0963	0.0291	0.0671	0
356	-425.1	-415.3	500	0.0611	0.0461	0.0150	0
357	-298.2	-415.4	500	0.0633	0.0229	0.0404	0
358	-391.1	-415.0	500	0.0760	0.0543	0.0218	0
359	-298.8	-415.0	500	0.0969	0.0566	0.0402	0
360	-202.7	-414.6	500	0.0780	0.0185	0.0595	0
361	-528.3	-414.1	500	0.0360	0.0417	-0.0057	0
362	-395.2	-414.4	500	0.0706	0.0497	0.0210	0
363	-583.5	-414.3	500	0.0307	0.0474	-0.0167	0
364	-260.9	-414.8	500	0.0918	0.0440	0.0478	0
365	-157.2	-414.4	500	0.1107	0.0422	0.0686	0
366	-296.2	-413.7	500	0.0937	0.0530	0.0408	0
367	192.3	-413.3	103	0.0119	0.0030	0.0089	1
368	-421.2	-411.7	500	0.0774	0.0616	0.0158	0
369	-390.4	-411.7	500	0.0624	0.0405	0.0219	0
370	-469.9	-411.7	500	0.0352	0.0292	0.0060	0
371	-356.7	-411.8	500	0.0634	0.0348	0.0287	0
372	-364.6	-411.7	500	0.0970	0.0699	0.0271	0
373	-558.8	-411.5	500	0.0390	0.0507	-0.0118	0
374	-458.7	-411.9	500	0.0377	0.0294	0.0083	0
375	-365.6	-412.1	500	0.0793	0.0524	0.0269	0
376	-445.9	-411.9	500	0.0349	0.0241	0.0108	0
377	-243.0	-412.0	500	0.0869	0.0355	0.0514	0
378	-220.4	-411.6	500	0.0892	0.0333	0.0559	0
379	-132.4	-411.1	500	0.0868	0.0133	0.0735	0
380	-349.6	-410.3	500	0.0827	0.0526	0.0301	0
381	-98.9	-410.2	500	0.1024	0.0222	0.0802	0
382	-370.3	-409.4	500	0.0832	0.0573	0.0259	0
383	-316.5	-409.3	500	0.0636	0.0269	0.0367	0
384	-402.3	-409.0	500	0.0760	0.0564	0.0195	0
385	-297.6	-409.0	500	0.0782	0.0378	0.0405	0
386	-373.0	-408.7	500	0.0533	0.0279	0.0254	0
387	-493.4	-408.6	500	0.0529	0.0516	0.0013	0
388	-353.9	-408.8	500	0.1006	0.0714	0.0292	0
389	-213.0	-408.7	500	0.0797	0.0223	0.0574	0
390	-224.1	-408.2	500	0.0725	0.0174	0.0552	0
391	-247.0	-407.7	500	0.1097	0.0591	0.0506	0
392	-101.9	-407.3	500	0.0887	0.0091	0.0796	0
393	-528.2	-406.5	500	0.0205	0.0262	-0.0056	0
394	-596.9	-406.9	500	0.0272	0.0466	-0.0194	0
395	-520.6	-407.3	500	0.0424	0.0465	-0.0041	0
396	-304.5	-407.6	500	0.1017	0.0626	0.0391	0
397	-105.8	-407.4	500	0.1089	0.0301	0.0788	0
398	-465.5	-406.6	500	0.0523	0.0454	0.0069	0
399	-362.6	-406.7	500	0.0727	0.0452	0.0275	0
400	-342.6	-406.6	500	0.0675	0.0361	0.0315	0
401	-217.3	-406.5	500	0.1000	0.0434	0.0565	0
402	-271.9	-406.0	500	0.1002	0.0546	0.0456	0
403	-303.9	-405.7	500	0.0906	0.0513	0.0392	0
404	-553.3	-405.4	500	0.0331	0.0437	-0.0107	0
405	-332.9	-405.8	500	0.0837	0.0503	0.0334	0
406	-557.0	-405.6	500	0.0375	0.0489	-0.0114	0
407	-432.5	-406.0	500	0.0440	0.0305	0.0135	0
408	-302.0	-406.0	500	0.0747	0.0351	0.0396	0
409	-436.0	-405.8	500	0.0512	0.0384	0.0128	0
410	-448.8	-405.9	500	0.0488	0.0385	0.0102	0
411	-253.0	-406.0	500	0.1071	0.0577	0.0494	0
412	-452.2	-405.6	500	0.0542	0.0446	0.0096	0
413	-184.5	-405.7	500	0.0917	0.0286	0.0631	0
414	-224.2	-405.2	500	0.1101	0.0549	0.0552	0
415	-470.2	-404.7	500	0.0477	0.0417	0.0060	0
416	-301.7	-404.9	500	0.0804	0.0407	0.0397	0
417	-572.2	-404.7	500	0.0216	0.0360	-0.0144	0
418	-530.1	-405.1	500	0.0141	0.0201	-0.0060	0
419	-115.6	-405.3	500	0.1015	0.0247	0.0769	0
420	-112.0	-404.7	500	0.1076	0.0299	0.0776	0
421	-139.6	-404.0	500	0.0979	0.0258	0.0721	0
422	-200.2	-403.3	500	0.1000	0.0401	0.0600	0
423	-399.2	-402.9	500	0.0634	0.0432	0.0202	0
424	-245.8	-402.8	500	0.0765	0.0257	0.0508	0
425	-229.1	-402.5	500	0.0822	0.0280	0.0542	0
426	-451.4	-402.1	500	0.0361	0.0264	0.0097	0
427	-237.2	-402.2	500	0.0882	0.0357	0.0526	0
428	452.2	-401.8	286	0.1005	0.0029	0.0976	1
429	-258.4	-399.8	500	0.0922	0.0439	0.0483	0
430	-359.2	-399.5	500	0.0627	0.0346	0.0282	0
431	-211.6	-399.4	500	0.0900	0.0324	0.0577	0
432	-39.5	-399.0	500	0.1114	0.0193	0.0921	0
433	-289.7	-398.1	500	0.0866	0.0445	0.0421	0
434	-127.3	-397.9	500	0.0949	0.0204	0.0745	0
435	-231.0	-397.3	500	0.0930	0.0392	0.0538	0
436	-393.3	-396.9	500	0.0552	0.0339	0.0213	0
437	-466.5	-396.9	500	0.0434	0.0366	0.0067	0
438	-545.6	-397.0	500	0.0411	0.0502	-0.0091	0
439	-521.4	-397.4	500	0.0431	0.0474	-0.0043	0
440	-173.0	-397.6	500	0.0951	0.0297	0.0654	0
