HYPERPARAMS
version: 9	h1_size: 2048	h2_size: None	npop: 50	sigma: 0.1	 alpha: 0.03
ENVIRONMENT
delta_l: 0.0001	max_steps: 500	goal_eps: 0.003


ep	reward	E[r]	steps	start_d	end_d	covered	info
1952	-139.0	-222.4	500	0.0921	0.0200	0.0722	0
1953	405.3	-222.4	269	0.0878	0.0029	0.0849	1
1954	-307.6	-222.1	500	0.0599	0.0215	0.0385	0
1955	-97.4	-222.1	500	0.0919	0.0114	0.0805	0
1956	-418.9	-222.0	500	0.1032	0.0869	0.0162	0
1957	-583.3	-222.1	500	0.0395	0.0562	-0.0167	0
1958	-67.3	-222.3	500	0.1094	0.0229	0.0865	0
1959	-275.2	-222.3	500	0.0634	0.0184	0.0450	0
1960	-133.3	-222.3	500	0.1078	0.0344	0.0733	0
1961	-82.8	-222.2	500	0.0971	0.0137	0.0834	0
1962	-419.4	-222.2	500	0.0342	0.0181	0.0161	0
1963	-65.7	-222.3	500	0.1069	0.0200	0.0869	0
1964	-356.2	-222.2	500	0.0446	0.0158	0.0288	0
1965	-408.0	-222.3	500	0.0335	0.0151	0.0184	0
1966	-523.1	-222.3	500	0.0362	0.0408	-0.0046	0
1967	-427.1	-222.5	500	0.0570	0.0424	0.0146	0
1968	-275.3	-222.6	500	0.0596	0.0146	0.0449	0
1969	-236.9	-222.6	500	0.0635	0.0108	0.0526	0
1970	-409.3	-222.6	500	0.0420	0.0238	0.0181	0
1971	-204.8	-222.7	500	0.0831	0.0240	0.0590	0
1972	-178.5	-222.7	500	0.0745	0.0102	0.0643	0
1973	-77.0	-222.7	500	0.1135	0.0289	0.0846	0
1974	-463.0	-222.6	500	0.0340	0.0266	0.0074	0
1975	-183.4	-222.7	500	0.0782	0.0149	0.0633	0
1976	542.2	-222.7	197	0.1011	0.0030	0.0981	1
1977	-220.7	-222.3	500	0.1110	0.0551	0.0559	0
1978	-210.8	-222.3	500	0.0743	0.0165	0.0578	0
1979	-135.5	-222.3	500	0.0927	0.0198	0.0729	0
1980	-425.0	-222.3	500	0.0249	0.0099	0.0150	0
1981	-215.9	-222.4	500	0.0655	0.0086	0.0568	0
1982	-341.9	-222.4	500	0.0503	0.0187	0.0316	0
1983	-245.3	-222.4	500	0.0699	0.0190	0.0509	0
1984	-206.5	-222.5	500	0.0796	0.0209	0.0587	0
1985	-436.4	-222.5	500	0.0900	0.0773	0.0127	0
1986	431.4	-222.6	166	0.0725	0.0030	0.0695	1
1987	-209.9	-222.2	500	0.0768	0.0188	0.0580	0
1988	-394.2	-222.2	500	0.0348	0.0136	0.0212	0
1989	-177.1	-222.3	500	0.0868	0.0222	0.0646	0
1990	-390.4	-222.3	500	0.0545	0.0325	0.0219	0
1991	-253.1	-222.4	500	0.0677	0.0183	0.0494	0
1992	-410.1	-222.4	500	0.0290	0.0110	0.0180	0
1993	-99.8	-222.5	500	0.1016	0.0216	0.0800	0
1994	-562.7	-222.4	500	0.0182	0.0307	-0.0125	0
1995	-593.9	-222.6	500	0.0303	0.0491	-0.0188	0
1996	-230.5	-222.8	500	0.0778	0.0239	0.0539	0
1997	-95.9	-222.8	500	0.0906	0.0098	0.0808	0
1998	-252.4	-222.7	500	0.0980	0.0485	0.0495	0
1999	-344.2	-222.7	500	0.0471	0.0159	0.0312	0
2000	-524.5	-222.8	500	0.0316	0.0365	-0.0049	0
2001	-271.9	-222.9	500	0.0583	0.0127	0.0456	0
2002	-484.1	-223.0	500	0.0363	0.0331	0.0032	0
2003	-161.8	-223.1	500	0.0880	0.0204	0.0676	0
2004	-110.7	-223.1	500	0.1103	0.0324	0.0779	0
2005	-378.4	-223.0	500	0.1130	0.0886	0.0243	0
2006	-253.6	-223.1	500	0.0627	0.0135	0.0493	0
2007	-87.9	-223.1	500	0.0983	0.0159	0.0824	0
2008	-146.8	-223.0	500	0.0841	0.0134	0.0706	0
2009	-154.2	-223.0	500	0.0882	0.0190	0.0692	0
2010	-190.5	-223.0	500	0.0815	0.0196	0.0619	0
2011	-427.6	-222.9	500	0.0289	0.0145	0.0145	0
2012	-131.5	-223.1	500	0.1081	0.0344	0.0737	0
2013	-116.3	-223.0	500	0.1062	0.0294	0.0767	0
2014	-217.4	-223.0	500	0.0800	0.0235	0.0565	0
2015	-239.0	-222.9	500	0.0787	0.0265	0.0522	0
2016	-314.1	-223.0	500	0.0555	0.0184	0.0372	0
2017	-546.3	-223.0	500	0.0246	0.0338	-0.0093	0
2018	-333.5	-223.2	500	0.0491	0.0158	0.0333	0
2019	-223.6	-223.2	500	0.0710	0.0157	0.0553	0
2020	-429.2	-223.2	500	0.0375	0.0233	0.0142	0
2021	387.4	-223.3	64	0.0433	0.0030	0.0403	1
2022	-421.7	-223.0	500	0.0358	0.0201	0.0157	0
2023	-217.1	-223.1	500	0.0729	0.0163	0.0566	0
2024	-258.3	-223.1	500	0.0769	0.0285	0.0483	0
2025	-307.1	-223.1	500	0.0524	0.0138	0.0386	0
2026	-416.1	-223.2	500	0.0374	0.0206	0.0168	0
2027	-281.5	-223.3	500	0.0780	0.0343	0.0437	0
2028	-341.1	-223.3	500	0.0564	0.0247	0.0318	0
2029	-223.4	-223.4	500	0.1114	0.0561	0.0553	0
2030	-192.8	-223.4	500	0.0850	0.0236	0.0614	0
2031	-324.4	-223.3	500	0.0522	0.0171	0.0351	0
2032	-176.8	-223.4	500	0.0888	0.0241	0.0646	0
2033	-318.0	-223.4	500	0.0691	0.0327	0.0364	0
2034	-447.7	-223.4	500	0.0393	0.0289	0.0105	0
2035	-335.5	-223.5	500	0.0615	0.0286	0.0329	0
2036	-497.2	-223.6	500	0.0353	0.0347	0.0006	0
2037	-80.7	-223.7	500	0.1031	0.0193	0.0839	0
2038	-562.9	-223.6	500	0.0271	0.0397	-0.0126	0
2039	-89.6	-223.8	500	0.1064	0.0243	0.0821	0
2040	-200.6	-223.7	500	0.0775	0.0176	0.0599	0
2041	-254.8	-223.7	500	0.0789	0.0298	0.0490	0
2042	-35.9	-223.7	500	0.1093	0.0164	0.0928	0
2043	-116.7	-223.7	500	0.0982	0.0215	0.0767	0
2044	-54.7	-223.6	500	0.1055	0.0165	0.0891	0
2045	-455.3	-223.5	500	0.0305	0.0215	0.0089	0
2046	-308.2	-223.6	500	0.0948	0.0564	0.0384	0
2047	-608.1	-223.7	500	0.0181	0.0397	-0.0216	0
2048	-55.1	-223.9	500	0.0989	0.0099	0.0890	0
2049	-396.9	-223.8	500	0.1214	0.1008	0.0206	0
2050	-138.6	-223.9	500	0.0980	0.0257	0.0723	0
2051	-228.3	-223.8	500	0.1017	0.0474	0.0543	0
2052	-183.9	-223.8	500	0.0799	0.0167	0.0632	0
2053	-143.0	-223.8	500	0.0888	0.0174	0.0714	0
2054	-641.6	-223.8	500	0.0118	0.0402	-0.0283	0
2055	-275.9	-224.0	500	0.0606	0.0158	0.0448	0
2056	-490.7	-224.0	500	0.0240	0.0222	0.0019	0
2057	-153.5	-224.1	500	0.0910	0.0217	0.0693	0
2058	-148.3	-224.1	500	0.0771	0.0068	0.0703	0
2059	-78.9	-224.1	500	0.0974	0.0131	0.0842	0
2060	-269.3	-224.0	500	0.0611	0.0149	0.0461	0
2061	-450.9	-224.0	500	0.0824	0.0726	0.0098	0
2062	-467.9	-224.1	500	0.0347	0.0283	0.0064	0
2063	-416.0	-224.2	500	0.0286	0.0118	0.0168	0
2064	-92.9	-224.3	500	0.1093	0.0278	0.0814	0
2065	-35.6	-224.3	500	0.1034	0.0105	0.0929	0
2066	373.3	-224.2	55	0.0387	0.0028	0.0359	1
2067	-300.2	-223.9	500	0.0604	0.0204	0.0400	0
2068	-89.4	-223.9	500	0.0958	0.0137	0.0821	0
2069	-402.1	-223.9	500	0.0426	0.0230	0.0196	0
2070	-254.2	-223.9	500	0.1107	0.0616	0.0492	0
2071	-147.7	-224.0	500	0.0879	0.0175	0.0705	0
2072	-282.5	-223.9	500	0.0617	0.0182	0.0435	0
2073	-453.9	-223.9	500	0.0319	0.0227	0.0092	0
2074	-135.7	-224.1	500	0.0858	0.0129	0.0729	0
2075	-76.9	-224.0	500	0.1052	0.0206	0.0846	0
2076	-576.7	-223.9	500	0.0138	0.0292	-0.0153	0
2077	-525.0	-224.1	500	0.0205	0.0255	-0.0050	0
2078	494.4	-224.3	231	0.0979	0.0027	0.0952	1
2079	-145.3	-223.9	500	0.0863	0.0154	0.0709	0
2080	-142.0	-223.9	500	0.1066	0.0350	0.0716	0
2081	-281.2	-223.8	500	0.0604	0.0166	0.0438	0
2082	-233.2	-223.9	500	0.0659	0.0126	0.0534	0
2083	-127.0	-223.9	500	0.0845	0.0099	0.0746	0
2084	-368.6	-223.8	500	0.0917	0.0655	0.0263	0
2085	-174.4	-223.9	500	0.0756	0.0105	0.0651	0
2086	-371.8	-223.9	500	0.0414	0.0158	0.0256	0
2087	-564.2	-223.9	500	0.0286	0.0414	-0.0128	0
2088	-302.9	-224.1	500	0.0521	0.0127	0.0394	0
2089	-494.0	-224.1	500	0.0307	0.0295	0.0012	0
2090	-119.1	-224.3	500	0.1108	0.0346	0.0762	0
2091	-576.7	-224.2	500	0.0204	0.0358	-0.0153	0
2092	-62.6	-224.4	500	0.1086	0.0211	0.0875	0
2093	-204.8	-224.3	500	0.0931	0.0341	0.0590	0
2094	460.4	-224.3	124	0.0701	0.0029	0.0672	1
2095	-133.6	-224.0	500	0.0880	0.0148	0.0733	0
2096	-177.3	-223.9	500	0.0842	0.0197	0.0645	0
2097	-222.2	-223.9	500	0.0980	0.0424	0.0556	0
2098	-80.1	-223.9	500	0.0896	0.0057	0.0840	0
2099	-321.0	-223.8	500	0.0588	0.0230	0.0358	0
2100	-157.8	-223.9	500	0.1079	0.0395	0.0684	0
2101	-228.8	-223.9	500	0.0645	0.0103	0.0542	0
2102	-427.5	-223.9	500	0.0311	0.0166	0.0145	0
2103	-205.7	-224.0	500	0.1057	0.0468	0.0589	0
2104	-184.5	-223.9	500	0.0736	0.0105	0.0631	0
2105	-210.4	-223.9	500	0.0745	0.0165	0.0579	0
2106	-277.0	-223.9	500	0.0620	0.0174	0.0446	0
2107	-262.9	-223.9	500	0.0695	0.0220	0.0474	0
2108	-328.5	-224.0	500	0.0550	0.0207	0.0343	0
2109	-148.8	-224.0	500	0.0839	0.0136	0.0702	0
2110	-33.1	-224.0	500	0.1081	0.0147	0.0934	0
2111	-326.8	-223.9	500	0.0473	0.0126	0.0346	0
2112	-188.2	-223.9	500	0.0883	0.0260	0.0624	0
2113	-645.7	-223.9	500	0.0309	0.0600	-0.0291	0
2114	449.7	-224.1	123	0.0675	0.0028	0.0647	1
2115	520.9	-223.8	187	0.0946	0.0029	0.0916	1
2116	-462.2	-223.4	500	0.0501	0.0425	0.0076	0
2117	-264.0	-223.6	500	0.1051	0.0579	0.0472	0
2118	-332.3	-223.6	500	0.0579	0.0243	0.0335	0
2119	-568.1	-223.6	500	0.0293	0.0430	-0.0136	0
2120	-181.5	-223.8	500	0.0779	0.0142	0.0637	0
2121	-135.6	-223.8	500	0.0867	0.0139	0.0729	0
2122	-348.1	-223.7	500	0.0518	0.0214	0.0304	0
2123	-246.8	-223.8	500	0.0627	0.0121	0.0506	0
2124	-321.3	-223.8	500	0.0594	0.0237	0.0357	0
2125	-395.3	-223.8	500	0.0440	0.0231	0.0209	0
2126	-408.8	-223.9	500	0.0472	0.0289	0.0182	0
2127	-321.7	-224.0	500	0.0837	0.0480	0.0357	0
2128	-393.7	-224.1	500	0.0937	0.0725	0.0213	0
2129	-459.3	-224.1	500	0.0472	0.0390	0.0081	0
2130	-282.7	-224.2	500	0.0625	0.0190	0.0435	0
2131	-81.4	-224.3	500	0.1116	0.0278	0.0837	0
2132	-174.9	-224.2	500	0.0761	0.0111	0.0650	0
2133	-460.4	-224.2	500	0.0321	0.0241	0.0079	0
2134	-255.1	-224.3	500	0.0604	0.0114	0.0490	0
2135	-356.3	-224.3	500	0.0496	0.0209	0.0287	0
2136	-170.9	-224.4	500	0.0750	0.0092	0.0658	0
2137	-373.1	-224.3	500	0.0467	0.0213	0.0254	0
2138	-101.2	-224.4	500	0.0840	0.0042	0.0798	0
2139	-372.3	-224.4	500	0.0339	0.0083	0.0255	0
2140	-279.2	-224.4	500	0.0626	0.0184	0.0442	0
2141	-350.5	-224.5	500	0.0550	0.0251	0.0299	0
2142	-234.1	-224.5	500	0.0691	0.0159	0.0532	0
2143	-38.9	-224.5	500	0.1141	0.0219	0.0922	0
2144	472.6	-224.4	105	0.0687	0.0029	0.0658	1
2145	-216.7	-224.1	500	0.0784	0.0217	0.0567	0
2146	-125.9	-224.1	500	0.0891	0.0142	0.0748	0
2147	-302.1	-224.1	500	0.0936	0.0540	0.0396	0
2148	-514.6	-224.1	500	0.0095	0.0124	-0.0029	0
2149	-316.1	-224.2	500	0.0949	0.0581	0.0368	0
2150	-302.7	-224.3	500	0.1013	0.0618	0.0395	0
2151	-153.7	-224.3	500	0.0875	0.0183	0.0693	0
2152	-234.5	-224.3	500	0.0711	0.0180	0.0531	0
2153	-428.2	-224.3	500	0.0455	0.0311	0.0144	0
2154	-57.9	-224.4	500	0.1042	0.0158	0.0884	0
2155	-149.1	-224.3	500	0.0926	0.0224	0.0702	0
2156	-142.8	-224.3	500	0.1089	0.0375	0.0714	0
2157	-252.0	-224.2	500	0.0661	0.0164	0.0496	0
2158	-215.1	-224.2	500	0.1073	0.0504	0.0570	0
2159	-418.9	-224.2	500	0.0580	0.0417	0.0162	0
2160	-385.0	-224.3	500	0.0877	0.0647	0.0230	0
2161	526.7	-224.4	208	0.0998	0.0027	0.0971	1
2162	354.3	-224.0	86	0.0409	0.0029	0.0380	1
2163	-231.3	-223.8	500	0.0638	0.0101	0.0537	0
2164	-254.5	-223.8	500	0.0666	0.0175	0.0491	0
2165	-259.5	-223.8	500	0.0682	0.0201	0.0481	0
2166	-424.3	-223.8	500	0.0998	0.0846	0.0151	0
2167	-367.1	-223.9	500	0.0893	0.0628	0.0266	0
2168	-138.8	-224.0	500	0.0846	0.0123	0.0722	0
2169	-408.6	-223.9	500	0.0976	0.0793	0.0183	0
2170	-414.1	-224.0	500	0.0340	0.0169	0.0172	0
2171	-127.2	-224.1	500	0.0967	0.0221	0.0746	0
2172	-389.5	-224.1	500	0.0421	0.0200	0.0221	0
2173	-180.2	-224.1	500	0.0745	0.0106	0.0640	0
2174	-135.2	-224.1	500	0.1082	0.0352	0.0730	0
2175	-266.9	-224.1	500	0.0998	0.0532	0.0466	0
2176	-75.4	-224.1	500	0.1064	0.0214	0.0849	0
2177	324.8	-224.0	151	0.0480	0.0029	0.0450	1
2178	-373.6	-223.8	500	0.0443	0.0191	0.0253	0
2179	-310.3	-223.8	500	0.0608	0.0229	0.0379	0
2180	-353.0	-223.9	500	0.0487	0.0193	0.0294	0
2181	-368.8	-223.9	500	0.0487	0.0225	0.0262	0
2182	449.4	-224.0	176	0.0779	0.0026	0.0753	1
2183	-400.9	-223.7	500	0.0321	0.0123	0.0198	0
2184	-282.2	-223.8	500	0.1127	0.0692	0.0436	0
2185	-492.5	-223.8	500	0.0165	0.0149	0.0015	0
2186	-309.5	-223.9	500	0.0473	0.0092	0.0381	0
2187	-178.3	-224.0	500	0.0779	0.0136	0.0643	0
2188	-229.0	-224.0	500	0.0979	0.0437	0.0542	0
2189	-128.9	-224.0	500	0.0847	0.0105	0.0742	0
2190	-268.4	-223.9	500	0.0940	0.0477	0.0463	0
2191	-312.2	-223.9	500	0.0533	0.0157	0.0376	0
2192	-324.3	-224.0	500	0.0564	0.0212	0.0351	0
2193	-258.9	-224.0	500	0.0839	0.0357	0.0482	0
2194	-163.8	-224.0	500	0.0798	0.0126	0.0672	0
2195	-262.1	-224.0	500	0.0946	0.0470	0.0476	0
2196	-95.2	-224.0	500	0.1028	0.0218	0.0810	0
2197	106.8	-224.0	258	0.0258	0.0029	0.0229	1
2198	-438.9	-223.8	500	0.0434	0.0312	0.0122	0
2199	-215.9	-223.9	500	0.0838	0.0270	0.0568	0
2200	-163.2	-223.9	500	0.0836	0.0163	0.0674	0
2201	-233.3	-223.9	500	0.0710	0.0177	0.0533	0
2202	-484.3	-223.9	500	0.0177	0.0146	0.0031	0
2203	-267.6	-224.0	500	0.0627	0.0162	0.0465	0
2204	-350.9	-224.0	500	0.0511	0.0213	0.0298	0
2205	-339.8	-224.1	500	0.0580	0.0260	0.0320	0
2206	-266.5	-224.1	500	0.0822	0.0355	0.0467	0
2207	-185.9	-224.2	500	0.0984	0.0356	0.0628	0
2208	221.6	-224.1	138	0.0247	0.0029	0.0219	1
2209	366.2	-223.9	151	0.0565	0.0029	0.0537	1
2210	-357.0	-223.7	500	0.0440	0.0154	0.0286	0
2211	-198.5	-223.7	500	0.1064	0.0461	0.0603	0
2212	-213.1	-223.7	500	0.0677	0.0104	0.0574	0
2213	-200.3	-223.7	500	0.0749	0.0149	0.0599	0
2214	-166.4	-223.7	500	0.0998	0.0331	0.0667	0
2215	300.7	-223.7	186	0.0501	0.0029	0.0472	1
2216	517.3	-223.4	192	0.0947	0.0029	0.0918	1
2217	-341.7	-223.1	500	0.0513	0.0197	0.0317	0
2218	188.6	-223.2	123	0.0152	0.0030	0.0122	1
2219	-264.9	-223.0	500	0.0660	0.0190	0.0470	0
2220	496.0	-223.0	151	0.0826	0.0030	0.0796	1
2221	-152.6	-222.7	500	0.0810	0.0115	0.0695	0
2222	-348.6	-222.6	500	0.1137	0.0835	0.0303	0
2223	-260.5	-222.7	500	0.0643	0.0164	0.0479	0
2224	-186.2	-222.7	500	0.0816	0.0189	0.0628	0
2225	-381.5	-222.7	500	0.0885	0.0648	0.0237	0
2226	-477.6	-222.8	500	0.0814	0.0770	0.0045	0
2227	-230.6	-222.9	500	0.0984	0.0445	0.0539	0
2228	-203.8	-222.9	500	0.1024	0.0432	0.0592	0
2229	322.7	-222.9	104	0.0383	0.0030	0.0353	1
2230	-366.6	-222.6	500	0.0627	0.0360	0.0267	0
2231	-340.3	-222.7	500	0.0840	0.0521	0.0319	0
2232	-386.9	-222.7	500	0.0380	0.0154	0.0226	0
2233	-502.1	-222.8	500	0.0367	0.0371	-0.0004	0
2234	-388.9	-222.9	500	0.0593	0.0371	0.0222	0
2235	-21.6	-223.0	500	0.1022	0.0065	0.0957	0
2236	-203.8	-222.9	500	0.0916	0.0323	0.0592	0
2237	-423.0	-222.9	500	0.0847	0.0693	0.0154	0
2238	-165.3	-223.0	500	0.0798	0.0129	0.0669	0
2239	-312.2	-223.0	500	0.0587	0.0212	0.0376	0
2240	-146.9	-223.0	500	0.0893	0.0186	0.0706	0
2241	-306.0	-223.0	500	0.0470	0.0082	0.0388	0
2242	-265.4	-223.0	500	0.0725	0.0256	0.0469	0
2243	-286.4	-223.0	500	0.0681	0.0254	0.0427	0
2244	-322.9	-223.1	500	0.0648	0.0294	0.0354	0
2245	-504.8	-223.1	500	0.0144	0.0154	-0.0010	0
2246	-418.9	-223.2	500	0.0455	0.0293	0.0162	0
2247	-279.7	-223.3	500	0.0623	0.0182	0.0441	0
2248	-425.5	-223.4	500	0.0377	0.0228	0.0149	0
2249	-382.1	-223.4	500	0.0415	0.0179	0.0236	0
2250	-320.1	-223.5	500	0.0547	0.0187	0.0360	0
2251	-554.8	-223.6	500	0.0281	0.0391	-0.0110	0
2252	-312.8	-223.7	500	0.0451	0.0077	0.0374	0
2253	-312.1	-223.7	500	0.0562	0.0186	0.0376	0
2254	-416.5	-223.8	500	0.0426	0.0258	0.0167	0
2255	230.5	-223.9	66	0.0121	0.0030	0.0092	1
2256	424.8	-223.7	117	0.0615	0.0027	0.0588	1
2257	-401.5	-223.4	500	0.0302	0.0105	0.0197	0
2258	-287.7	-223.5	500	0.0715	0.0290	0.0425	0
2259	145.7	-223.5	184	0.0188	0.0030	0.0158	1
2260	-307.3	-223.3	500	0.0578	0.0193	0.0385	0
2261	-240.2	-223.4	500	0.0748	0.0228	0.0520	0
2262	-351.8	-223.4	500	0.0990	0.0694	0.0296	0
2263	507.0	-223.4	173	0.0889	0.0029	0.0860	1
2264	528.5	-223.1	157	0.0900	0.0030	0.0871	1
2265	-201.0	-222.8	500	0.0945	0.0347	0.0598	0
2266	-101.1	-222.8	500	0.1082	0.0284	0.0798	0
2267	-352.9	-222.7	500	0.0671	0.0377	0.0294	0
2268	-465.9	-222.8	500	0.0378	0.0310	0.0068	0
2269	-131.3	-222.9	500	0.0940	0.0203	0.0737	0
2270	353.6	-222.8	367	0.0970	0.0027	0.0943	1
2271	-92.2	-222.6	500	0.0983	0.0168	0.0816	0
2272	356.2	-222.5	55	0.0351	0.0030	0.0321	1
2273	491.4	-222.3	161	0.0834	0.0029	0.0804	1
2274	-187.5	-222.0	500	0.0827	0.0202	0.0625	0
2275	-410.7	-221.9	500	0.0522	0.0343	0.0179	0
2276	-294.7	-222.0	500	0.1069	0.0659	0.0411	0
2277	-410.9	-222.1	500	0.0514	0.0335	0.0178	0
2278	-405.1	-222.1	500	0.0476	0.0286	0.0190	0
2279	-419.1	-222.2	500	0.0659	0.0498	0.0162	0
2280	-101.2	-222.3	500	0.0923	0.0126	0.0798	0
2281	-104.4	-222.2	500	0.0892	0.0101	0.0791	0
2282	-278.6	-222.2	500	0.0510	0.0067	0.0443	0
2283	-44.6	-222.2	500	0.1041	0.0130	0.0911	0
2284	397.8	-222.1	94	0.0512	0.0028	0.0484	1
2285	-211.8	-221.9	500	0.0785	0.0209	0.0576	0
2286	-117.9	-221.9	500	0.0866	0.0102	0.0764	0
2287	-254.2	-221.8	500	0.0615	0.0124	0.0492	0
2288	-427.0	-221.8	500	0.0399	0.0254	0.0146	0
2289	-74.4	-221.9	500	0.1014	0.0163	0.0851	0
2290	-366.2	-221.9	500	0.0670	0.0402	0.0268	0
2291	-389.2	-221.9	500	0.0504	0.0283	0.0222	0
2292	-100.7	-222.0	500	0.1009	0.0211	0.0799	0
2293	-301.1	-221.9	500	0.0715	0.0317	0.0398	0
2294	-238.5	-222.0	500	0.0756	0.0233	0.0523	0
2295	-388.5	-222.0	500	0.0353	0.0130	0.0223	0
2296	-385.8	-222.1	500	0.0548	0.0319	0.0228	0
2297	-173.1	-222.1	500	0.0827	0.0174	0.0654	0
2298	-343.6	-222.1	500	0.0673	0.0360	0.0313	0
2299	-477.9	-222.2	500	0.0097	0.0053	0.0044	0
2300	348.6	-222.3	148	0.0522	0.0030	0.0492	1
2301	-186.5	-222.0	500	0.0985	0.0358	0.0627	0
2302	-202.1	-222.0	500	0.0891	0.0296	0.0596	0
2303	-291.6	-222.0	500	0.0774	0.0357	0.0417	0
2304	-60.0	-222.0	500	0.1165	0.0285	0.0880	0
2305	-371.0	-222.0	500	0.0541	0.0284	0.0258	0
2306	-279.7	-222.0	500	0.0680	0.0240	0.0441	0
2307	-405.3	-222.1	500	0.0479	0.0290	0.0189	0
2308	-315.5	-222.1	500	0.0492	0.0123	0.0369	0
2309	314.4	-222.2	35	0.0228	0.0027	0.0200	1
2310	-30.3	-221.9	500	0.1120	0.0180	0.0939	0
2311	-249.6	-221.9	500	0.0727	0.0226	0.0501	0
2312	205.1	-221.9	85	0.0109	0.0030	0.0079	1
2313	-386.8	-221.7	500	0.0497	0.0270	0.0226	0
2314	-234.2	-221.8	500	0.0795	0.0263	0.0532	0
2315	-415.6	-221.8	500	0.1026	0.0857	0.0169	0
2316	-413.2	-221.8	500	0.0407	0.0233	0.0174	0
2317	-223.6	-221.9	500	0.0835	0.0283	0.0553	0
2318	-450.2	-221.9	500	0.0276	0.0176	0.0100	0
2319	-567.4	-222.0	500	0.0285	0.0420	-0.0135	0
2320	-289.9	-222.2	500	0.0883	0.0462	0.0420	0
2321	-392.4	-222.2	500	0.0454	0.0238	0.0215	0
2322	-100.5	-222.3	500	0.1142	0.0342	0.0799	0
2323	-186.3	-222.2	500	0.1040	0.0413	0.0627	0
2324	479.3	-222.2	157	0.0804	0.0029	0.0775	1
2325	-221.8	-221.9	500	0.0893	0.0337	0.0556	0
2326	-144.9	-221.9	500	0.0991	0.0281	0.0710	0
2327	382.4	-221.9	116	0.0525	0.0028	0.0497	1
2328	-412.0	-221.6	500	0.0389	0.0213	0.0176	0
2329	414.1	-221.7	115	0.0587	0.0029	0.0558	1
2330	-417.0	-221.4	500	0.0337	0.0171	0.0166	0
2331	-282.8	-221.5	500	0.0750	0.0315	0.0434	0
2332	-229.8	-221.5	500	0.0593	0.0053	0.0540	0
2333	426.0	-221.5	101	0.0582	0.0025	0.0557	1
2334	-228.7	-221.3	500	0.0692	0.0149	0.0543	0
2335	-346.9	-221.3	500	0.0470	0.0164	0.0306	0
2336	-56.9	-221.3	500	0.1079	0.0193	0.0886	0
2337	-404.4	-221.2	500	0.0534	0.0343	0.0191	0
2338	-293.3	-221.3	500	0.0746	0.0333	0.0413	0
2339	-72.5	-221.4	500	0.1095	0.0240	0.0855	0
2340	-138.6	-221.3	500	0.1001	0.0278	0.0723	0
2341	-262.3	-221.3	500	0.0737	0.0261	0.0475	0
2342	-212.8	-221.3	500	0.0914	0.0340	0.0574	0
2343	-340.5	-221.3	500	0.0453	0.0134	0.0319	0
2344	-419.7	-221.3	500	0.0322	0.0161	0.0161	0
2345	-125.7	-221.4	500	0.0946	0.0197	0.0749	0
2346	-178.5	-221.4	500	0.0827	0.0184	0.0643	0
2347	-92.3	-221.3	500	0.0941	0.0126	0.0815	0
2348	-178.5	-221.3	500	0.0729	0.0086	0.0643	0
2349	-526.2	-221.3	500	0.0126	0.0178	-0.0052	0
2350	-462.2	-221.4	500	0.0268	0.0192	0.0076	0
2351	-49.5	-221.5	500	0.0977	0.0076	0.0901	0
2352	-313.2	-221.4	500	0.0666	0.0293	0.0374	0
2353	-277.1	-221.5	500	0.0806	0.0360	0.0446	0
2354	-258.7	-221.5	500	0.0687	0.0205	0.0483	0
2355	-284.3	-221.5	500	0.0762	0.0330	0.0431	0
2356	336.9	-221.5	175	0.0553	0.0030	0.0523	1
2357	-45.2	-221.3	500	0.1108	0.0199	0.0910	0
2358	-83.8	-221.2	500	0.0897	0.0064	0.0832	0
2359	-288.6	-221.2	500	0.0717	0.0294	0.0423	0
2360	-89.0	-221.2	500	0.1115	0.0293	0.0822	0
2361	-191.8	-221.1	500	0.0790	0.0173	0.0616	0
2362	-173.2	-221.1	500	0.1041	0.0388	0.0654	0
2363	-189.2	-221.1	500	0.0817	0.0195	0.0622	0
2364	-269.7	-221.1	500	0.0626	0.0165	0.0461	0
2365	-182.2	-221.1	500	0.0804	0.0168	0.0636	0
2366	-96.4	-221.1	500	0.0941	0.0134	0.0807	0
2367	-76.6	-221.0	500	0.1017	0.0170	0.0847	0
2368	-206.8	-221.0	500	0.0853	0.0267	0.0586	0
2369	-202.2	-221.0	500	0.0838	0.0242	0.0596	0
2370	478.2	-221.0	209	0.0902	0.0030	0.0873	1
2371	-563.5	-220.7	500	0.0250	0.0376	-0.0127	0
2372	474.0	-220.8	166	0.0810	0.0028	0.0782	1
2373	-237.1	-220.5	500	0.1021	0.0495	0.0526	0
2374	-232.0	-220.5	500	0.0743	0.0207	0.0536	0
2375	332.6	-220.5	47	0.0290	0.0028	0.0262	1
2376	-454.7	-220.3	500	0.0452	0.0361	0.0091	0
2377	-55.6	-220.4	500	0.1086	0.0198	0.0889	0
2378	-310.9	-220.3	500	0.0634	0.0256	0.0378	0
2379	245.8	-220.4	236	0.0493	0.0030	0.0463	1
2380	-506.0	-220.2	500	0.0342	0.0354	-0.0012	0
2381	-250.6	-220.3	500	0.0705	0.0206	0.0499	0
2382	-161.4	-220.3	500	0.0944	0.0266	0.0677	0
2383	-179.0	-220.3	500	0.0906	0.0264	0.0642	0
2384	303.0	-220.3	328	0.0790	0.0029	0.0761	1
2385	-179.4	-220.0	500	0.1135	0.0494	0.0641	0
