HYPERPARAMS
version: 9	h1_size: 2048	h2_size: None	npop: 50	sigma: 0.1	 alpha: 0.03
ENVIRONMENT
delta_l: 0.0001	max_steps: 500	goal_eps: 0.003


ep	reward	E[r]	steps	start_d	end_d	covered	info
82	-360.0	-425.6	500	0.0856	0.0576	0.0280	0
83	-316.9	-424.8	500	0.0680	0.0314	0.0366	0
84	-444.4	-423.6	500	0.0704	0.0593	0.0111	0
85	-338.4	-423.8	500	0.1106	0.0783	0.0323	0
86	-475.2	-422.8	500	0.0673	0.0623	0.0050	0
87	-443.0	-423.4	500	0.0777	0.0663	0.0114	0
88	-562.8	-423.6	500	0.0247	0.0373	-0.0126	0
89	-448.7	-425.2	500	0.0717	0.0615	0.0103	0
90	-461.3	-425.5	500	0.0559	0.0482	0.0077	0
91	-373.1	-425.9	500	0.0970	0.0716	0.0254	0
92	-544.1	-425.3	500	0.0344	0.0432	-0.0088	0
93	-324.8	-426.6	500	0.0760	0.0410	0.0350	0
94	-440.9	-425.5	500	0.0872	0.0754	0.0118	0
95	-419.8	-425.6	500	0.0614	0.0454	0.0160	0
96	-453.9	-425.6	500	0.0399	0.0306	0.0092	0
97	-531.4	-425.9	500	0.0502	0.0565	-0.0063	0
98	-451.9	-427.0	500	0.0663	0.0566	0.0096	0
99	-462.6	-427.2	500	0.0432	0.0357	0.0075	0
100	-319.9	-427.6	500	0.0918	0.0558	0.0360	0
101	-447.9	-426.5	500	0.0793	0.0688	0.0104	0
102	-411.7	-426.7	500	0.1105	0.0928	0.0177	0
103	-429.8	-426.6	500	0.0992	0.0852	0.0140	0
104	-492.3	-426.6	500	0.0647	0.0631	0.0015	0
105	-172.8	-427.2	500	0.0932	0.0278	0.0654	0
106	-286.3	-424.8	500	0.0646	0.0218	0.0427	0
107	-251.0	-423.5	500	0.0848	0.0350	0.0498	0
108	-276.6	-421.9	500	0.0672	0.0225	0.0447	0
109	-463.3	-420.6	500	0.0575	0.0502	0.0073	0
110	-274.7	-421.0	500	0.0802	0.0352	0.0451	0
111	-477.0	-419.7	500	0.0399	0.0353	0.0046	0
112	-373.8	-420.2	500	0.0402	0.0149	0.0252	0
113	-422.1	-419.8	500	0.0543	0.0387	0.0156	0
114	-388.2	-419.8	500	0.0477	0.0253	0.0224	0
115	-409.0	-419.5	500	0.0817	0.0635	0.0182	0
116	-526.9	-419.4	500	0.0148	0.0202	-0.0054	0
117	-255.2	-420.3	500	0.0960	0.0471	0.0490	0
118	-222.4	-418.9	500	0.1140	0.0584	0.0555	0
119	-427.2	-417.3	500	0.0651	0.0505	0.0146	0
120	-387.9	-417.4	500	0.1129	0.0905	0.0224	0
121	-461.3	-417.1	500	0.0736	0.0659	0.0077	0
122	-441.8	-417.5	500	0.0687	0.0571	0.0116	0
123	-436.4	-417.7	500	0.0819	0.0692	0.0127	0
124	-588.5	-417.8	500	0.0253	0.0429	-0.0177	0
125	420.0	-419.2	212	0.0792	0.0030	0.0762	1
126	-557.5	-412.5	500	0.0161	0.0275	-0.0115	0
127	-300.6	-413.7	500	0.0631	0.0232	0.0399	0
128	-361.5	-412.8	500	0.0625	0.0348	0.0277	0
129	-491.7	-412.4	500	0.0660	0.0644	0.0017	0
130	-319.9	-413.0	500	0.0665	0.0305	0.0360	0
131	-442.7	-412.3	500	0.0446	0.0331	0.0115	0
132	-497.7	-412.5	500	0.0551	0.0547	0.0005	0
133	-419.6	-413.2	500	0.0468	0.0307	0.0161	0
134	-182.3	-413.2	500	0.0820	0.0184	0.0635	0
135	-531.7	-411.5	500	0.0342	0.0406	-0.0063	0
136	-440.5	-412.4	500	0.0321	0.0202	0.0119	0
137	-432.5	-412.6	500	0.0693	0.0558	0.0135	0
138	-466.8	-412.7	500	0.0597	0.0530	0.0066	0
139	-325.4	-413.1	500	0.0653	0.0304	0.0349	0
140	-462.0	-412.5	500	0.0254	0.0178	0.0076	0
141	-462.7	-412.8	500	0.0690	0.0615	0.0075	0
142	-430.1	-413.2	500	0.0888	0.0749	0.0140	0
143	-33.6	-413.3	500	0.1075	0.0142	0.0933	0
144	-423.2	-410.7	500	0.0459	0.0305	0.0154	0
145	-436.8	-410.8	500	0.0891	0.0765	0.0126	0
146	-545.7	-410.9	500	0.0669	0.0760	-0.0091	0
147	-515.7	-411.9	500	0.0543	0.0574	-0.0031	0
148	-240.7	-412.6	500	0.1065	0.0546	0.0519	0
149	-501.7	-411.4	500	0.0598	0.0601	-0.0003	0
150	-428.4	-412.0	500	0.0851	0.0708	0.0143	0
151	-333.3	-412.1	500	0.0917	0.0583	0.0333	0
152	-457.5	-411.6	500	0.0755	0.0670	0.0085	0
153	-520.2	-411.9	500	0.0211	0.0251	-0.0040	0
154	-459.4	-412.6	500	0.0458	0.0377	0.0081	0
155	-475.7	-412.9	500	0.0392	0.0343	0.0049	0
156	-483.7	-413.3	500	0.0443	0.0410	0.0033	0
157	-404.9	-413.8	500	0.0615	0.0425	0.0190	0
158	-300.5	-413.7	500	0.0739	0.0341	0.0399	0
159	-388.2	-413.0	500	0.0823	0.0600	0.0224	0
160	-549.0	-412.8	500	0.0357	0.0455	-0.0098	0
161	-190.1	-413.7	500	0.0918	0.0298	0.0620	0
162	-442.0	-412.3	500	0.0677	0.0561	0.0116	0
163	-409.7	-412.5	500	0.1005	0.0825	0.0181	0
164	-434.0	-412.5	500	0.0954	0.0822	0.0132	0
165	-407.5	-412.6	500	0.1073	0.0888	0.0185	0
166	-509.5	-412.6	500	0.0579	0.0598	-0.0019	0
167	-262.6	-413.1	500	0.0804	0.0329	0.0475	0
168	-541.3	-412.3	500	0.0282	0.0364	-0.0083	0
169	-275.6	-413.0	500	0.0675	0.0227	0.0449	0
170	-255.3	-412.2	500	0.0787	0.0297	0.0489	0
171	-415.3	-411.3	500	0.0970	0.0800	0.0169	0
172	-447.4	-411.3	500	0.0721	0.0616	0.0105	0
173	-432.8	-411.5	500	0.0845	0.0711	0.0134	0
174	-452.5	-411.6	500	0.0553	0.0459	0.0095	0
175	-454.6	-411.9	500	0.0511	0.0420	0.0091	0
176	-458.9	-412.1	500	0.0583	0.0501	0.0082	0
177	-478.5	-412.4	500	0.0525	0.0483	0.0043	0
178	-438.8	-412.8	500	0.0809	0.0686	0.0122	0
179	-473.6	-412.9	500	0.0606	0.0553	0.0053	0
180	-434.0	-413.2	500	0.0826	0.0694	0.0132	0
181	-520.0	-413.4	500	0.0538	0.0578	-0.0040	0
182	-344.4	-413.9	500	0.0873	0.0562	0.0311	0
183	-208.0	-413.6	500	0.0862	0.0278	0.0584	0
184	-622.8	-412.4	500	0.0084	0.0330	-0.0246	0
185	-471.3	-413.6	500	0.0316	0.0258	0.0057	0
186	-498.3	-413.9	500	0.0550	0.0546	0.0003	0
187	-453.3	-414.3	500	0.0795	0.0702	0.0093	0
188	-554.2	-414.5	500	0.0304	0.0413	-0.0108	0
189	-461.9	-415.3	500	0.0374	0.0298	0.0076	0
190	-452.3	-415.5	500	0.0819	0.0723	0.0095	0
191	-441.0	-415.7	500	0.0862	0.0744	0.0118	0
192	-473.1	-415.9	500	0.0394	0.0340	0.0054	0
193	-454.1	-416.2	500	0.0658	0.0566	0.0092	0
194	-449.4	-416.3	500	0.0636	0.0535	0.0101	0
195	-477.8	-416.5	500	0.0575	0.0530	0.0044	0
196	-603.5	-416.8	500	0.0086	0.0293	-0.0207	0
197	-449.0	-417.8	500	0.0665	0.0563	0.0102	0
198	-443.2	-417.9	500	0.0263	0.0149	0.0114	0
199	-441.8	-418.1	500	0.0653	0.0537	0.0116	0
200	-331.8	-418.2	500	0.0743	0.0406	0.0336	0
201	-303.6	-417.8	500	0.0507	0.0114	0.0393	0
202	-479.3	-417.2	500	0.0694	0.0653	0.0041	0
203	-422.5	-417.5	500	0.0973	0.0817	0.0155	0
204	-286.6	-417.5	500	0.0740	0.0313	0.0427	0
205	-557.1	-416.9	500	0.0281	0.0396	-0.0114	0
206	-128.1	-417.6	500	0.0974	0.0230	0.0744	0
207	-453.5	-416.2	500	0.0712	0.0619	0.0093	0
208	-379.4	-416.3	500	0.0594	0.0352	0.0241	0
209	-470.3	-416.2	500	0.0587	0.0528	0.0059	0
210	-435.9	-416.4	500	0.0832	0.0703	0.0128	0
211	-436.2	-416.5	500	0.0873	0.0746	0.0128	0
212	-458.5	-416.6	500	0.0605	0.0522	0.0083	0
213	-524.8	-416.8	500	0.0481	0.0531	-0.0050	0
214	-434.8	-417.3	500	0.0770	0.0640	0.0130	0
215	-474.8	-417.4	500	0.0648	0.0598	0.0050	0
216	-440.4	-417.7	500	0.0850	0.0731	0.0119	0
217	-419.0	-417.8	500	0.1078	0.0916	0.0162	0
218	-123.6	-417.8	500	0.0946	0.0194	0.0753	0
219	-428.3	-416.4	500	0.0574	0.0431	0.0143	0
220	-433.0	-416.5	500	0.0791	0.0657	0.0134	0
221	-291.9	-416.6	500	0.0844	0.0428	0.0416	0
222	-365.9	-416.0	500	0.0778	0.0509	0.0268	0
223	-439.3	-415.8	500	0.0785	0.0664	0.0121	0
224	-504.5	-415.9	500	0.0297	0.0306	-0.0009	0
225	-450.2	-416.3	500	0.0567	0.0467	0.0100	0
226	-559.5	-416.4	500	0.0557	0.0676	-0.0119	0
227	-395.9	-417.0	500	0.0592	0.0384	0.0208	0
228	-202.6	-417.0	500	0.0911	0.0317	0.0595	0
229	-239.3	-416.0	500	0.0753	0.0232	0.0521	0
230	-482.3	-415.2	500	0.0696	0.0661	0.0035	0
231	-427.7	-415.5	500	0.1032	0.0887	0.0145	0
232	-476.7	-415.6	500	0.0346	0.0299	0.0047	0
233	-454.7	-415.9	500	0.0711	0.0620	0.0091	0
234	-167.5	-416.0	500	0.1020	0.0355	0.0665	0
235	-527.3	-415.0	500	0.0379	0.0434	-0.0055	0
236	-273.4	-415.4	500	0.0701	0.0248	0.0453	0
237	-512.6	-414.8	500	0.0318	0.0343	-0.0025	0
238	-250.3	-415.2	500	0.1075	0.0576	0.0499	0
239	-260.1	-414.6	500	0.0563	0.0083	0.0480	0
240	-410.1	-413.9	500	0.0883	0.0703	0.0180	0
241	-455.1	-413.9	500	0.0590	0.0500	0.0090	0
242	470.0	-414.1	228	0.0924	0.0030	0.0895	1
243	-370.6	-410.4	500	0.0944	0.0685	0.0259	0
244	-128.3	-410.3	500	0.1076	0.0332	0.0743	0
245	-474.9	-409.1	500	0.0463	0.0412	0.0050	0
246	-613.3	-409.4	500	0.0256	0.0483	-0.0227	0
247	-460.7	-410.2	500	0.0740	0.0661	0.0079	0
248	-427.1	-410.4	500	0.0923	0.0777	0.0146	0
249	-424.2	-410.5	500	0.0526	0.0374	0.0152	0
250	-430.9	-410.5	500	0.0852	0.0713	0.0138	0
251	-28.1	-410.6	500	0.1047	0.0103	0.0944	0
252	-417.7	-409.1	500	0.0995	0.0830	0.0165	0
253	-398.5	-409.1	500	0.0894	0.0691	0.0203	0
254	-473.9	-409.1	500	0.0392	0.0339	0.0052	0
255	-407.2	-409.3	500	0.1159	0.0973	0.0186	0
256	-416.4	-409.3	500	0.1052	0.0885	0.0167	0
257	-277.9	-409.4	500	0.1068	0.0624	0.0444	0
258	-403.7	-408.9	500	0.1013	0.0821	0.0193	0
259	-425.4	-408.8	500	0.0955	0.0806	0.0149	0
260	-430.8	-408.9	500	0.0887	0.0748	0.0138	0
261	-451.4	-409.0	500	0.0633	0.0536	0.0097	0
262	-443.4	-409.1	500	0.0842	0.0729	0.0113	0
263	-461.9	-409.3	500	0.0748	0.0672	0.0076	0
264	-490.5	-409.5	500	0.0580	0.0561	0.0019	0
265	-484.5	-409.8	500	0.0499	0.0468	0.0031	0
266	-199.5	-410.1	500	0.0800	0.0199	0.0601	0
267	-437.6	-409.3	500	0.0820	0.0695	0.0125	0
268	-428.3	-409.4	500	0.0962	0.0819	0.0143	0
269	-376.9	-409.4	500	0.0802	0.0555	0.0246	0
270	-484.3	-409.3	500	0.0638	0.0607	0.0031	0
271	-505.1	-409.6	500	0.0225	0.0235	-0.0010	0
272	-460.5	-410.0	500	0.0460	0.0381	0.0079	0
273	-439.0	-410.1	500	0.0817	0.0695	0.0122	0
274	-130.0	-410.2	500	0.0833	0.0093	0.0740	0
275	-425.5	-409.2	500	0.0996	0.0847	0.0149	0
276	-348.3	-409.3	500	0.0713	0.0410	0.0303	0
277	-285.7	-409.1	500	0.1051	0.0622	0.0429	0
278	-276.2	-408.6	500	0.0573	0.0125	0.0448	0
279	-460.1	-408.1	500	0.0754	0.0674	0.0080	0
280	-563.2	-408.3	500	0.0190	0.0316	-0.0126	0
281	-281.9	-408.9	500	0.0828	0.0392	0.0436	0
282	-406.0	-408.4	500	0.0990	0.0802	0.0188	0
283	-520.8	-408.4	500	0.0439	0.0481	-0.0042	0
284	-423.8	-408.8	500	0.0922	0.0770	0.0152	0
285	-469.2	-408.9	500	0.0934	0.0873	0.0062	0
286	-321.5	-409.1	500	0.1021	0.0664	0.0357	0
287	-370.1	-408.8	500	0.0939	0.0679	0.0260	0
288	-618.8	-408.6	500	0.0165	0.0403	-0.0238	0
289	-447.9	-409.4	500	0.0664	0.0560	0.0104	0
290	-523.5	-409.5	500	0.0421	0.0468	-0.0047	0
291	-487.6	-409.9	500	0.0282	0.0257	0.0025	0
292	-459.2	-410.2	500	0.0499	0.0417	0.0082	0
293	-224.9	-410.3	500	0.0891	0.0341	0.0550	0
294	-252.0	-409.7	500	0.0738	0.0242	0.0496	0
295	-604.1	-409.2	500	0.0227	0.0435	-0.0208	0
296	-427.7	-409.8	500	0.0546	0.0401	0.0145	0
297	-416.0	-409.9	500	0.1094	0.0926	0.0168	0
298	-458.1	-409.9	500	0.0366	0.0282	0.0084	0
299	-323.9	-410.1	500	0.0998	0.0646	0.0352	0
300	126.2	-409.8	229	0.0239	0.0030	0.0209	1
301	-224.5	-408.0	500	0.0871	0.0320	0.0551	0
302	-428.1	-407.4	500	0.0924	0.0780	0.0144	0
303	-410.7	-407.5	500	0.0519	0.0340	0.0179	0
304	-353.1	-407.5	500	0.0640	0.0346	0.0294	0
305	-110.7	-407.3	500	0.0971	0.0192	0.0779	0
306	-330.6	-406.3	500	0.0648	0.0309	0.0339	0
307	-464.6	-406.1	500	0.0610	0.0539	0.0071	0
308	-463.7	-406.3	500	0.0597	0.0524	0.0073	0
309	-424.1	-406.4	500	0.1044	0.0892	0.0152	0
310	-424.6	-406.5	500	0.0997	0.0846	0.0151	0
311	-161.3	-406.6	500	0.1033	0.0356	0.0677	0
312	-256.5	-405.8	500	0.0993	0.0506	0.0487	0
313	-517.5	-405.3	500	0.0525	0.0560	-0.0035	0
314	-513.2	-405.7	500	0.0474	0.0500	-0.0026	0
315	-150.0	-406.0	500	0.1067	0.0367	0.0700	0
316	-175.6	-405.2	500	0.0860	0.0211	0.0649	0
317	-535.0	-404.5	500	0.0558	0.0628	-0.0070	0
318	-642.2	-404.9	500	0.0264	0.0548	-0.0284	0
319	-332.9	-405.6	500	0.0803	0.0469	0.0334	0
320	-521.6	-405.4	500	0.0670	0.0713	-0.0043	0
321	-482.6	-405.8	500	0.0515	0.0480	0.0035	0
322	-141.0	-406.0	500	0.1042	0.0324	0.0718	0
323	-517.1	-405.2	500	0.0451	0.0486	-0.0034	0
324	-457.9	-405.5	500	0.0441	0.0357	0.0084	0
325	-456.9	-405.7	500	0.0678	0.0592	0.0086	0
326	-457.1	-405.8	500	0.0825	0.0740	0.0086	0
327	-274.0	-406.0	500	0.0717	0.0265	0.0452	0
328	-305.5	-405.6	500	0.0724	0.0335	0.0389	0
329	-294.5	-405.3	500	0.0686	0.0275	0.0411	0
330	-190.0	-404.9	500	0.0857	0.0237	0.0620	0
331	-446.8	-404.3	500	0.0784	0.0677	0.0106	0
332	-439.9	-404.4	500	0.0586	0.0466	0.0120	0
333	-409.5	-404.5	500	0.1104	0.0923	0.0181	0
334	-411.3	-404.5	500	0.1052	0.0875	0.0177	0
335	-445.2	-404.6	500	0.0864	0.0754	0.0110	0
336	-404.0	-404.7	500	0.0429	0.0237	0.0192	0
337	-159.2	-404.7	500	0.1014	0.0333	0.0682	0
338	-421.4	-404.0	500	0.1036	0.0879	0.0157	0
339	-155.2	-404.0	500	0.0836	0.0146	0.0690	0
340	-383.9	-403.3	500	0.0571	0.0339	0.0232	0
341	-573.4	-403.2	500	0.0210	0.0357	-0.0147	0
342	-267.4	-403.7	500	0.1152	0.0687	0.0465	0
343	-80.4	-403.3	500	0.1052	0.0213	0.0839	0
344	-464.2	-402.4	500	0.0448	0.0377	0.0072	0
345	-380.2	-402.6	500	0.0703	0.0463	0.0240	0
346	-435.5	-402.5	500	0.0877	0.0747	0.0129	0
347	-351.4	-402.6	500	0.0651	0.0354	0.0297	0
348	-502.3	-402.4	500	0.0207	0.0212	-0.0005	0
349	-365.1	-402.7	500	0.0598	0.0328	0.0270	0
350	-366.3	-402.6	500	0.0581	0.0313	0.0267	0
351	-334.9	-402.5	500	0.0609	0.0279	0.0330	0
352	-317.9	-402.3	500	0.0786	0.0422	0.0364	0
353	449.9	-402.1	173	0.0774	0.0026	0.0748	1
354	-339.2	-399.7	500	0.0689	0.0368	0.0322	0
355	-235.8	-399.5	500	0.0889	0.0360	0.0528	0
356	-558.0	-399.1	500	0.0276	0.0392	-0.0116	0
357	-157.6	-399.5	500	0.0795	0.0110	0.0685	0
358	-197.2	-398.8	500	0.0912	0.0306	0.0606	0
359	-288.8	-398.3	500	0.0784	0.0362	0.0422	0
360	-475.0	-398.0	500	0.0525	0.0476	0.0050	0
361	-349.1	-398.2	500	0.0960	0.0658	0.0302	0
362	-255.9	-398.0	500	0.0822	0.0334	0.0488	0
363	-271.9	-397.6	500	0.0689	0.0233	0.0456	0
364	-495.1	-397.3	500	0.0375	0.0366	0.0010	0
365	-403.5	-397.6	500	0.0434	0.0241	0.0193	0
366	-570.9	-397.6	500	0.0234	0.0376	-0.0142	0
367	57.5	-398.1	500	0.1164	0.0049	0.1115	0
368	-438.8	-396.8	500	0.0844	0.0722	0.0122	0
369	-524.4	-396.9	500	0.0369	0.0418	-0.0049	0
370	-444.7	-397.3	500	0.0886	0.0775	0.0111	0
371	-306.0	-397.4	500	0.0899	0.0511	0.0388	0
372	-264.9	-397.2	500	0.0686	0.0215	0.0470	0
373	-96.9	-396.8	500	0.0922	0.0115	0.0806	0
374	-259.2	-396.0	500	0.0856	0.0374	0.0482	0
375	-416.1	-395.6	500	0.0839	0.0672	0.0168	0
376	-330.4	-395.7	500	0.0611	0.0272	0.0339	0
377	-407.9	-395.5	500	0.0988	0.0804	0.0184	0
378	-501.1	-395.6	500	0.0447	0.0449	-0.0002	0
379	-436.6	-395.8	500	0.0971	0.0844	0.0127	0
380	-364.9	-395.9	500	0.0804	0.0533	0.0270	0
381	-386.7	-395.9	500	0.0908	0.0681	0.0227	0
382	-369.9	-395.8	500	0.0402	0.0142	0.0260	0
383	-201.6	-395.8	500	0.0928	0.0331	0.0597	0
384	-313.0	-395.3	500	0.0601	0.0227	0.0374	0
385	-101.0	-395.0	500	0.1023	0.0225	0.0798	0
386	-276.4	-394.3	500	0.1097	0.0650	0.0447	0
387	-510.4	-394.0	500	0.0750	0.0771	-0.0021	0
388	-465.1	-394.3	500	0.0628	0.0559	0.0070	0
389	-415.2	-394.5	500	0.0758	0.0588	0.0170	0
390	-411.9	-394.5	500	0.1116	0.0940	0.0176	0
391	-418.0	-394.6	500	0.0487	0.0323	0.0164	0
392	-494.4	-394.6	500	0.0595	0.0584	0.0011	0
393	-279.7	-394.9	500	0.0738	0.0297	0.0441	0
394	-204.6	-394.6	500	0.1014	0.0423	0.0591	0
395	-454.4	-394.1	500	0.0559	0.0468	0.0091	0
396	-397.0	-394.3	500	0.0457	0.0251	0.0206	0
397	-427.6	-394.3	500	0.1007	0.0862	0.0145	0
398	-562.3	-394.3	500	0.0657	0.0782	-0.0125	0
399	-512.7	-394.8	500	0.0433	0.0459	-0.0025	0
400	-359.6	-395.1	500	0.0717	0.0436	0.0281	0
401	-225.9	-395.0	500	0.1144	0.0596	0.0548	0
402	-584.6	-394.5	500	0.0277	0.0446	-0.0169	0
403	-497.7	-395.0	500	0.0613	0.0608	0.0005	0
404	-282.1	-395.3	500	0.0844	0.0408	0.0436	0
405	-575.1	-395.0	500	0.0292	0.0442	-0.0150	0
406	-369.2	-395.4	500	0.0736	0.0474	0.0262	0
407	-148.3	-395.4	500	0.0939	0.0235	0.0703	0
408	-433.2	-394.8	500	0.0870	0.0736	0.0134	0
409	-350.9	-394.9	500	0.0567	0.0268	0.0298	0
410	-223.3	-394.8	500	0.0854	0.0300	0.0553	0
411	-193.3	-394.3	500	0.1139	0.0526	0.0613	0
412	-422.8	-393.9	500	0.0778	0.0624	0.0154	0
413	-423.9	-393.9	500	0.0356	0.0204	0.0152	0
414	-451.4	-394.0	500	0.0381	0.0284	0.0097	0
415	-83.1	-394.1	500	0.1081	0.0247	0.0834	0
416	-204.7	-393.4	500	0.0693	0.0102	0.0591	0
417	-272.9	-392.9	500	0.0573	0.0119	0.0454	0
418	-201.4	-392.6	500	0.1115	0.0518	0.0597	0
419	-342.8	-392.2	500	0.0631	0.0317	0.0314	0
420	-252.3	-392.1	500	0.1144	0.0649	0.0495	0
421	-556.5	-391.7	500	0.0427	0.0540	-0.0113	0
422	-361.6	-392.1	500	0.1014	0.0737	0.0277	0
423	-332.3	-392.1	500	0.0555	0.0219	0.0335	0
424	-231.8	-391.9	500	0.0740	0.0203	0.0536	0
425	-232.5	-391.5	500	0.0814	0.0279	0.0535	0
426	-132.1	-391.2	500	0.0890	0.0154	0.0736	0
427	-412.7	-390.6	500	0.0458	0.0283	0.0175	0
428	-319.6	-390.6	500	0.0865	0.0504	0.0361	0
429	-450.4	-390.4	500	0.0441	0.0342	0.0099	0
430	-213.6	-390.6	500	0.0688	0.0116	0.0573	0
431	-305.7	-390.2	500	0.0782	0.0393	0.0389	0
432	-159.4	-390.0	500	0.0991	0.0310	0.0681	0
433	-236.6	-389.4	500	0.0871	0.0344	0.0527	0
434	-512.3	-389.1	500	0.0361	0.0385	-0.0025	0
435	-414.8	-389.4	500	0.0622	0.0452	0.0170	0
436	-427.8	-389.4	500	0.0377	0.0232	0.0144	0
437	-383.8	-389.5	500	0.0428	0.0195	0.0232	0
438	-202.7	-389.5	500	0.0805	0.0210	0.0595	0
439	-305.5	-389.1	500	0.0636	0.0247	0.0389	0
440	-212.4	-388.9	500	0.0736	0.0161	0.0575	0
