HYPERPARAMS
version: 9	h1_size: 2048	h2_size: None	npop: 50	sigma: 0.1	 alpha: 0.03
ENVIRONMENT
delta_l: 0.0001	max_steps: 500	goal_eps: 0.003


ep	reward	E[r]	steps	start_d	end_d	covered	info
1818	-62.9	-304.1	500	0.1087	0.0212	0.0874	0
1819	-356.2	-303.9	500	0.0562	0.0275	0.0288	0
1820	-147.2	-304.0	500	0.1087	0.0382	0.0706	0
1821	-375.7	-303.9	500	0.0550	0.0302	0.0249	0
1822	-165.5	-303.9	500	0.0734	0.0065	0.0669	0
1823	413.4	-303.8	95	0.0546	0.0030	0.0516	1
1824	-98.0	-303.5	500	0.0910	0.0106	0.0804	0
1825	-51.4	-303.3	500	0.1107	0.0209	0.0897	0
1826	365.7	-303.2	71	0.0403	0.0029	0.0375	1
1827	-375.2	-302.8	500	0.0505	0.0255	0.0250	0
1828	-182.4	-302.9	500	0.0849	0.0214	0.0635	0
1829	-289.0	-302.8	500	0.0783	0.0361	0.0422	0
1830	-294.3	-302.8	500	0.0529	0.0118	0.0411	0
1831	-166.1	-302.8	500	0.1070	0.0402	0.0668	0
1832	-213.3	-302.7	500	0.0769	0.0195	0.0573	0
1833	-470.7	-302.7	500	0.0395	0.0336	0.0059	0
1834	-130.7	-302.8	500	0.0916	0.0177	0.0739	0
1835	492.3	-302.7	150	0.0814	0.0028	0.0786	1
1836	-37.2	-302.2	500	0.1073	0.0148	0.0926	0
1837	-487.7	-302.1	500	0.0229	0.0205	0.0025	0
1838	-537.0	-302.2	500	0.0924	0.0998	-0.0074	0
1839	-307.8	-302.3	500	0.0510	0.0126	0.0384	0
1840	-118.1	-302.3	500	0.1010	0.0247	0.0764	0
1841	-111.1	-302.2	500	0.0978	0.0200	0.0778	0
1842	445.8	-302.1	117	0.0659	0.0030	0.0629	1
1843	-100.3	-301.7	500	0.1059	0.0260	0.0799	0
1844	-408.9	-301.6	500	0.0360	0.0178	0.0182	0
1845	-284.7	-301.7	500	0.0735	0.0305	0.0431	0
1846	-107.2	-301.7	500	0.1080	0.0294	0.0786	0
1847	-62.0	-301.5	500	0.0994	0.0118	0.0876	0
1848	-408.0	-301.4	500	0.0507	0.0323	0.0184	0
1849	-282.7	-301.5	500	0.0606	0.0172	0.0435	0
1850	-512.2	-301.5	500	0.0351	0.0375	-0.0024	0
1851	-541.1	-301.6	500	0.0194	0.0277	-0.0082	0
1852	-68.1	-301.7	500	0.0991	0.0127	0.0864	0
1853	534.0	-301.6	153	0.0903	0.0027	0.0876	1
1854	-298.8	-301.1	500	0.0611	0.0208	0.0402	0
1855	-285.1	-301.1	500	0.0632	0.0202	0.0430	0
1856	-280.0	-301.1	500	0.0688	0.0248	0.0440	0
1857	-289.1	-301.1	500	0.0606	0.0184	0.0422	0
1858	-241.2	-301.1	500	0.1059	0.0541	0.0518	0
1859	-64.1	-301.1	500	0.1047	0.0175	0.0872	0
1860	-185.2	-300.9	500	0.0762	0.0132	0.0630	0
1861	511.5	-300.9	223	0.0997	0.0028	0.0969	1
1862	-316.4	-300.4	500	0.0826	0.0459	0.0367	0
1863	-216.1	-300.5	500	0.0747	0.0179	0.0568	0
1864	-315.2	-300.4	500	0.0818	0.0449	0.0370	0
1865	-277.1	-300.4	500	0.0869	0.0423	0.0446	0
1866	-304.1	-300.4	500	0.0870	0.0478	0.0392	0
1867	483.5	-300.4	132	0.0763	0.0030	0.0734	1
1868	-203.6	-300.0	500	0.1061	0.0469	0.0593	0
1869	-251.1	-299.9	500	0.0720	0.0222	0.0498	0
1870	-440.6	-299.9	500	0.0318	0.0199	0.0119	0
1871	-313.5	-300.0	500	0.0784	0.0411	0.0373	0
1872	-311.3	-300.0	500	0.0681	0.0304	0.0377	0
1873	-95.5	-300.0	500	0.1094	0.0285	0.0809	0
1874	-583.0	-299.9	500	0.0267	0.0433	-0.0166	0
1875	-222.9	-300.0	500	0.0763	0.0208	0.0554	0
1876	-369.3	-300.0	500	0.0614	0.0353	0.0261	0
1877	-255.0	-300.0	500	0.0885	0.0395	0.0490	0
1878	-252.2	-300.0	500	0.0800	0.0304	0.0496	0
1879	423.1	-300.0	95	0.0566	0.0029	0.0536	1
1880	-288.5	-299.6	500	0.0991	0.0568	0.0423	0
1881	-479.8	-299.6	500	0.0290	0.0249	0.0040	0
1882	-284.6	-299.7	500	0.0562	0.0131	0.0431	0
1883	-305.9	-299.7	500	0.0667	0.0279	0.0388	0
1884	-327.7	-299.7	500	0.0519	0.0175	0.0345	0
1885	-111.9	-299.7	500	0.1101	0.0325	0.0776	0
1886	370.9	-299.6	141	0.0552	0.0029	0.0523	1
1887	-107.4	-299.2	500	0.0905	0.0120	0.0785	0
1888	-336.0	-299.1	500	0.0510	0.0182	0.0328	0
1889	-151.7	-299.2	500	0.0953	0.0256	0.0697	0
1890	-252.4	-299.1	500	0.0671	0.0175	0.0495	0
1891	-122.5	-299.1	500	0.0880	0.0125	0.0755	0
1892	-377.0	-299.0	500	0.0447	0.0201	0.0246	0
1893	-228.9	-299.0	500	0.0764	0.0222	0.0542	0
1894	-185.0	-299.0	500	0.0943	0.0313	0.0630	0
1895	-367.5	-298.9	500	0.0586	0.0321	0.0265	0
1896	-397.3	-298.9	500	0.1116	0.0911	0.0205	0
1897	-46.1	-299.0	500	0.1007	0.0099	0.0908	0
1898	-198.1	-298.9	500	0.0762	0.0158	0.0604	0
1899	-338.9	-298.8	500	0.0629	0.0307	0.0322	0
1900	-224.8	-298.8	500	0.0693	0.0143	0.0550	0
1901	-236.8	-298.8	500	0.0630	0.0103	0.0526	0
1902	-450.0	-298.8	500	0.0432	0.0332	0.0100	0
1903	-55.3	-298.8	500	0.0985	0.0096	0.0889	0
1904	-340.6	-298.7	500	0.0503	0.0184	0.0319	0
1905	-506.1	-298.7	500	0.0404	0.0416	-0.0012	0
1906	-151.3	-298.8	500	0.0824	0.0127	0.0697	0
1907	-427.1	-298.8	500	0.0305	0.0159	0.0146	0
1908	-50.8	-298.8	500	0.1007	0.0109	0.0898	0
1909	-287.8	-298.7	500	0.0533	0.0109	0.0424	0
1910	-192.6	-298.7	500	0.0803	0.0188	0.0615	0
1911	-79.9	-298.6	500	0.0949	0.0108	0.0840	0
1912	-311.4	-298.5	500	0.0703	0.0326	0.0377	0
1913	-132.0	-298.5	500	0.0953	0.0217	0.0736	0
1914	-279.3	-298.5	500	0.0959	0.0518	0.0441	0
1915	-283.5	-298.4	500	0.0558	0.0125	0.0433	0
1916	-536.8	-298.4	500	0.0241	0.0314	-0.0074	0
1917	-380.8	-298.6	500	0.0359	0.0121	0.0238	0
1918	-553.4	-298.6	500	0.0323	0.0430	-0.0107	0
1919	-426.3	-298.7	500	0.0329	0.0181	0.0147	0
1920	-432.3	-298.8	500	0.0383	0.0248	0.0135	0
1921	-225.8	-298.9	500	0.0811	0.0262	0.0548	0
1922	-427.5	-298.8	500	0.0518	0.0373	0.0145	0
1923	-404.4	-298.9	500	0.0456	0.0265	0.0191	0
1924	-498.4	-299.0	500	0.0365	0.0362	0.0003	0
1925	-351.3	-299.1	500	0.0469	0.0171	0.0297	0
1926	-278.6	-299.1	500	0.0663	0.0220	0.0443	0
1927	-344.2	-299.1	500	0.0682	0.0370	0.0312	0
1928	-320.1	-299.1	500	0.0725	0.0366	0.0360	0
1929	269.5	-299.1	165	0.0397	0.0030	0.0368	1
1930	-232.9	-298.8	500	0.0727	0.0193	0.0534	0
1931	-40.6	-298.8	500	0.1145	0.0227	0.0919	0
1932	-290.2	-298.6	500	0.0561	0.0142	0.0420	0
1933	-160.8	-298.6	500	0.0812	0.0134	0.0678	0
1934	-374.3	-298.6	500	0.0515	0.0263	0.0251	0
1935	-53.4	-298.6	500	0.1116	0.0223	0.0893	0
1936	-368.7	-298.5	500	0.0345	0.0083	0.0263	0
1937	-471.2	-298.5	500	0.0343	0.0286	0.0058	0
1938	-382.0	-298.6	500	0.0754	0.0518	0.0236	0
1939	-122.1	-298.7	500	0.0821	0.0065	0.0756	0
1940	-332.9	-298.6	500	0.0626	0.0292	0.0334	0
1941	-190.2	-298.6	500	0.0885	0.0265	0.0620	0
1942	-164.0	-298.5	500	0.1043	0.0371	0.0672	0
1943	-517.0	-298.5	500	0.0423	0.0457	-0.0034	0
1944	-477.4	-298.6	500	0.1132	0.1087	0.0045	0
1945	-163.2	-298.7	500	0.0960	0.0287	0.0674	0
1946	-277.7	-298.6	500	0.0766	0.0322	0.0445	0
1947	-108.1	-298.6	500	0.1008	0.0224	0.0784	0
1948	-476.1	-298.5	500	0.1040	0.0992	0.0048	0
1949	-200.6	-298.6	500	0.1018	0.0419	0.0599	0
1950	-161.1	-298.5	500	0.0881	0.0203	0.0678	0
1951	-372.8	-298.4	500	0.0575	0.0321	0.0254	0
1952	-512.1	-298.5	500	0.0966	0.0990	-0.0024	0
1953	-470.5	-298.6	500	0.1108	0.1048	0.0059	0
1954	-126.6	-298.7	500	0.0854	0.0108	0.0747	0
1955	-448.3	-298.6	500	0.0368	0.0265	0.0103	0
1956	-609.9	-298.7	500	0.0168	0.0388	-0.0220	0
1957	-541.1	-298.8	500	0.0970	0.1052	-0.0082	0
1958	-491.7	-299.0	500	0.0431	0.0414	0.0017	0
1959	-406.3	-299.1	500	0.0453	0.0266	0.0187	0
1960	-382.3	-299.1	500	0.0555	0.0319	0.0235	0
1961	-356.1	-299.2	500	0.1115	0.0827	0.0288	0
1962	-315.2	-299.2	500	0.0637	0.0267	0.0370	0
1963	-627.3	-299.2	500	0.0222	0.0477	-0.0255	0
1964	-442.8	-299.4	500	0.0295	0.0181	0.0114	0
1965	-508.0	-299.4	500	0.0212	0.0228	-0.0016	0
1966	-404.1	-299.5	500	0.0420	0.0229	0.0192	0
1967	-369.6	-299.6	500	0.0690	0.0429	0.0261	0
1968	-271.1	-299.6	500	0.0603	0.0146	0.0458	0
1969	-338.7	-299.6	500	0.0496	0.0174	0.0323	0
1970	-248.6	-299.6	500	0.0785	0.0282	0.0503	0
1971	-464.2	-299.6	500	0.1107	0.1036	0.0072	0
1972	-397.7	-299.7	500	0.1037	0.0832	0.0205	0
1973	-200.2	-299.7	500	0.0784	0.0184	0.0600	0
1974	-213.6	-299.7	500	0.1013	0.0441	0.0573	0
1975	-337.4	-299.6	500	0.0497	0.0171	0.0325	0
1976	-246.5	-299.7	500	0.0927	0.0420	0.0507	0
1977	-453.4	-299.6	500	0.0352	0.0259	0.0093	0
1978	-346.4	-299.7	500	0.0870	0.0563	0.0307	0
1979	-287.8	-299.7	500	0.0655	0.0230	0.0424	0
1980	-478.7	-299.7	500	0.0237	0.0194	0.0043	0
1981	-375.9	-299.8	500	0.0533	0.0285	0.0248	0
1982	-594.2	-299.9	500	0.0129	0.0317	-0.0188	0
1983	-418.9	-300.0	500	0.0695	0.0533	0.0162	0
1984	-331.6	-300.1	500	0.0822	0.0485	0.0337	0
1985	-169.0	-300.1	500	0.0885	0.0223	0.0662	0
1986	-121.5	-300.0	500	0.0886	0.0129	0.0757	0
1987	-129.2	-299.9	500	0.1041	0.0299	0.0742	0
1988	-275.4	-299.8	500	0.0804	0.0354	0.0449	0
1989	-309.3	-299.8	500	0.0534	0.0153	0.0381	0
1990	-444.9	-299.8	500	0.0328	0.0218	0.0110	0
1991	-80.7	-299.9	500	0.1086	0.0247	0.0839	0
1992	-436.5	-299.8	500	0.0411	0.0284	0.0127	0
1993	-507.8	-299.9	500	0.0222	0.0238	-0.0016	0
1994	-107.7	-300.0	500	0.1030	0.0245	0.0785	0
1995	-126.9	-299.9	500	0.0960	0.0214	0.0746	0
1996	-453.8	-299.8	500	0.0451	0.0359	0.0092	0
1997	-139.1	-299.9	500	0.1006	0.0284	0.0722	0
1998	-518.1	-299.8	500	0.0139	0.0176	-0.0036	0
1999	-268.8	-299.9	500	0.0710	0.0248	0.0462	0
2000	-199.0	-299.9	500	0.0727	0.0125	0.0602	0
2001	-366.9	-299.8	500	0.0508	0.0242	0.0266	0
2002	-48.2	-299.9	500	0.1085	0.0181	0.0904	0
2003	-397.1	-299.7	500	0.0620	0.0415	0.0206	0
2004	-238.3	-299.8	500	0.1064	0.0541	0.0523	0
2005	-204.9	-299.8	500	0.0815	0.0225	0.0590	0
2006	-172.6	-299.7	500	0.0945	0.0290	0.0655	0
2007	-195.5	-299.6	500	0.0754	0.0145	0.0609	0
2008	-257.0	-299.6	500	0.1051	0.0565	0.0486	0
2009	-398.8	-299.6	500	0.0519	0.0317	0.0202	0
2010	-68.5	-299.6	500	0.0948	0.0085	0.0863	0
2011	-98.7	-299.5	500	0.1023	0.0220	0.0803	0
2012	-359.1	-299.4	500	0.0463	0.0182	0.0282	0
2013	-253.4	-299.4	500	0.0764	0.0271	0.0493	0
2014	405.5	-299.4	79	0.0498	0.0028	0.0470	1
2015	-454.6	-299.1	500	0.0454	0.0363	0.0091	0
2016	-232.3	-299.1	500	0.0713	0.0178	0.0535	0
2017	-246.9	-299.1	500	0.0942	0.0436	0.0506	0
2018	-590.9	-299.1	500	0.0261	0.0442	-0.0182	0
2019	-146.5	-299.2	500	0.1043	0.0336	0.0707	0
2020	-233.7	-299.1	500	0.0781	0.0248	0.0533	0
2021	-330.0	-299.1	500	0.0864	0.0524	0.0340	0
2022	-406.5	-299.1	500	0.0659	0.0472	0.0187	0
2023	-397.9	-299.2	500	0.0388	0.0184	0.0204	0
2024	-420.2	-299.2	500	0.0500	0.0340	0.0160	0
2025	-155.0	-299.3	500	0.0972	0.0281	0.0690	0
2026	-393.0	-299.2	500	0.0343	0.0129	0.0214	0
2027	-211.6	-299.3	500	0.0940	0.0363	0.0577	0
2028	-437.0	-299.2	500	0.0378	0.0252	0.0126	0
2029	-528.8	-299.3	500	0.0289	0.0346	-0.0058	0
2030	-229.5	-299.4	500	0.0729	0.0188	0.0541	0
2031	-339.3	-299.4	500	0.0664	0.0343	0.0321	0
2032	-349.0	-299.4	500	0.0479	0.0177	0.0302	0
2033	-356.2	-299.4	500	0.0805	0.0518	0.0288	0
2034	-244.4	-299.4	500	0.0978	0.0467	0.0511	0
2035	-312.6	-299.4	500	0.0720	0.0345	0.0375	0
2036	-471.0	-299.4	500	0.0372	0.0314	0.0058	0
2037	-73.9	-299.5	500	0.0912	0.0059	0.0852	0
2038	-310.4	-299.4	500	0.0601	0.0222	0.0379	0
2039	-300.0	-299.4	500	0.0773	0.0373	0.0400	0
2040	-414.0	-299.4	500	0.0788	0.0616	0.0172	0
2041	-280.2	-299.5	500	0.0868	0.0428	0.0440	0
2042	-279.6	-299.4	500	0.0723	0.0283	0.0441	0
2043	-188.2	-299.4	500	0.0857	0.0233	0.0624	0
2044	-498.6	-299.4	500	0.0172	0.0170	0.0003	0
2045	-384.8	-299.5	500	0.0573	0.0342	0.0230	0
2046	-337.9	-299.5	500	0.0761	0.0437	0.0324	0
2047	-231.7	-299.5	500	0.0904	0.0367	0.0537	0
2048	-177.4	-299.5	500	0.0846	0.0201	0.0645	0
2049	-243.1	-299.4	500	0.0888	0.0374	0.0514	0
2050	-59.4	-299.4	500	0.1055	0.0174	0.0881	0
2051	557.4	-299.3	220	0.1086	0.0029	0.1057	1
2052	-389.2	-298.9	500	0.0542	0.0320	0.0222	0
2053	330.2	-298.9	67	0.0324	0.0026	0.0298	1
2054	-368.4	-298.6	500	0.0813	0.0549	0.0263	0
2055	193.9	-298.7	207	0.0330	0.0030	0.0300	1
2056	-382.3	-298.4	500	0.0345	0.0110	0.0235	0
2057	-517.7	-298.5	500	0.0398	0.0434	-0.0035	0
2058	-200.9	-298.6	500	0.0875	0.0277	0.0598	0
2059	-240.1	-298.5	500	0.0721	0.0201	0.0520	0
2060	-20.7	-298.5	500	0.1057	0.0098	0.0959	0
2061	-282.0	-298.4	500	0.0574	0.0138	0.0436	0
2062	-83.8	-298.3	500	0.0916	0.0083	0.0832	0
2063	-344.9	-298.2	500	0.1030	0.0720	0.0310	0
2064	-550.5	-298.3	500	0.0224	0.0325	-0.0101	0
2065	-236.1	-298.4	500	0.0971	0.0444	0.0528	0
2066	501.4	-298.4	216	0.0965	0.0027	0.0938	1
2067	-286.5	-298.0	500	0.0649	0.0222	0.0427	0
2068	-555.3	-298.0	500	0.0224	0.0334	-0.0111	0
2069	481.7	-298.1	222	0.0935	0.0029	0.0906	1
2070	-486.0	-297.7	500	0.0372	0.0344	0.0028	0
2071	-366.8	-297.8	500	0.0573	0.0307	0.0266	0
2072	-483.1	-297.8	500	0.0380	0.0346	0.0034	0
2073	-217.0	-297.9	500	0.0747	0.0181	0.0566	0
2074	-326.7	-297.9	500	0.0594	0.0248	0.0347	0
2075	-258.8	-297.9	500	0.0638	0.0156	0.0482	0
2076	-421.8	-297.9	500	0.0782	0.0625	0.0156	0
2077	-179.7	-297.9	500	0.0831	0.0191	0.0641	0
2078	-98.1	-297.9	500	0.1031	0.0228	0.0804	0
2079	-395.3	-297.8	500	0.0375	0.0166	0.0209	0
2080	-202.2	-297.8	500	0.0708	0.0112	0.0596	0
2081	-69.2	-297.8	500	0.1000	0.0139	0.0862	0
2082	-375.0	-297.7	500	0.0713	0.0463	0.0250	0
2083	-329.3	-297.7	500	0.0534	0.0193	0.0341	0
2084	-266.8	-297.7	500	0.0747	0.0280	0.0466	0
2085	-285.7	-297.7	500	0.0946	0.0517	0.0429	0
2086	14.1	-297.7	500	0.1113	0.0085	0.1028	0
2087	-212.6	-297.6	500	0.0953	0.0379	0.0575	0
2088	-141.6	-297.5	500	0.0883	0.0166	0.0717	0
2089	-93.3	-297.4	500	0.0928	0.0115	0.0813	0
2090	-527.5	-297.3	500	0.0371	0.0426	-0.0055	0
2091	-85.2	-297.5	500	0.1028	0.0199	0.0830	0
2092	-430.2	-297.4	500	0.0645	0.0506	0.0140	0
2093	-411.2	-297.4	500	0.0370	0.0192	0.0178	0
2094	-175.2	-297.5	500	0.0813	0.0164	0.0650	0
2095	-500.8	-297.4	500	0.0177	0.0179	-0.0002	0
2096	-141.4	-297.5	500	0.1032	0.0314	0.0717	0
2097	-332.5	-297.4	500	0.0747	0.0412	0.0335	0
2098	-259.3	-297.5	500	0.0669	0.0187	0.0481	0
2099	-89.8	-297.4	500	0.0985	0.0165	0.0820	0
2100	-382.6	-297.3	500	0.0804	0.0569	0.0235	0
2101	531.6	-297.4	222	0.1035	0.0029	0.1006	1
2102	-482.7	-297.0	500	0.0234	0.0200	0.0035	0
2103	-192.4	-297.1	500	0.0675	0.0060	0.0615	0
2104	-381.4	-297.0	500	0.0475	0.0237	0.0237	0
2105	-391.5	-297.1	500	0.0837	0.0620	0.0217	0
2106	-359.9	-297.1	500	0.1217	0.0937	0.0280	0
2107	-198.5	-297.1	500	0.0942	0.0339	0.0603	0
2108	-388.2	-297.1	500	0.0362	0.0139	0.0224	0
2109	-313.2	-297.1	500	0.0597	0.0223	0.0374	0
2110	-289.1	-297.1	500	0.0940	0.0518	0.0422	0
2111	-285.1	-297.1	500	0.0801	0.0372	0.0430	0
2112	-522.5	-297.1	500	0.0405	0.0450	-0.0045	0
2113	-213.6	-297.2	500	0.0952	0.0379	0.0573	0
2114	-200.3	-297.2	500	0.1138	0.0539	0.0599	0
2115	-395.4	-297.2	500	0.0548	0.0339	0.0209	0
2116	-40.4	-297.2	500	0.1054	0.0135	0.0919	0
2117	-367.5	-297.1	500	0.0592	0.0327	0.0265	0
2118	-227.7	-297.1	500	0.0940	0.0396	0.0545	0
2119	-424.4	-297.1	500	0.0669	0.0517	0.0151	0
2120	-22.7	-297.1	500	0.1084	0.0129	0.0955	0
2121	-250.1	-297.0	500	0.0885	0.0385	0.0500	0
2122	-416.2	-297.0	500	0.0575	0.0408	0.0168	0
2123	-237.8	-297.0	500	0.0953	0.0429	0.0524	0
2124	-200.5	-297.0	500	0.0886	0.0287	0.0599	0
2125	-26.2	-297.0	500	0.1039	0.0091	0.0948	0
2126	-308.6	-296.8	500	0.0524	0.0141	0.0383	0
2127	-563.6	-296.8	500	0.0383	0.0510	-0.0127	0
2128	-368.4	-297.0	500	0.0509	0.0246	0.0263	0
2129	-428.6	-297.0	500	0.0555	0.0412	0.0143	0
2130	-62.1	-297.1	500	0.1045	0.0169	0.0876	0
2131	-588.2	-297.0	500	0.0166	0.0342	-0.0176	0
2132	-84.8	-297.1	500	0.1036	0.0205	0.0830	0
2133	-297.4	-297.0	500	0.0780	0.0375	0.0405	0
2134	-38.9	-297.0	500	0.1098	0.0176	0.0922	0
2135	-218.3	-296.9	500	0.0818	0.0254	0.0563	0
2136	-157.6	-296.8	500	0.1093	0.0409	0.0685	0
2137	-116.7	-296.8	500	0.0970	0.0203	0.0767	0
2138	579.5	-296.7	198	0.1086	0.0029	0.1057	1
2139	-255.6	-296.3	500	0.0807	0.0318	0.0489	0
2140	-271.7	-296.3	500	0.0753	0.0296	0.0457	0
2141	-270.1	-296.2	500	0.0617	0.0157	0.0460	0
2142	-50.7	-296.2	500	0.1090	0.0191	0.0899	0
2143	-507.7	-296.1	500	0.0266	0.0281	-0.0015	0
2144	-131.1	-296.2	500	0.1044	0.0306	0.0738	0
2145	-135.4	-296.1	500	0.1046	0.0317	0.0729	0
2146	-344.5	-296.1	500	0.0584	0.0273	0.0311	0
2147	-343.4	-296.1	500	0.0565	0.0252	0.0313	0
2148	506.9	-296.1	149	0.0843	0.0029	0.0815	1
2149	-351.3	-295.7	500	0.0782	0.0485	0.0297	0
2150	-423.1	-295.8	500	0.0413	0.0259	0.0154	0
2151	-290.6	-295.8	500	0.0678	0.0259	0.0419	0
2152	-404.6	-295.8	500	0.0587	0.0396	0.0191	0
2153	-469.4	-295.9	500	0.0319	0.0258	0.0061	0
2154	-160.2	-296.0	500	0.0897	0.0217	0.0680	0
2155	-315.1	-295.9	500	0.0698	0.0328	0.0370	0
2156	-431.4	-295.9	500	0.0446	0.0309	0.0137	0
2157	-196.7	-296.0	500	0.1004	0.0397	0.0607	0
2158	-395.6	-295.9	500	0.0735	0.0526	0.0209	0
2159	-352.3	-296.0	500	0.0419	0.0123	0.0295	0
2160	-524.9	-296.0	500	0.0221	0.0271	-0.0050	0
2161	-303.1	-296.1	500	0.0685	0.0292	0.0394	0
2162	525.6	-296.1	174	0.0928	0.0029	0.0900	1
2163	-239.4	-295.7	500	0.0700	0.0179	0.0521	0
2164	-304.2	-295.7	500	0.0636	0.0245	0.0392	0
2165	-253.9	-295.7	500	0.0864	0.0371	0.0492	0
2166	-132.7	-295.7	500	0.1027	0.0292	0.0735	0
2167	-39.9	-295.6	500	0.1063	0.0143	0.0920	0
2168	-406.1	-295.5	500	0.0251	0.0063	0.0188	0
2169	-292.8	-295.5	500	0.1116	0.0701	0.0414	0
2170	-156.7	-295.5	500	0.0805	0.0118	0.0687	0
2171	-234.8	-295.5	500	0.0698	0.0167	0.0530	0
2172	-186.9	-295.4	500	0.0788	0.0162	0.0626	0
2173	-248.8	-295.4	500	0.0917	0.0415	0.0502	0
2174	-89.8	-295.4	500	0.1138	0.0318	0.0820	0
2175	-205.9	-295.3	500	0.0851	0.0263	0.0588	0
2176	-243.1	-295.2	500	0.0842	0.0328	0.0514	0
2177	-396.7	-295.2	500	0.0579	0.0373	0.0207	0
2178	-304.9	-295.3	500	0.0661	0.0271	0.0390	0
2179	-437.4	-295.3	500	0.0563	0.0438	0.0125	0
2180	-143.4	-295.3	500	0.1079	0.0366	0.0713	0
2181	-605.4	-295.3	500	0.0081	0.0292	-0.0211	0
2182	-298.7	-295.4	500	0.0533	0.0130	0.0403	0
2183	-348.8	-295.4	500	0.0540	0.0237	0.0302	0
2184	-486.8	-295.4	500	0.0398	0.0372	0.0026	0
2185	-299.2	-295.5	500	0.1032	0.0630	0.0402	0
2186	-246.7	-295.5	500	0.0729	0.0222	0.0507	0
2187	-378.2	-295.5	500	0.0367	0.0123	0.0244	0
2188	-442.6	-295.5	500	0.0485	0.0370	0.0115	0
2189	-336.4	-295.6	500	0.0469	0.0141	0.0327	0
2190	-400.9	-295.6	500	0.0608	0.0410	0.0198	0
2191	-435.7	-295.7	500	0.0277	0.0148	0.0129	0
2192	-415.5	-295.7	500	0.0352	0.0183	0.0169	0
2193	-313.1	-295.8	500	0.0559	0.0185	0.0374	0
2194	-212.7	-295.8	500	0.0625	0.0051	0.0575	0
2195	-391.4	-295.8	500	0.0460	0.0243	0.0217	0
2196	-226.0	-295.8	500	0.0872	0.0324	0.0548	0
2197	-405.2	-295.8	500	0.0322	0.0133	0.0190	0
2198	-297.1	-295.8	500	0.1052	0.0646	0.0406	0
2199	-283.8	-295.8	500	0.0744	0.0312	0.0432	0
2200	-32.8	-295.8	500	0.1025	0.0091	0.0934	0
2201	-113.7	-295.7	500	0.0981	0.0209	0.0773	0
2202	-385.1	-295.6	500	0.0605	0.0376	0.0230	0
2203	-360.6	-295.6	500	0.0578	0.0299	0.0279	0
2204	-430.8	-295.7	500	0.0347	0.0209	0.0138	0
2205	-314.6	-295.7	500	0.0694	0.0323	0.0371	0
2206	-405.6	-295.7	500	0.0296	0.0107	0.0189	0
2207	-199.9	-295.8	500	0.0775	0.0175	0.0600	0
2208	-246.8	-295.8	500	0.1124	0.0618	0.0506	0
2209	-286.1	-295.7	500	0.1060	0.0632	0.0428	0
2210	378.8	-295.7	59	0.0408	0.0028	0.0379	1
2211	-292.8	-295.4	500	0.0678	0.0263	0.0414	0
2212	563.8	-295.4	208	0.1076	0.0030	0.1046	1
2213	-288.9	-295.0	500	0.0660	0.0238	0.0422	0
2214	-420.7	-295.0	500	0.0344	0.0185	0.0159	0
2215	-480.3	-295.1	500	0.0334	0.0294	0.0039	0
2216	-377.7	-295.2	500	0.0484	0.0240	0.0245	0
2217	-135.9	-295.2	500	0.0964	0.0235	0.0728	0
2218	-295.2	-295.1	500	0.0626	0.0216	0.0410	0
2219	-590.7	-295.1	500	0.0157	0.0338	-0.0181	0
2220	-266.1	-295.3	500	0.0783	0.0315	0.0468	0
2221	-469.2	-295.3	500	0.0464	0.0403	0.0062	0
2222	-410.6	-295.3	500	0.0398	0.0220	0.0179	0
2223	-249.8	-295.4	500	0.0967	0.0467	0.0500	0
2224	-467.4	-295.4	500	0.0289	0.0224	0.0065	0
2225	-347.9	-295.4	500	0.0393	0.0089	0.0304	0
2226	-140.9	-295.5	500	0.0960	0.0242	0.0718	0
2227	-369.6	-295.4	500	0.0308	0.0047	0.0261	0
2228	-190.3	-295.4	500	0.0850	0.0230	0.0619	0
2229	-405.4	-295.4	500	0.0505	0.0315	0.0189	0
2230	-316.7	-295.4	500	0.0734	0.0368	0.0367	0
2231	397.2	-295.4	78	0.0483	0.0030	0.0453	1
2232	-131.9	-295.1	500	0.0955	0.0218	0.0736	0
2233	-447.9	-295.1	500	0.0362	0.0258	0.0104	0
2234	-571.1	-295.1	500	0.0200	0.0343	-0.0142	0
2235	-325.3	-295.3	500	0.0885	0.0536	0.0349	0
2236	-346.3	-295.3	500	0.0430	0.0123	0.0307	0
2237	-152.9	-295.3	500	0.0979	0.0285	0.0694	0
2238	-360.3	-295.2	500	0.0815	0.0535	0.0279	0
2239	-334.3	-295.3	500	0.0482	0.0151	0.0331	0
2240	-374.6	-295.3	500	0.0615	0.0364	0.0251	0
2241	401.5	-295.3	83	0.0502	0.0029	0.0473	1
2242	-357.2	-295.0	500	0.0605	0.0319	0.0286	0
2243	-360.7	-295.0	500	0.0556	0.0277	0.0279	0
2244	-33.0	-295.1	500	0.1119	0.0185	0.0934	0
2245	-509.2	-294.9	500	0.0455	0.0474	-0.0018	0
2246	-37.6	-295.0	500	0.1013	0.0088	0.0925	0
2247	-316.8	-294.9	500	0.0838	0.0472	0.0366	0
2248	-516.2	-294.9	500	0.0392	0.0424	-0.0032	0
2249	-614.5	-295.0	500	0.0206	0.0435	-0.0229	0
2250	-189.6	-295.2	500	0.0897	0.0276	0.0621	0
